Isoform	Sample	H0_cyclo_count	H1_cyclo_count	H2_cyclo_count	H0_noncyclo_count	H1_noncyclo_count	H2_noncyclo_count	cyclo_count	noncyclo_count	total_cyclo	total_noncyclo	Cyclo_TPM	Noncyclo_TPM	Cyclo_TPM_Rank	Noncyclo_TPM_Rank	Cyclo_TPM_Median	Noncyclo_TPM_Median	Cyclo_TPM_Mean	Noncyclo_TPM_Mean	associated_gene	gene_cyclo_count	gene_noncyclo_count	isoform_cyclo_proportion	isoform_noncyclo_proportion	Avg_Noncyclo_TPM	SD_Noncyclo_TPM	Noncyclo_TPM_Z_Score	test_statistic	z_score_of_test_stat	rank_top_99_9_percentile	rank_top_99_5_percentile	rank_top_99_percentile	rank_top_98_percentile	rank_top_95_percentile	Phenotypes
PB.161541.3	Patient25	1	3	2	2	0	1	6	3	1372	1946	4373.1778425655975	1541.623843782117	9.0	24.0	2822.8652081863092	3392.705682782019	3374.349287623454	4320.504916696668	novelGene_SRSF6_AS	9.0	6.0	0.6666666666666666	0.5	4320.504916696668	3961.8309823565796	-0.7014133326963925	-124.49138275338134	0.2740824960791367						
PB.161541.3	Patient27	6	4	3	2	1	3	13	6	917	1439	14176.663031624863	4169.562195969423	1.0	13.0	2822.8652081863092	3392.705682782019	3374.349287623454	4320.504916696668	novelGene_SRSF6_AS	21.0	11.0	0.6190476190476191	0.5454545454545454	4320.504916696668	3961.8309823565796	-0.03809923275360468	-139.94364315111656	-0.08233088992182203						
PB.161541.3	Patient28	1	0	0	0	0	3	1	3	1473	1202	678.8866259334691	2495.840266222962	25.0	18.0	2822.8652081863092	3392.705682782019	3374.349287623454	4320.504916696668	novelGene_SRSF6_AS	1.0	5.0	1.0	0.6	4320.504916696668	3961.8309823565796	-0.4605609523979132	-132.6572701490768	0.09416617618522596						
PB.161541.3	Patient29	1	1	2	2	0	2	4	4	1044	1857	3831.4176245210724	2154.0118470651587	12.0	20.0	2822.8652081863092	3392.705682782019	3374.349287623454	4320.504916696668	novelGene_SRSF6_AS	13.0	8.0	0.3076923076923077	0.5	4320.504916696668	3961.8309823565796	-0.5468413668527662	-130.16057428849155	0.149175057567505						
PB.161541.3	Patient3	0	1	0	3	1	2	1	6	1987	2019	503.27126321087064	2971.7682020802376	27.0	17.0	2822.8652081863092	3392.705682782019	3374.349287623454	4320.504916696668	novelGene_SRSF6_AS	1.0	7.0	1.0	0.8571428571428571	4320.504916696668	3961.8309823565796	-0.34043267383763404	-135.61585813607377	0.02898057700791868						
PB.161541.3	Patient4	5	1	3	2	1	0	9	3	1554	1450	5791.505791505791	2068.9655172413795	6.0	21.0	2822.8652081863092	3392.705682782019	3374.349287623454	4320.504916696668	novelGene_SRSF6_AS	9.0	6.0	1.0	0.5	4320.504916696668	3961.8309823565796	-0.5683077873544283	-129.4777802514571	0.164218834739047						
PB.161541.3	Patient5	2	3	2	4	2	1	7	7	1596	1993	4385.964912280701	3512.2930255895635	8.0	15.0	2822.8652081863092	3392.705682782019	3374.349287623454	4320.504916696668	novelGene_SRSF6_AS	7.0	9.0	1.0	0.7777777777777778	4320.504916696668	3961.8309823565796	-0.20399958875236102	-137.06450661528086	-0.018895818520675706						
PB.161541.3	Patient6	1	0	1	0	1	0	2	1	1602	1714	1248.4394506866417	583.4305717619603	23.0	27.0	2822.8652081863092	3392.705682782019	3374.349287623454	4320.504916696668	novelGene_SRSF6_AS	2.0	1.0	1.0	1.0	4320.504916696668	3961.8309823565796	-0.9432695038171007	-108.03209379400086	0.6367246137261697						
PB.161541.3	Patient7	1	0	0	1	1	0	1	2	1726	1705	579.3742757821552	1173.0205278592375	26.0	26.0	2822.8652081863092	3392.705682782019	3374.349287623454	4320.504916696668	novelGene_SRSF6_AS	3.0	2.0	0.3333333333333333	1.0	4320.504916696668	3961.8309823565796	-0.794451959928195	-119.86104224953992	0.37610127039459085						
PB.161541.3	Patient8	2	2	1	0	4	0	5	4	1359	1179	3679.175864606328	3392.705682782019	13.0	16.0	2822.8652081863092	3392.705682782019	3374.349287623454	4320.504916696668	novelGene_SRSF6_AS	6.0	5.0	0.8333333333333334	0.8	4320.504916696668	3961.8309823565796	-0.2341844561382008	-136.79790073201193	-0.010084758487242974						
