#readname	haplotype
Sample13_m88888_231123_093332_s2/103221725/ccs/6640_10322	none
Sample13_m88888_231123_093332_s2/51975356/ccs/15025_18668	none
Sample13_m88888_231123_133423_s1/165677490/ccs/17813_21442	H1
Sample13_m88888_231123_133423_s1/175048089/ccs/9152_12340	H2
Sample13_m88888_231123_133423_s1/142016586/ccs/39_3217	H2
Sample13_m88888_231123_133423_s1/188812053/ccs/11429_14604	H2
Sample13_m88888_231123_133423_s1/174789085/ccs/9599_12770	none
Sample13_m88888_231123_093332_s2/129305246/ccs/67_3215	H2
Sample13_m88888_231123_133423_s1/81727267/ccs/3676_5642	H1
Sample13_m88888_231123_133423_s1/91294860/ccs/17638_19580	none
Sample13_m88888_231123_133423_s1/54269320/ccs/10317_12285	H2
Sample13_m88888_231123_133423_s1/95033180/ccs/6664_8632	H2
Sample13_m88888_231123_093332_s2/75698259/ccs/39_2004	none
Sample13_m88888_231123_093332_s2/130486197/ccs/2202_4166	H2
Sample13_m88888_231123_093332_s2/193331996/ccs/6688_8649	none
Sample13_m88888_231123_093332_s2/233838240/ccs/15582_17540	H1
Sample13_m88888_231123_133423_s1/245237564/ccs/12977_14936	H1
Sample13_m88888_231123_093332_s2/118950118/ccs/4365_6323	none
Sample13_m88888_231123_133423_s1/229642969/ccs/16828_18783	H1
Sample13_m88888_231123_133423_s1/63440517/ccs/5765_7720	H1
Sample13_m88888_231123_133423_s1/168040082/ccs/12843_14801	H2
Sample13_m88888_231123_133423_s1/144969287/ccs/17271_19227	none
Sample13_m88888_231123_133423_s1/64753559/ccs/10283_12240	H1
Sample13_m88888_231123_133423_s1/54134490/ccs/8394_10353	H1
Sample13_m88888_231123_093332_s2/217320236/ccs/9403_11363	H1
Sample13_m88888_231123_133423_s1/170006219/ccs/17487_19445	H2
Sample13_m88888_231123_093332_s2/234425500/ccs/4451_6412	none
Sample13_m88888_231123_133423_s1/5505208/ccs/13554_15515	H1
Sample13_m88888_231123_133423_s1/182520751/ccs/3783_5741	H2
Sample13_m88888_231123_133423_s1/161087592/ccs/13717_15677	none
Sample13_m88888_231123_093332_s2/177998627/ccs/5679_7637	none
Sample13_m88888_231123_093332_s2/87624401/ccs/4058_6017	none
Sample13_m88888_231123_093332_s2/21104973/ccs/12939_14897	none
Sample13_m88888_231123_133423_s1/260967566/ccs/6015_7973	H1
Sample13_m88888_231123_133423_s1/15732099/ccs/1573_3531	none
Sample13_m88888_231123_133423_s1/165549597/ccs/13653_15611	none
Sample13_m88888_231123_133423_s1/47778112/ccs/15617_17576	H2
Sample13_m88888_231123_133423_s1/57281910/ccs/12520_14477	H1
Sample13_m88888_231123_133423_s1/70716379/ccs/10820_12775	none
Sample13_m88888_231123_093332_s2/42406727/ccs/16553_18509	none
Sample13_m88888_231123_093332_s2/28184361/ccs/8590_10546	none
Sample13_m88888_231123_093332_s2/25891750/ccs/3923_5880	H2
Sample13_m88888_231123_093332_s2/152835452/ccs/13083_15041	H2
Sample13_m88888_231123_093332_s2/199429670/ccs/10325_12281	H2
Sample13_m88888_231123_133423_s1/195102281/ccs/12595_14552	H1
Sample13_m88888_231123_133423_s1/135988980/ccs/7104_9062	H2
Sample13_m88888_231123_093332_s2/202704767/ccs/5803_7760	none
Sample13_m88888_231123_133423_s1/199038259/ccs/6581_8537	H2
Sample13_m88888_231123_133423_s1/120390267/ccs/5414_7370	H2
