#readname	haplotype
Sample48_m88888_240731_163529_s1/180292947/ccs/13591_16767	H2
Sample48_m88888_240731_163529_s1/134417670/ccs/13353_16505	H1
Sample48_m88888_240731_163529_s1/235209896/ccs/10342_13484	none
Sample48_m88888_240731_163529_s1/166987237/ccs/69_3200	H1
Sample48_m88888_240731_163529_s1/25036737/ccs/8394_11531	H2
Sample48_m88888_240731_163529_s1/151389585/ccs/11182_14303	H2
Sample48_m88888_240731_163529_s1/103482139/ccs/3410_6532	none
Sample48_m88888_240731_163529_s1/225774286/ccs/9431_11464	H1
Sample48_m88888_240731_163529_s1/29361636/ccs/4136_6167	H1
Sample48_m88888_240731_163529_s1/65732792/ccs/4504_6534	H2
Sample48_m88888_240731_163529_s1/205002261/ccs/2761_4772	H2
Sample48_m88888_240731_163529_s1/8585962/ccs/69_2080	none
Sample48_m88888_240726_010724_s1/18482347/ccs/12394_14353	H2
Sample48_m88888_240731_163529_s1/261099352/ccs/7836_9786	H2
Sample48_m88888_240731_163529_s1/38669734/ccs/13942_15866	none
Sample48_m88888_240731_163529_s1/117507896/ccs/6428_8513	none
Sample48_m88888_240731_163529_s1/246551657/ccs/69_2159	none
Sample48_m88888_240726_010724_s1/26678427/ccs/16099_18119	none
Sample48_m88888_240731_163529_s1/104404017/ccs/11168_13185	none
Sample48_m88888_240731_163529_s1/84151007/ccs/10112_12130	none
Sample48_m88888_240731_163529_s1/143594573/ccs/5885_7897	none
Sample48_m88888_240731_163529_s1/53608870/ccs/13038_15026	none
Sample48_m88888_240731_163529_s1/140379042/ccs/9072_11037	H1
Sample48_m88888_240731_163529_s1/143000417/ccs/69_2034	H1
Sample48_m88888_240731_163529_s1/170983897/ccs/6716_8681	none
Sample48_m88888_240731_163529_s1/46400948/ccs/3028_4990	H1
Sample48_m88888_240731_163529_s1/265688118/ccs/9028_10989	H1
Sample48_m88888_240731_163529_s1/17239793/ccs/12630_14587	H1
Sample48_m88888_240731_163529_s1/208343172/ccs/11723_13685	H2
Sample48_m88888_240731_163529_s1/145298625/ccs/4184_6143	H1
Sample48_m88888_240731_163529_s1/241303726/ccs/3556_5514	H1
Sample48_m88888_240731_163529_s1/84936410/ccs/69_2028	H1
Sample48_m88888_240731_163529_s1/17503837/ccs/7574_9530	none
Sample48_m88888_240731_163529_s1/260377307/ccs/3077_5034	H2
Sample48_m88888_240731_163529_s1/113119336/ccs/10465_12423	none
Sample48_m88888_240731_163529_s1/19666397/ccs/7753_9710	H1
Sample48_m88888_240731_163529_s1/172426061/ccs/10342_12299	H2
Sample48_m88888_240731_163529_s1/80416539/ccs/4453_6408	H1
Sample48_m88888_240731_163529_s1/38210186/ccs/4094_6052	none
Sample48_m88888_240731_163529_s1/101583623/ccs/10934_12891	none
Sample48_m88888_240731_163529_s1/260707894/ccs/69_2026	none
Sample48_m88888_240731_163529_s1/49087608/ccs/3484_5440	H2
Sample48_m88888_240731_163529_s1/180882544/ccs/12041_13997	none
Sample48_m88888_240726_010724_s1/115475759/ccs/7205_9157	none
Sample48_m88888_240731_163529_s1/98042197/ccs/15284_17238	H1
Sample48_m88888_240731_163529_s1/20382694/ccs/41_1996	H1
Sample48_m88888_240731_163529_s1/175572934/ccs/69_2023	none
Sample48_m88888_240731_163529_s1/145556290/ccs/69_2025	H1
Sample48_m88888_240731_163529_s1/26611762/ccs/11904_13857	H2
Sample48_m88888_240731_163529_s1/10880736/ccs/9457_11410	H1
Sample48_m88888_240731_163529_s1/60165107/ccs/4925_6878	H2
Sample48_m88888_240731_163529_s1/155584080/ccs/16527_18480	none
Sample48_m88888_240731_163529_s1/28512176/ccs/13338_15292	H2
Sample48_m88888_240731_163529_s1/138154181/ccs/1534_3487	none
Sample48_m88888_240731_163529_s1/51058325/ccs/8718_10667	H2
Sample48_m88888_240731_163529_s1/129828100/ccs/3666_5614	none
Sample48_m88888_240731_163529_s1/168957137/ccs/11844_13790	H2
Sample48_m88888_240731_163529_s1/78124236/ccs/3583_5537	H1
Sample48_m88888_240731_163529_s1/125701709/ccs/13516_15465	H2
Sample48_m88888_240731_163529_s1/42470695/ccs/9867_11814	H1
Sample48_m88888_240731_163529_s1/243862726/ccs/9563_11511	none
Sample48_m88888_240731_163529_s1/70912127/ccs/11987_13937	none
Sample48_m88888_240731_163529_s1/260837528/ccs/8153_10103	H1
Sample48_m88888_240731_163529_s1/59774270/ccs/41_1988	none
Sample48_m88888_240731_163529_s1/243467386/ccs/3143_5091	H2
Sample48_m88888_240731_163529_s1/238423990/ccs/1996_3945	H2
