#readname	haplotype
Sample52_m88888_240731_183507_s2/210307262/ccs/69_3757	H2
Sample52_m88888_240731_183507_s2/100402806/ccs/6881_10538	none
Sample52_m88888_240731_183507_s2/123404932/ccs/3574_6755	H1
Sample52_m88888_240731_183507_s2/262277098/ccs/7700_10878	H2
Sample52_m88888_240731_183507_s2/201393121/ccs/10531_13668	none
Sample52_m88888_240726_030711_s2/265621286/ccs/4225_7355	none
Sample52_m88888_240731_183507_s2/27920330/ccs/10679_13809	H1
Sample52_m88888_240726_030711_s2/8457877/ccs/41_3172	none
Sample52_m88888_240731_183507_s2/118230843/ccs/1926_3939	H2
Sample52_m88888_240731_183507_s2/203297070/ccs/4737_6664	H2
Sample52_m88888_240731_183507_s2/253498348/ccs/2184_4149	H1
Sample52_m88888_240731_183507_s2/68617820/ccs/2799_4764	H1
Sample52_m88888_240731_183507_s2/85460142/ccs/12258_14218	H1
Sample52_m88888_240731_183507_s2/90112261/ccs/2180_4139	H2
Sample52_m88888_240731_183507_s2/234817214/ccs/10506_12466	H2
Sample52_m88888_240731_183507_s2/176231334/ccs/12149_14107	H2
Sample52_m88888_240726_030711_s2/119214356/ccs/13285_15243	H1
Sample52_m88888_240731_183507_s2/35002157/ccs/13563_15521	H2
Sample52_m88888_240731_183507_s2/118690617/ccs/3231_5188	H2
Sample52_m88888_240731_183507_s2/49549380/ccs/9642_11600	none
Sample52_m88888_240731_183507_s2/140120699/ccs/1931_3888	none
Sample52_m88888_240731_183507_s2/189858045/ccs/9888_11845	H1
Sample52_m88888_240731_183507_s2/209916236/ccs/3263_5218	H2
Sample52_m88888_240731_183507_s2/260047291/ccs/14925_16878	H1
Sample52_m88888_240731_183507_s2/218895908/ccs/3981_5936	H2
Sample52_m88888_240731_183507_s2/114560349/ccs/10509_12463	H2
Sample52_m88888_240731_183507_s2/199230645/ccs/69_2023	none
Sample52_m88888_240731_183507_s2/218497667/ccs/14252_16206	H2
Sample52_m88888_240731_183507_s2/123669812/ccs/6437_8388	H2
Sample52_m88888_240731_183507_s2/208605935/ccs/6192_8146	H1
Sample52_m88888_240731_183507_s2/241372696/ccs/7806_9756	none
Sample52_m88888_240731_183507_s2/16324264/ccs/10335_12283	H1
Sample52_m88888_240731_183507_s2/125703551/ccs/8131_10078	H2
Sample52_m88888_240731_183507_s2/32179204/ccs/12183_14135	H1
Sample52_m88888_240731_183507_s2/85005368/ccs/11280_13231	none
Sample52_m88888_240731_183507_s2/35915223/ccs/14898_16845	H2
Sample52_m88888_240731_183507_s2/250743466/ccs/14087_16035	H1
Sample52_m88888_240731_183507_s2/36375999/ccs/8201_10145	H1
Sample52_m88888_240726_030711_s2/210113639/ccs/2252_4197	H1
Sample52_m88888_240731_183507_s2/167183876/ccs/5760_7707	H1
Sample52_m88888_240731_183507_s2/128063107/ccs/13947_15895	H1
Sample52_m88888_240731_183507_s2/69404213/ccs/8725_10672	H1
Sample52_m88888_240731_183507_s2/187893932/ccs/16210_18155	H2
Sample52_m88888_240731_183507_s2/42140393/ccs/14861_16807	none
Sample52_m88888_240731_183507_s2/180424869/ccs/7633_9583	none
Sample52_m88888_240731_183507_s2/150013222/ccs/13226_15174	H1
Sample52_m88888_240726_030711_s2/162660852/ccs/41_1986	H1
Sample52_m88888_240731_183507_s2/239665302/ccs/68_2016	none
Sample52_m88888_240731_183507_s2/201463699/ccs/12354_14299	H2
Sample52_m88888_240731_183507_s2/23791347/ccs/2463_4411	H1
Sample52_m88888_240731_183507_s2/214242725/ccs/19642_21589	none
Sample52_m88888_240731_183507_s2/130024909/ccs/14184_16130	none
Sample52_m88888_240731_183507_s2/33559003/ccs/16288_18235	H1
Sample52_m88888_240731_183507_s2/110430577/ccs/9599_11545	H2
Sample52_m88888_240731_183507_s2/261100245/ccs/8618_10564	none
Sample52_m88888_240726_030711_s2/256773590/ccs/11715_13660	H2
Sample52_m88888_240731_183507_s2/222826059/ccs/2153_4099	H1
Sample52_m88888_240731_183507_s2/82907052/ccs/5495_7445	H1
Sample52_m88888_240731_183507_s2/73206419/ccs/18986_20932	none
Sample52_m88888_240731_183507_s2/206572938/ccs/5833_7780	H2
Sample52_m88888_240731_183507_s2/208999344/ccs/8498_10445	none
Sample52_m88888_240731_183507_s2/160109556/ccs/3714_5660	H1
Sample52_m88888_240731_183507_s2/266406374/ccs/70_2014	none
Sample52_m88888_240731_183507_s2/78843640/ccs/11103_13055	none
