#readname	haplotype
Sample14_m88888_231123_093332_s2/82509925/ccs/39_2098	H1
Sample14_m88888_231123_133423_s1/239996674/ccs/18371_20410	H1
Sample14_m88888_231123_093332_s2/217842511/ccs/3651_5692	H1
Sample14_m88888_231123_093332_s2/247729776/ccs/67_2098	H2
Sample14_m88888_231123_133423_s1/92997907/ccs/1538_3560	H2
Sample14_m88888_231123_133423_s1/231146895/ccs/10215_12205	H1
Sample14_m88888_231123_093332_s2/162726776/ccs/11430_13365	H2
Sample14_m88888_231123_093332_s2/242224726/ccs/3204_5137	none
Sample14_m88888_231123_093332_s2/234427853/ccs/9845_11745	none
Sample14_m88888_231123_133423_s1/171837793/ccs/953_2901	H1
Sample14_m88888_231123_093332_s2/139854480/ccs/19243_21162	none
Sample14_m88888_231123_093332_s2/81003536/ccs/12396_14316	H1
Sample14_m88888_231123_133423_s1/159058147/ccs/14407_16390	H1
Sample14_m88888_231123_093332_s2/200607462/ccs/19106_21083	H1
Sample14_m88888_231123_093332_s2/228720937/ccs/11429_13407	H2
Sample14_m88888_231123_093332_s2/69078562/ccs/39_2009	H2
Sample14_m88888_231123_093332_s2/204866451/ccs/39_2007	H1
Sample14_m88888_231123_093332_s2/142935991/ccs/11115_13084	none
Sample14_m88888_231123_093332_s2/51186044/ccs/67_2033	none
Sample14_m88888_231123_093332_s2/50270417/ccs/4397_6361	H1
Sample14_m88888_231123_133423_s1/214766710/ccs/11858_13830	H1
Sample14_m88888_231123_093332_s2/131993708/ccs/11453_13417	H2
Sample14_m88888_231123_133423_s1/113380521/ccs/16216_18179	none
Sample14_m88888_231123_133423_s1/217909534/ccs/5282_7243	H1
Sample14_m88888_231123_093332_s2/34215026/ccs/67_2029	H1
Sample14_m88888_231123_093332_s2/77074441/ccs/12451_14410	none
Sample14_m88888_231123_093332_s2/252118862/ccs/6878_8839	H1
Sample14_m88888_231123_093332_s2/45747284/ccs/2959_4921	none
Sample14_m88888_231123_133423_s1/40112935/ccs/15022_16983	H1
