#readname	haplotype
Sample44_m88888_240731_223404_s4/235013023/ccs/14332_18002	H1
Sample44_m88888_240731_223404_s4/173083515/ccs/11886_15526	none
Sample44_m88888_240731_223404_s4/205193862/ccs/9265_12911	H2
Sample44_m88888_240731_223404_s4/108859821/ccs/1012_4640	H2
Sample44_m88888_240731_223404_s4/39060623/ccs/2006_5638	H2
Sample44_m88888_240731_223404_s4/46858931/ccs/8898_12032	H2
Sample44_m88888_240731_223404_s4/242354503/ccs/69_2109	H2
Sample44_m88888_240731_223404_s4/32773613/ccs/6364_8404	H1
Sample44_m88888_240731_223404_s4/179963495/ccs/2699_4720	none
Sample44_m88888_240731_223404_s4/206114121/ccs/41_2042	H1
Sample44_m88888_240731_223404_s4/223283211/ccs/41_1989	H2
Sample44_m88888_240731_223404_s4/215356161/ccs/6201_8134	H2
Sample44_m88888_240731_223404_s4/86840725/ccs/10345_12305	none
Sample44_m88888_240731_223404_s4/226628279/ccs/8657_10586	none
Sample44_m88888_240731_223404_s4/33298091/ccs/69_2039	H1
Sample44_m88888_240731_223404_s4/115085185/ccs/13435_15402	H2
Sample44_m88888_240731_223404_s4/233508881/ccs/13368_15332	H2
Sample44_m88888_240731_223404_s4/161485347/ccs/10510_12472	H2
Sample44_m88888_240731_223404_s4/99027839/ccs/12033_13997	none
Sample44_m88888_240731_223404_s4/42931119/ccs/4793_6759	H2
Sample44_m88888_240731_223404_s4/72747052/ccs/1810_3775	H2
Sample44_m88888_240731_223404_s4/256443523/ccs/3478_5444	H1
Sample44_m88888_240731_223404_s4/146998713/ccs/3952_5915	H2
Sample44_m88888_240731_223404_s4/6621137/ccs/14546_16510	H2
Sample44_m88888_240731_223404_s4/55185989/ccs/3630_5594	none
Sample44_m88888_240731_223404_s4/161088683/ccs/8737_10698	H2
Sample44_m88888_240731_223404_s4/193464958/ccs/6846_8811	H1
Sample44_m88888_240731_223404_s4/154864006/ccs/10368_12330	none
Sample44_m88888_240731_223404_s4/16583703/ccs/15682_17640	none
Sample44_m88888_240731_223404_s4/119345215/ccs/13525_15485	H1
Sample44_m88888_240731_223404_s4/247202137/ccs/41_1999	H1
Sample44_m88888_240731_223404_s4/54594987/ccs/4840_6799	H2
Sample44_m88888_240731_223404_s4/58331605/ccs/7396_9361	none
Sample44_m88888_240731_223404_s4/251070930/ccs/69_2028	none
Sample44_m88888_240731_223404_s4/142020321/ccs/1401_3360	none
Sample44_m88888_240731_223404_s4/265225280/ccs/2826_4782	H1
Sample44_m88888_240731_223404_s4/35590891/ccs/13679_15637	none
Sample44_m88888_240731_223404_s4/208015000/ccs/16749_18706	H1
Sample44_m88888_240731_223404_s4/116721426/ccs/7852_9812	H2
Sample44_m88888_240731_223404_s4/167445785/ccs/4620_6578	none
Sample44_m88888_240731_223404_s4/36245280/ccs/7196_9153	none
Sample44_m88888_240731_223404_s4/193857614/ccs/69_2027	H2
Sample44_m88888_240731_223404_s4/186979248/ccs/2372_4328	H1
Sample44_m88888_240731_223404_s4/113377800/ccs/7580_9533	H2
Sample44_m88888_240731_223404_s4/215223848/ccs/69_2028	none
Sample44_m88888_240731_223404_s4/166728436/ccs/14420_16377	none
Sample44_m88888_240731_223404_s4/174986408/ccs/41_2000	H1
Sample44_m88888_240731_223404_s4/70257391/ccs/12521_14479	none
Sample44_m88888_240731_223404_s4/57607415/ccs/6989_8942	none
Sample44_m88888_240731_223404_s4/56754868/ccs/41_1997	H1
Sample44_m88888_240731_223404_s4/150995209/ccs/9852_11804	H1
Sample44_m88888_240731_223404_s4/155322148/ccs/13422_15376	none
Sample44_m88888_240731_223404_s4/196152008/ccs/8529_10484	none
Sample44_m88888_240731_223404_s4/172296293/ccs/17595_19548	none
Sample44_m88888_240731_223404_s4/211355789/ccs/41_1996	none
Sample44_m88888_240731_223404_s4/224727479/ccs/69_2023	H2
Sample44_m88888_240731_223404_s4/225772352/ccs/18361_20320	H2
Sample44_m88888_240731_223404_s4/28773706/ccs/69_2023	none
Sample44_m88888_240731_223404_s4/27399422/ccs/6670_8625	none
Sample44_m88888_240731_223404_s4/196348615/ccs/40_2000	none
Sample44_m88888_240731_223404_s4/142611371/ccs/19123_21076	H1
Sample44_m88888_240731_223404_s4/95950295/ccs/1402_3354	H2
Sample44_m88888_240731_223404_s4/183174586/ccs/13302_15253	none
Sample44_m88888_240731_223404_s4/100929597/ccs/2778_4732	H1
Sample44_m88888_240731_223404_s4/183240503/ccs/69_2021	H1
Sample44_m88888_240731_223404_s4/184553090/ccs/41_1995	H1
Sample44_m88888_240731_223404_s4/39718764/ccs/7494_9445	H2
Sample44_m88888_240731_223404_s4/189072435/ccs/11409_13359	H1
Sample44_m88888_240731_223404_s4/138281270/ccs/8597_10549	H1
