#readname	haplotype
Sample28_m88888_240329_064709_s2/258803474/ccs/4203_6247	none
Sample28_m88888_240329_064709_s2/44501441/ccs/69_2099	none
Sample28_m88888_240329_064709_s2/232654302/ccs/41_2052	H2
Sample28_m88888_240329_064709_s2/259198003/ccs/69_2076	none
Sample28_m88888_240329_064709_s2/92542792/ccs/8371_10330	none
Sample28_m88888_240329_064709_s2/180293818/ccs/4993_6936	H1
Sample28_m88888_240329_064709_s2/135857599/ccs/5409_7313	H1
Sample28_m88888_240329_064709_s2/123471521/ccs/8513_10496	H2
Sample28_m88888_240329_064709_s2/109579506/ccs/8843_10818	H1
Sample28_m88888_240329_064709_s2/190191158/ccs/4404_6370	H2
Sample28_m88888_240329_064709_s2/133698311/ccs/69_2036	H1
Sample28_m88888_240329_064709_s2/63770676/ccs/1993_3958	H2
Sample28_m88888_240329_064709_s2/191630158/ccs/11263_13228	H1
Sample28_m88888_240329_064709_s2/207487467/ccs/41_2007	H1
Sample28_m88888_240329_064709_s2/188615411/ccs/2398_4362	H1
Sample28_m88888_240329_064709_s2/113967561/ccs/5316_7281	H1
Sample28_m88888_240329_064709_s2/200610445/ccs/12599_14562	H2
Sample28_m88888_240329_064709_s2/190253030/ccs/13833_15793	H1
Sample28_m88888_240329_064709_s2/183763488/ccs/41_1999	H2
Sample28_m88888_240329_064709_s2/45421155/ccs/41_1999	H1
Sample28_m88888_240329_064709_s2/235146924/ccs/7822_9780	H2
Sample28_m88888_240329_064709_s2/210698441/ccs/15426_17379	none
Sample28_m88888_240329_064709_s2/217711512/ccs/9156_11113	H1
Sample28_m88888_240329_064709_s2/158599760/ccs/9542_11500	H1
Sample28_m88888_240329_064709_s2/219152995/ccs/6141_8099	none
Sample28_m88888_240329_064709_s2/218499842/ccs/11499_13456	H2
Sample28_m88888_240329_064709_s2/207424175/ccs/67_2024	H1
Sample28_m88888_240329_064709_s2/86378953/ccs/6430_8387	H2
Sample28_m88888_240329_064709_s2/106038097/ccs/41_1997	H1
Sample28_m88888_240329_064709_s2/132386346/ccs/69_2024	H1
Sample28_m88888_240329_064709_s2/144970351/ccs/1985_3941	H1
Sample28_m88888_240329_064709_s2/173934163/ccs/9140_11096	H1
Sample28_m88888_240329_064709_s2/245634513/ccs/5475_7431	H1
Sample28_m88888_240329_064709_s2/206569568/ccs/12291_14245	H2
Sample28_m88888_240329_064709_s2/177212911/ccs/4331_6281	H2
Sample28_m88888_240329_064709_s2/35589477/ccs/5034_6989	H2
Sample28_m88888_240329_064709_s2/118165814/ccs/69_2027	H2
Sample28_m88888_240329_064709_s2/103612728/ccs/9497_11450	H1
Sample28_m88888_240329_064709_s2/123672229/ccs/13652_15604	none
Sample28_m88888_240329_064709_s2/174984066/ccs/10023_11970	none
Sample28_m88888_240329_064709_s2/172299882/ccs/15666_17620	H2
Sample28_m88888_240329_064709_s2/247071258/ccs/8433_10386	H1
Sample28_m88888_240329_064709_s2/200671698/ccs/69_2026	H1
Sample28_m88888_240329_064709_s2/227936540/ccs/2533_4484	H2
Sample28_m88888_240329_064709_s2/230493796/ccs/69_2019	H2
Sample28_m88888_240329_064709_s2/15404040/ccs/2945_4897	H2
Sample28_m88888_240329_064709_s2/178655836/ccs/11780_13733	H2
Sample28_m88888_240329_064709_s2/244780491/ccs/12079_14033	H2
Sample28_m88888_240329_064709_s2/72944274/ccs/41_1992	none
Sample28_m88888_240329_064709_s2/257888487/ccs/6917_8868	H1
Sample28_m88888_240329_064709_s2/213977604/ccs/6759_8710	H1
Sample28_m88888_240329_064709_s2/138482511/ccs/11103_13053	H1
Sample28_m88888_240329_064709_s2/85004425/ccs/6211_8163	H2
Sample28_m88888_240329_064709_s2/105778276/ccs/6930_8878	none
Sample28_m88888_240329_064709_s2/254874651/ccs/41_1988	H1
Sample28_m88888_240329_064709_s2/106564273/ccs/8394_10343	H2
