#readname	haplotype
Sample30_m88888_240509_062343_s4/35002337/ccs/13760_17415	none
Sample30_m88888_240509_062343_s4/138677924/ccs/5242_8441	none
Sample30_m88888_240509_062343_s4/146932748/ccs/2518_5699	none
Sample30_m88888_240509_062343_s4/261162671/ccs/69_3248	H1
Sample30_m88888_240509_062343_s4/131864353/ccs/5224_8401	H1
Sample30_m88888_240509_062343_s4/91095227/ccs/15403_18549	none
Sample30_m88888_240509_062343_s4/260313090/ccs/1842_3881	H2
Sample30_m88888_240509_062343_s4/27067675/ccs/13472_15502	H1
Sample30_m88888_240509_062343_s4/58986852/ccs/69_2080	H1
Sample30_m88888_240509_062343_s4/138149931/ccs/15394_17394	H1
Sample30_m88888_240509_062343_s4/56694217/ccs/9604_11522	none
Sample30_m88888_240509_062343_s4/183437960/ccs/6445_8357	H2
Sample30_m88888_240509_062343_s4/132911931/ccs/10070_11959	none
Sample30_m88888_240509_062343_s4/214500930/ccs/9360_11294	none
Sample30_m88888_240509_062343_s4/176689130/ccs/1566_3497	H1
Sample30_m88888_240509_062343_s4/250282451/ccs/69_2002	none
Sample30_m88888_240509_062343_s4/250742480/ccs/5699_7635	none
Sample30_m88888_240509_062343_s4/14750564/ccs/41_1974	H1
Sample30_m88888_240509_062343_s4/59511012/ccs/69_2001	H1
Sample30_m88888_240509_062343_s4/133170834/ccs/3989_5919	none
Sample30_m88888_240509_062343_s4/176690234/ccs/12397_14330	H1
Sample30_m88888_240509_062343_s4/250943114/ccs/13262_15198	H1
Sample30_m88888_240509_062343_s4/160370056/ccs/3592_5521	H1
Sample30_m88888_240509_062343_s4/185401409/ccs/7269_9197	H2
Sample30_m88888_240509_062343_s4/42538723/ccs/13073_15003	H2
Sample30_m88888_240509_062343_s4/76744964/ccs/69_1999	none
Sample30_m88888_240509_062343_s4/165090155/ccs/69_1998	H1
Sample30_m88888_240509_062343_s4/73078365/ccs/14862_16789	none
Sample30_m88888_240509_062343_s4/53024077/ccs/21073_23004	H2
Sample30_m88888_240509_062343_s4/178849433/ccs/8373_10299	none
Sample30_m88888_240509_062343_s4/210833406/ccs/15011_16941	none
Sample30_m88888_240509_062343_s4/143656827/ccs/69_1996	none
Sample30_m88888_240509_062343_s4/152245843/ccs/2042_3972	H2
Sample30_m88888_240509_062343_s4/68355420/ccs/41_1965	none
Sample30_m88888_240509_062343_s4/2757100/ccs/69_1995	H1
Sample30_m88888_240509_062343_s4/217842369/ccs/69_1995	H1
Sample30_m88888_240509_062343_s4/218306310/ccs/15857_17780	H2
Sample30_m88888_240509_062343_s4/248971968/ccs/4401_6330	H2
Sample30_m88888_240509_062343_s4/131861966/ccs/5039_6962	none
Sample30_m88888_240509_062343_s4/40502460/ccs/19809_21739	H1
Sample30_m88888_240509_062343_s4/231278925/ccs/1533_3456	none
Sample30_m88888_240509_062343_s4/116069272/ccs/1902_3825	H2
Sample30_m88888_240509_062343_s4/187632750/ccs/3557_5480	none
Sample30_m88888_240509_062343_s4/138549175/ccs/11178_13098	H1
Sample30_m88888_240509_062343_s4/22348443/ccs/69_1991	none
Sample30_m88888_240509_062343_s4/5377212/ccs/4757_6677	H1
Sample30_m88888_240509_062343_s4/144050344/ccs/14788_16710	none
Sample30_m88888_240509_062343_s4/96867160/ccs/17141_19062	H1
Sample30_m88888_240509_062343_s4/212664533/ccs/17131_19050	none
Sample30_m88888_240509_062343_s4/130749059/ccs/13290_15208	H2
Sample30_m88888_240509_062343_s4/31068651/ccs/8916_10835	none
Sample30_m88888_240509_062343_s4/50402152/ccs/9473_11393	H2
Sample30_m88888_240509_062343_s4/118165217/ccs/6878_8800	none
Sample30_m88888_240509_062343_s4/71893775/ccs/7489_9408	none
Sample30_m88888_240509_062343_s4/79495528/ccs/2055_3975	none
Sample30_m88888_240509_062343_s4/120984897/ccs/4024_5942	H2
Sample30_m88888_240509_062343_s4/44697679/ccs/69_1987	H1
Sample30_m88888_240509_062343_s4/78450340/ccs/12953_14870	H2
Sample30_m88888_240509_062343_s4/216465999/ccs/41_1959	H2
Sample30_m88888_240509_062343_s4/173936177/ccs/11263_13182	H1
Sample30_m88888_240509_062343_s4/167843688/ccs/8756_10676	none
Sample30_m88888_240509_062343_s4/155519954/ccs/1622_3544	none
Sample30_m88888_240509_062343_s4/2232407/ccs/1482_3400	none
Sample30_m88888_240509_062343_s4/189597223/ccs/2411_4329	H2
Sample30_m88888_240509_062343_s4/54265855/ccs/14156_16074	H2
Sample30_m88888_240509_062343_s4/107022526/ccs/13907_15828	H1
Sample30_m88888_240509_062343_s4/139990546/ccs/1768_3687	H1
Sample30_m88888_240509_062343_s4/205130592/ccs/12889_14808	H2
Sample30_m88888_240509_062343_s4/194841461/ccs/8530_10445	H1
Sample30_m88888_240509_062343_s4/25563628/ccs/1314_3231	H1
Sample30_m88888_240509_062343_s4/99354958/ccs/4490_6408	H1
Sample30_m88888_240509_062343_s4/258344123/ccs/3226_5143	none
Sample30_m88888_240509_062343_s4/165416152/ccs/10838_12758	H2
Sample30_m88888_240509_062343_s4/123208849/ccs/2379_4296	H1
Sample30_m88888_240509_062343_s4/264310188/ccs/8841_10759	none
Sample30_m88888_240509_062343_s4/172491275/ccs/9266_11185	H2
Sample30_m88888_240509_062343_s4/113511138/ccs/9650_11567	H2
Sample30_m88888_240509_062343_s4/105645363/ccs/17963_19879	H2
Sample30_m88888_240509_062343_s4/11013207/ccs/10194_12110	none
Sample30_m88888_240509_062343_s4/140841503/ccs/69_1987	none
Sample30_m88888_240509_062343_s4/57410193/ccs/16730_18645	H2
Sample30_m88888_240509_062343_s4/127665995/ccs/15812_17729	H2
Sample30_m88888_240509_062343_s4/254150452/ccs/68_1985	H2
Sample30_m88888_240509_062343_s4/7345615/ccs/9814_11732	H1
Sample30_m88888_240509_062343_s4/251728650/ccs/5765_7681	H1
Sample30_m88888_240509_062343_s4/255066642/ccs/15058_16974	H1
Sample30_m88888_240509_062343_s4/202838009/ccs/8876_10794	H2
Sample30_m88888_240509_062343_s4/171446193/ccs/14387_16305	H1
Sample30_m88888_240509_062343_s4/176819947/ccs/11945_13862	H1
Sample30_m88888_240509_062343_s4/262668520/ccs/9704_11621	none
Sample30_m88888_240509_062343_s4/256509949/ccs/7260_9175	none
Sample30_m88888_240509_062343_s4/205653164/ccs/1868_3784	H2
Sample30_m88888_240509_062343_s4/219087223/ccs/13076_14994	H2
Sample30_m88888_240509_062343_s4/125568419/ccs/14214_16130	H2
Sample30_m88888_240509_062343_s4/92473202/ccs/4423_6341	H2
Sample30_m88888_240509_062343_s4/155260814/ccs/69_1985	none
Sample30_m88888_240509_062343_s4/67438707/ccs/12399_14320	H2
Sample30_m88888_240509_062343_s4/52691242/ccs/10767_12680	none
Sample30_m88888_240509_062343_s4/53024473/ccs/1900_3818	none
Sample30_m88888_240509_062343_s4/22548692/ccs/17052_18967	H1
Sample30_m88888_240509_062343_s4/122099237/ccs/17402_19321	H1
Sample30_m88888_240509_062343_s4/113051091/ccs/13853_15766	H1
Sample30_m88888_240509_062343_s4/117640888/ccs/12521_14435	none
Sample30_m88888_240509_062343_s4/112858376/ccs/12507_14418	H1
Sample30_m88888_240509_062343_s4/56169631/ccs/1999_3915	none
Sample30_m88888_240509_062343_s4/220989640/ccs/6931_8848	H1
Sample30_m88888_240509_062343_s4/111542392/ccs/18842_20755	none
Sample30_m88888_240509_062343_s4/211750085/ccs/41_1951	none
