#readname	haplotype
Sample38_m88888_240731_183507_s2/104596864/ccs/12554_16197	H1
Sample38_m88888_240731_183507_s2/264768918/ccs/8994_12617	none
Sample38_m88888_240731_183507_s2/180292345/ccs/8543_11718	H2
Sample38_m88888_240731_183507_s2/59574938/ccs/3297_6460	H1
Sample38_m88888_240726_030711_s2/82642944/ccs/1666_4805	H1
Sample38_m88888_240731_183507_s2/229512767/ccs/7031_9056	none
Sample38_m88888_240731_183507_s2/80021317/ccs/12779_14803	H2
Sample38_m88888_240731_183507_s2/140312647/ccs/10468_12417	none
Sample38_m88888_240731_183507_s2/126948141/ccs/9371_11297	none
Sample38_m88888_240726_030711_s2/40570397/ccs/15796_17772	H1
Sample38_m88888_240731_183507_s2/117903206/ccs/41_2018	H2
Sample38_m88888_240731_183507_s2/161154046/ccs/6522_8489	H2
Sample38_m88888_240731_183507_s2/262668918/ccs/2561_4528	none
Sample38_m88888_240731_183507_s2/259850936/ccs/6473_8431	H2
Sample38_m88888_240731_183507_s2/7735083/ccs/11068_13032	none
Sample38_m88888_240731_183507_s2/38013280/ccs/4054_6018	H1
Sample38_m88888_240731_183507_s2/227937073/ccs/3114_5077	H1
Sample38_m88888_240731_183507_s2/16517395/ccs/4402_6364	H1
Sample38_m88888_240731_183507_s2/98307765/ccs/2305_4264	H1
Sample38_m88888_240731_183507_s2/45878898/ccs/18963_20922	none
Sample38_m88888_240731_183507_s2/17696254/ccs/12526_14485	H1
Sample38_m88888_240731_183507_s2/56887533/ccs/16958_18909	none
Sample38_m88888_240731_183507_s2/72617569/ccs/7802_9760	H1
Sample38_m88888_240731_183507_s2/54071936/ccs/13854_15808	H2
Sample38_m88888_240726_030711_s2/96733383/ccs/13514_15473	H2
Sample38_m88888_240731_183507_s2/25036342/ccs/2770_4728	none
Sample38_m88888_240731_183507_s2/68946634/ccs/1412_3371	none
Sample38_m88888_240731_183507_s2/199562641/ccs/41_2000	H2
Sample38_m88888_240731_183507_s2/227872301/ccs/10764_12724	H2
Sample38_m88888_240731_183507_s2/180687038/ccs/4862_6819	none
Sample38_m88888_240731_183507_s2/120788893/ccs/17277_19233	H1
Sample38_m88888_240731_183507_s2/115610077/ccs/41_1997	H1
Sample38_m88888_240731_183507_s2/230819893/ccs/3352_5311	H1
Sample38_m88888_240731_183507_s2/100208028/ccs/7948_9898	H1
Sample38_m88888_240731_183507_s2/123668873/ccs/10553_12510	none
Sample38_m88888_240726_030711_s2/232132943/ccs/10392_12349	none
Sample38_m88888_240731_183507_s2/185075264/ccs/41_2001	H2
Sample38_m88888_240731_183507_s2/140708397/ccs/69_2025	none
Sample38_m88888_240731_183507_s2/227805797/ccs/2945_4902	H2
Sample38_m88888_240731_183507_s2/151065774/ccs/12929_14885	H2
Sample38_m88888_240726_030711_s2/196281501/ccs/7342_9297	none
Sample38_m88888_240731_183507_s2/121767503/ccs/10386_12343	none
Sample38_m88888_240731_183507_s2/171054689/ccs/69_2024	none
Sample38_m88888_240731_183507_s2/169547544/ccs/9675_11629	H2
Sample38_m88888_240731_183507_s2/131401531/ccs/15971_17925	none
Sample38_m88888_240731_183507_s2/264438592/ccs/41_1999	none
Sample38_m88888_240731_183507_s2/118035346/ccs/69_2023	H2
Sample38_m88888_240731_183507_s2/153682959/ccs/12977_14930	H1
Sample38_m88888_240731_183507_s2/224593426/ccs/6856_8808	H2
Sample38_m88888_240731_183507_s2/122422244/ccs/10375_12331	H1
Sample38_m88888_240731_183507_s2/60691881/ccs/16402_18351	H1
Sample38_m88888_240731_183507_s2/105584234/ccs/7760_9713	H1
Sample38_m88888_240731_183507_s2/186060887/ccs/41_1998	H1
Sample38_m88888_240731_183507_s2/214041956/ccs/7784_9732	H2
Sample38_m88888_240731_183507_s2/143660351/ccs/6195_8146	H2
Sample38_m88888_240731_183507_s2/19006888/ccs/14745_16697	H2
Sample38_m88888_240731_183507_s2/85332430/ccs/13285_15240	none
Sample38_m88888_240731_183507_s2/200477086/ccs/11893_13846	H1
Sample38_m88888_240731_183507_s2/92671987/ccs/13603_15555	none
Sample38_m88888_240726_030711_s2/84542360/ccs/8035_9986	H1
Sample38_m88888_240731_183507_s2/163710262/ccs/8688_10642	H1
Sample38_m88888_240731_183507_s2/97715397/ccs/5000_6952	H2
Sample38_m88888_240731_183507_s2/14620291/ccs/4220_6172	H2
Sample38_m88888_240731_183507_s2/34605260/ccs/9847_11796	H1
Sample38_m88888_240731_183507_s2/193138423/ccs/20600_22554	H1
Sample38_m88888_240731_183507_s2/72880255/ccs/184_2132	H2
Sample38_m88888_240731_183507_s2/53546293/ccs/6094_8046	none
Sample38_m88888_240731_183507_s2/253362566/ccs/14756_16706	none
Sample38_m88888_240731_183507_s2/97456459/ccs/41_1993	none
Sample38_m88888_240731_183507_s2/247795507/ccs/11589_13539	H1
Sample38_m88888_240731_183507_s2/178525734/ccs/13378_15326	H2
Sample38_m88888_240731_183507_s2/8258907/ccs/6423_8368	H1
Sample38_m88888_240731_183507_s2/212406908/ccs/15309_17256	H2
Sample38_m88888_240726_030711_s2/121702888/ccs/11326_13274	H1
