#readname	haplotype
Sample60_m88888_240731_223404_s4/37950968/ccs/2880_6566	H1
Sample60_m88888_240731_223404_s4/103286768/ccs/69_3745	none
Sample60_m88888_240731_223404_s4/206046821/ccs/5889_9518	H1
Sample60_m88888_240731_223404_s4/223674930/ccs/2321_5934	H2
Sample60_m88888_240731_223404_s4/154735634/ccs/13351_16532	none
Sample60_m88888_240731_223404_s4/242484465/ccs/69_3242	none
Sample60_m88888_240731_223404_s4/101716573/ccs/18530_21700	none
Sample60_m88888_240731_223404_s4/262736555/ccs/15223_18364	none
Sample60_m88888_240731_223404_s4/229312206/ccs/4816_7944	H2
Sample60_m88888_240731_223404_s4/194775406/ccs/7193_10321	H2
Sample60_m88888_240731_223404_s4/249368014/ccs/13249_16381	H1
Sample60_m88888_240731_223404_s4/144638800/ccs/12960_16084	H1
Sample60_m88888_240731_223404_s4/241435215/ccs/13401_15456	H2
Sample60_m88888_240731_223404_s4/128979077/ccs/22045_24062	H1
Sample60_m88888_240731_223404_s4/12456242/ccs/19318_21278	H2
Sample60_m88888_240731_223404_s4/187698954/ccs/8510_10423	H1
Sample60_m88888_240731_223404_s4/136845038/ccs/69_1950	H2
Sample60_m88888_240731_223404_s4/26412392/ccs/3277_5289	H2
Sample60_m88888_240731_223404_s4/141955812/ccs/12988_14967	H1
Sample60_m88888_240731_223404_s4/31130731/ccs/13301_15279	H1
Sample60_m88888_240731_223404_s4/194712887/ccs/1993_3969	none
Sample60_m88888_240731_223404_s4/104401169/ccs/6383_8359	H1
Sample60_m88888_240731_223404_s4/220990011/ccs/15993_17959	none
Sample60_m88888_240731_223404_s4/221646117/ccs/69_2034	H2
Sample60_m88888_240731_223404_s4/209522955/ccs/6751_8718	none
Sample60_m88888_240731_223404_s4/151324000/ccs/69_2034	H2
Sample60_m88888_240731_223404_s4/143461268/ccs/13504_15469	H2
Sample60_m88888_240731_223404_s4/172362309/ccs/18200_20161	none
Sample60_m88888_240731_223404_s4/52628650/ccs/5145_7106	H1
Sample60_m88888_240731_223404_s4/18617254/ccs/3896_5854	H2
Sample60_m88888_240731_223404_s4/49809583/ccs/69_2032	none
Sample60_m88888_240731_223404_s4/110953164/ccs/6396_8355	none
Sample60_m88888_240731_223404_s4/86578023/ccs/6677_8637	H1
Sample60_m88888_240731_223404_s4/46334742/ccs/11137_13096	H2
Sample60_m88888_240731_223404_s4/237049436/ccs/9725_11684	H2
Sample60_m88888_240731_223404_s4/42997383/ccs/14794_16753	none
Sample60_m88888_240731_223404_s4/33820459/ccs/12387_14346	none
Sample60_m88888_240731_223404_s4/250877374/ccs/69_2026	H1
Sample60_m88888_240731_223404_s4/153032003/ccs/10629_12588	H2
Sample60_m88888_240731_223404_s4/139397536/ccs/14234_16193	H2
Sample60_m88888_240731_223404_s4/130879928/ccs/69_2027	H1
Sample60_m88888_240731_223404_s4/225187671/ccs/69_2027	H1
Sample60_m88888_240731_223404_s4/164370348/ccs/7040_8997	H2
Sample60_m88888_240731_223404_s4/238683327/ccs/6878_8838	H1
Sample60_m88888_240731_223404_s4/48827739/ccs/5446_7402	H1
Sample60_m88888_240731_223404_s4/138871957/ccs/69_2026	none
Sample60_m88888_240731_223404_s4/154929994/ccs/854_2811	none
Sample60_m88888_240731_223404_s4/83036756/ccs/3886_5845	H2
Sample60_m88888_240731_223404_s4/191958480/ccs/3434_5391	H2
Sample60_m88888_240731_223404_s4/185335884/ccs/3667_5623	H2
Sample60_m88888_240731_223404_s4/121769028/ccs/8868_10825	none
Sample60_m88888_240731_223404_s4/261427110/ccs/7021_8980	none
Sample60_m88888_240731_223404_s4/191697841/ccs/3955_5906	none
Sample60_m88888_240731_223404_s4/97194916/ccs/3065_5019	none
Sample60_m88888_240731_223404_s4/79173265/ccs/15622_17579	H1
Sample60_m88888_240731_223404_s4/194774502/ccs/69_2024	none
Sample60_m88888_240731_223404_s4/55841359/ccs/2101_4054	H1
Sample60_m88888_240731_223404_s4/94570044/ccs/11542_13496	H1
Sample60_m88888_240731_223404_s4/106829503/ccs/9661_11617	H1
Sample60_m88888_240731_223404_s4/211617453/ccs/17963_19918	H2
Sample60_m88888_240731_223404_s4/34869585/ccs/16143_18096	H1
Sample60_m88888_240731_223404_s4/38605993/ccs/10894_12845	H1
Sample60_m88888_240731_223404_s4/78054867/ccs/41_1993	none
Sample60_m88888_240731_223404_s4/216207126/ccs/7977_9928	H2
