#readname	haplotype
Sample33_m88888_240512_073311_s1/198247788/ccs/7282_9326	H2
Sample33_m88888_240512_073311_s1/131010286/ccs/10912_12950	H2
Sample33_m88888_240512_073311_s1/17632966/ccs/13727_15761	H2
Sample33_m88888_240512_073311_s1/37030183/ccs/2940_4971	H1
Sample33_m88888_240512_073311_s1/227349173/ccs/69_2081	H1
Sample33_m88888_240512_073311_s1/73138855/ccs/16075_18068	none
Sample33_m88888_240512_073311_s1/36766810/ccs/12867_14899	H2
Sample33_m88888_240512_073311_s1/9507233/ccs/2567_4598	none
Sample33_m88888_240512_073311_s1/225575570/ccs/2246_4251	H2
Sample33_m88888_240512_073311_s1/129766625/ccs/10298_12301	H1
Sample33_m88888_240512_073311_s1/111938974/ccs/1561_3563	H1
Sample33_m88888_240512_073311_s1/70454714/ccs/69_2042	none
Sample33_m88888_240512_073311_s1/151915354/ccs/6976_8950	none
Sample33_m88888_240512_073311_s1/25691544/ccs/2706_4674	H1
Sample33_m88888_240512_073311_s1/146606669/ccs/15219_17188	H1
Sample33_m88888_240512_073311_s1/114165114/ccs/12208_14178	H2
Sample33_m88888_240512_073311_s1/255854603/ccs/4856_6824	none
Sample33_m88888_240512_073311_s1/79822905/ccs/8926_10892	H2
Sample33_m88888_240512_073311_s1/235999043/ccs/11212_13177	H2
Sample33_m88888_240512_073311_s1/23201864/ccs/10630_12594	H1
Sample33_m88888_240512_073311_s1/75956417/ccs/13986_15948	none
Sample33_m88888_240512_073311_s1/103682266/ccs/13897_15863	H2
Sample33_m88888_240512_073311_s1/95556995/ccs/9761_11723	H1
Sample33_m88888_240512_073311_s1/97785788/ccs/41_2002	H1
Sample33_m88888_240512_073311_s1/66913437/ccs/12478_14437	H1
Sample33_m88888_240512_073311_s1/149029595/ccs/70_2027	H1
Sample33_m88888_240512_073311_s1/87821960/ccs/41_2002	H2
Sample33_m88888_240512_073311_s1/116592581/ccs/11696_13656	H2
Sample33_m88888_240512_073311_s1/191698074/ccs/6601_8560	none
Sample33_m88888_240512_073311_s1/31133580/ccs/4150_6107	H2
Sample33_m88888_240512_073311_s1/230621524/ccs/11538_13498	none
Sample33_m88888_240512_073311_s1/81400915/ccs/69_2027	H2
Sample33_m88888_240512_073311_s1/144638888/ccs/3632_5589	none
Sample33_m88888_240512_073311_s1/80480061/ccs/1055_3013	H2
Sample33_m88888_240512_073311_s1/79757398/ccs/5688_7641	H1
Sample33_m88888_240512_073311_s1/222500516/ccs/8639_10597	none
Sample33_m88888_240512_073311_s1/209587556/ccs/11534_13493	H1
Sample33_m88888_240512_073311_s1/175439972/ccs/13462_15421	none
Sample33_m88888_240512_073311_s1/61410913/ccs/6582_8541	H1
Sample33_m88888_240512_073311_s1/256508466/ccs/69_2026	none
Sample33_m88888_240512_073311_s1/35787704/ccs/6327_8285	none
Sample33_m88888_240512_073311_s1/175964887/ccs/8799_10757	none
Sample33_m88888_240512_073311_s1/106500614/ccs/2420_4375	H1
Sample33_m88888_240512_073311_s1/173869841/ccs/11395_13353	H1
Sample33_m88888_240512_073311_s1/36242125/ccs/10155_12113	H2
Sample33_m88888_240512_073311_s1/69145282/ccs/70_2028	H2
Sample33_m88888_240512_073311_s1/219021768/ccs/12523_14476	H2
Sample33_m88888_240512_073311_s1/134678455/ccs/13827_15784	none
Sample33_m88888_240512_073311_s1/92013337/ccs/3942_5900	none
Sample33_m88888_240512_073311_s1/94700702/ccs/6288_8238	H2
Sample33_m88888_240512_073311_s1/50202829/ccs/11471_13427	none
Sample33_m88888_240512_073311_s1/128846132/ccs/13680_15640	none
Sample33_m88888_240512_073311_s1/146868520/ccs/69_2025	none
Sample33_m88888_240512_073311_s1/207164361/ccs/1271_3223	H2
Sample33_m88888_240512_073311_s1/138084958/ccs/8481_10436	none
Sample33_m88888_240512_073311_s1/238748312/ccs/11847_13804	H1
Sample33_m88888_240512_073311_s1/22152298/ccs/69_2024	H1
Sample33_m88888_240512_073311_s1/226363172/ccs/6467_8420	H1
Sample33_m88888_240512_073311_s1/127078370/ccs/5762_7716	H1
Sample33_m88888_240512_073311_s1/72749798/ccs/7929_9877	H2
Sample33_m88888_240512_073311_s1/45749522/ccs/69_2024	H1
Sample33_m88888_240512_073311_s1/38279131/ccs/3873_5827	none
Sample33_m88888_240512_073311_s1/265293134/ccs/11908_13863	none
Sample33_m88888_240512_073311_s1/210832212/ccs/69_2024	H2
Sample33_m88888_240512_073311_s1/188681470/ccs/6416_8369	H2
Sample33_m88888_240512_073311_s1/174722717/ccs/1501_3453	none
Sample33_m88888_240512_073311_s1/75241295/ccs/8800_10755	none
Sample33_m88888_240512_073311_s1/144315107/ccs/975_2930	H2
Sample33_m88888_240512_073311_s1/132519740/ccs/3371_5324	H1
Sample33_m88888_240512_073311_s1/113970700/ccs/7045_9001	H1
Sample33_m88888_240512_073311_s1/162661639/ccs/8230_10183	none
Sample33_m88888_240512_073311_s1/221905277/ccs/10086_12035	H1
Sample33_m88888_240512_073311_s1/22678553/ccs/8937_10888	none
Sample33_m88888_240512_073311_s1/196149988/ccs/2157_4111	H1
Sample33_m88888_240512_073311_s1/144640366/ccs/12259_14213	none
Sample33_m88888_240512_073311_s1/103813969/ccs/6070_8022	none
Sample33_m88888_240512_073311_s1/166594185/ccs/12485_14438	none
Sample33_m88888_240512_073311_s1/3933819/ccs/8943_10895	H1
Sample33_m88888_240512_073311_s1/210965980/ccs/41_1994	H2
Sample33_m88888_240512_073311_s1/11534969/ccs/6564_8515	none
Sample33_m88888_240512_073311_s1/194183813/ccs/7833_9784	none
Sample33_m88888_240512_073311_s1/156570817/ccs/7887_9839	H1
Sample33_m88888_240512_073311_s1/4131935/ccs/5100_7054	H1
Sample33_m88888_240512_073311_s1/101127729/ccs/11071_13022	H1
Sample33_m88888_240512_073311_s1/180228072/ccs/1969_3920	H2
Sample33_m88888_240512_073311_s1/120457963/ccs/9245_11197	H1
Sample33_m88888_240512_073311_s1/107877129/ccs/7900_9850	none
Sample33_m88888_240512_073311_s1/53543950/ccs/6763_8711	none
Sample33_m88888_240512_073311_s1/188749560/ccs/14602_16554	none
Sample33_m88888_240512_073311_s1/184616053/ccs/69_2019	H2
Sample33_m88888_240512_073311_s1/133828377/ccs/11518_13461	H2
Sample33_m88888_240512_073311_s1/101517207/ccs/3490_5437	none
Sample33_m88888_240512_073311_s1/7607628/ccs/7089_9040	H2
Sample33_m88888_240512_073311_s1/196477366/ccs/6253_8202	H1
Sample33_m88888_240512_073311_s1/227213959/ccs/13941_15890	H1
Sample33_m88888_240512_073311_s1/90508444/ccs/5583_7531	none
Sample33_m88888_240512_073311_s1/42604227/ccs/1540_3487	H2
Sample33_m88888_240512_073311_s1/53939652/ccs/10170_12118	H2
Sample33_m88888_240512_073311_s1/226105201/ccs/1425_3372	H2
Sample33_m88888_240512_073311_s1/165807856/ccs/9718_11665	H2
Sample33_m88888_240512_073311_s1/223417042/ccs/69_2017	H2
Sample33_m88888_240512_073311_s1/159191226/ccs/8219_10166	H2
Sample33_m88888_240512_073311_s1/152637535/ccs/8508_10455	H1
Sample33_m88888_240512_073311_s1/121050650/ccs/14096_16041	H2
Sample33_m88888_240512_073311_s1/116262905/ccs/69_2020	H2
Sample33_m88888_240512_073311_s1/26744035/ccs/10413_12361	H1
Sample33_m88888_240512_073311_s1/166265375/ccs/9256_11204	H2
Sample33_m88888_240512_073311_s1/48235974/ccs/10402_12350	none
Sample33_m88888_240512_073311_s1/190125474/ccs/12447_14394	none
Sample33_m88888_240512_073311_s1/204870838/ccs/10751_12699	H2
Sample33_m88888_240512_073311_s1/197202319/ccs/6764_8712	H2
Sample33_m88888_240512_073311_s1/145036734/ccs/6902_8850	H1
Sample33_m88888_240512_073311_s1/109841040/ccs/5669_7618	none
Sample33_m88888_240512_073311_s1/49807965/ccs/16535_18480	none
Sample33_m88888_240512_073311_s1/22156889/ccs/818_2766	H2
Sample33_m88888_240512_073311_s1/3080620/ccs/13708_15656	H1
Sample33_m88888_240512_073311_s1/26744417/ccs/10832_12780	H2
Sample33_m88888_240512_073311_s1/174460116/ccs/11849_13794	none
Sample33_m88888_240512_073311_s1/186846355/ccs/3182_5130	none
Sample33_m88888_240512_073311_s1/100336994/ccs/1713_3663	none
Sample33_m88888_240512_073311_s1/116263198/ccs/69_2018	H1
Sample33_m88888_240512_073311_s1/235931397/ccs/41_1987	none
Sample33_m88888_240512_073311_s1/51253281/ccs/6288_8236	none
Sample33_m88888_240512_073311_s1/226103901/ccs/67_2016	H1
Sample33_m88888_240512_073311_s1/188880589/ccs/4000_5946	H2
Sample33_m88888_240512_073311_s1/49613408/ccs/66_2013	H2
Sample33_m88888_240512_073311_s1/181470164/ccs/69_2015	H1
Sample33_m88888_240512_073311_s1/198380192/ccs/16612_18563	H2
Sample33_m88888_240512_073311_s1/230621353/ccs/3167_5114	none
Sample33_m88888_240512_073311_s1/238223803/ccs/10534_12480	none
Sample33_m88888_240512_073311_s1/216340093/ccs/2662_4608	H2
Sample33_m88888_240512_073311_s1/223349430/ccs/8514_10460	H1
Sample33_m88888_240512_073311_s1/90901554/ccs/10696_12642	H1
Sample33_m88888_240512_073311_s1/234096870/ccs/5711_7657	H2
Sample33_m88888_240512_073311_s1/121900776/ccs/3405_5353	none
Sample33_m88888_240512_073311_s1/168559423/ccs/2024_3969	none
Sample33_m88888_240512_073311_s1/166400344/ccs/1084_3032	none
Sample33_m88888_240512_073311_s1/129830111/ccs/13126_15073	H1
Sample33_m88888_240512_073311_s1/102435950/ccs/12296_14241	H1
Sample33_m88888_240512_073311_s1/135337443/ccs/1161_3106	none
Sample33_m88888_240512_073311_s1/94115275/ccs/69_2014	none
Sample33_m88888_240512_073311_s1/197069252/ccs/69_2013	H2
Sample33_m88888_240512_073311_s1/121899115/ccs/41_1989	H2
Sample33_m88888_240512_073311_s1/193008246/ccs/69_2016	none
Sample33_m88888_240512_073311_s1/41158726/ccs/11184_13130	H1
Sample33_m88888_240512_073311_s1/5506707/ccs/3590_5533	H2
Sample33_m88888_240512_073311_s1/125174529/ccs/5426_7373	none
