#readname	haplotype
Sample29_m88888_240509_062343_s4/53087998/ccs/1256_4931	H1
Sample29_m88888_240509_062343_s4/233113483/ccs/12578_14632	H1
Sample29_m88888_240509_062343_s4/109121950/ccs/4926_6973	none
Sample29_m88888_240509_062343_s4/252974733/ccs/5159_7202	none
Sample29_m88888_240509_062343_s4/145425507/ccs/69_2104	H2
Sample29_m88888_240509_062343_s4/7343787/ccs/9175_11214	H1
Sample29_m88888_240509_062343_s4/193857935/ccs/69_2104	none
Sample29_m88888_240509_062343_s4/246875302/ccs/8949_10980	H2
Sample29_m88888_240509_062343_s4/237244306/ccs/7852_9864	none
Sample29_m88888_240509_062343_s4/216928401/ccs/9236_11248	none
Sample29_m88888_240509_062343_s4/207819234/ccs/14966_16933	H2
Sample29_m88888_240509_062343_s4/76615480/ccs/9140_11085	H1
Sample29_m88888_240509_062343_s4/135792335/ccs/8299_10234	H1
Sample29_m88888_240509_062343_s4/45811587/ccs/41_1964	none
Sample29_m88888_240509_062343_s4/214501622/ccs/15194_17119	H1
Sample29_m88888_240509_062343_s4/37815159/ccs/41_1991	H1
Sample29_m88888_240509_062343_s4/244450117/ccs/5572_7517	none
Sample29_m88888_240509_062343_s4/210243788/ccs/69_2011	none
Sample29_m88888_240509_062343_s4/52366190/ccs/8379_10315	H1
Sample29_m88888_240509_062343_s4/13765096/ccs/5610_7541	none
Sample29_m88888_240509_062343_s4/164629662/ccs/11579_13510	H1
Sample29_m88888_240509_062343_s4/92802612/ccs/2108_4037	H1
Sample29_m88888_240509_062343_s4/67573529/ccs/13315_15247	none
Sample29_m88888_240509_062343_s4/39323452/ccs/10793_12725	H1
Sample29_m88888_240509_062343_s4/9639198/ccs/1816_3749	H2
Sample29_m88888_240509_062343_s4/202642617/ccs/8472_10405	H2
Sample29_m88888_240509_062343_s4/112789118/ccs/15892_17826	H1
Sample29_m88888_240509_062343_s4/15602901/ccs/1663_3591	H2
Sample29_m88888_240509_062343_s4/110562699/ccs/2248_4183	none
Sample29_m88888_240509_062343_s4/156374786/ccs/6838_8771	none
Sample29_m88888_240509_062343_s4/43257515/ccs/7786_9718	H2
Sample29_m88888_240509_062343_s4/260834812/ccs/5188_7121	H1
Sample29_m88888_240509_062343_s4/20911782/ccs/11783_13716	none
Sample29_m88888_240509_062343_s4/167318551/ccs/4293_6227	H2
Sample29_m88888_240509_062343_s4/160893968/ccs/11328_13248	none
Sample29_m88888_240509_062343_s4/176688722/ccs/16836_18768	H2
Sample29_m88888_240509_062343_s4/212011523/ccs/5702_7631	H1
Sample29_m88888_240509_062343_s4/29425866/ccs/2525_4458	none
Sample29_m88888_240509_062343_s4/32768203/ccs/13085_15012	none
Sample29_m88888_240509_062343_s4/55380675/ccs/9473_11404	H2
Sample29_m88888_240509_062343_s4/239407806/ccs/15825_17755	H2
Sample29_m88888_240509_062343_s4/206769748/ccs/7444_9371	H2
Sample29_m88888_240509_062343_s4/22221180/ccs/69_1996	H1
Sample29_m88888_240509_062343_s4/117640094/ccs/69_1995	H2
Sample29_m88888_240509_062343_s4/254611106/ccs/69_1997	none
Sample29_m88888_240509_062343_s4/87887301/ccs/4293_6221	none
Sample29_m88888_240509_062343_s4/110495240/ccs/69_1999	H1
Sample29_m88888_240509_062343_s4/140509952/ccs/9083_11014	H2
Sample29_m88888_240509_062343_s4/34603163/ccs/14638_16569	none
Sample29_m88888_240509_062343_s4/228726186/ccs/6677_8607	H2
Sample29_m88888_240509_062343_s4/151915260/ccs/14860_16791	H1
Sample29_m88888_240509_062343_s4/191236536/ccs/69_2001	H2
Sample29_m88888_240509_062343_s4/59512701/ccs/41_1968	H1
Sample29_m88888_240509_062343_s4/118033597/ccs/69_1998	H1
Sample29_m88888_240509_062343_s4/131006538/ccs/10624_12551	H1
Sample29_m88888_240509_062343_s4/123605581/ccs/7852_9782	H1
Sample29_m88888_240509_062343_s4/255525656/ccs/5686_7617	H1
Sample29_m88888_240509_062343_s4/262081816/ccs/17680_19605	none
Sample29_m88888_240509_062343_s4/214828607/ccs/10535_12461	none
Sample29_m88888_240509_062343_s4/158209783/ccs/15289_17218	H2
Sample29_m88888_240509_062343_s4/11800012/ccs/3499_5432	none
Sample29_m88888_240509_062343_s4/92277265/ccs/69_1994	none
Sample29_m88888_240509_062343_s4/33030920/ccs/13787_15716	H2
Sample29_m88888_240509_062343_s4/34341587/ccs/11440_13372	none
Sample29_m88888_240509_062343_s4/214696373/ccs/69_1996	none
Sample29_m88888_240509_062343_s4/268110231/ccs/10842_12766	H1
Sample29_m88888_240509_062343_s4/149226848/ccs/1640_3566	none
Sample29_m88888_240509_062343_s4/232986314/ccs/12265_14192	none
Sample29_m88888_240509_062343_s4/166925471/ccs/11079_13005	none
Sample29_m88888_240509_062343_s4/168953024/ccs/16548_18475	H2
Sample29_m88888_240509_062343_s4/132256968/ccs/3090_5016	none
Sample29_m88888_240509_062343_s4/76483573/ccs/3149_5073	H2
Sample29_m88888_240509_062343_s4/28443324/ccs/1500_3424	H2
Sample29_m88888_240509_062343_s4/152897267/ccs/6051_7980	none
Sample29_m88888_240509_062343_s4/206243513/ccs/10331_12254	H2
Sample29_m88888_240509_062343_s4/102896180/ccs/9406_11326	none
Sample29_m88888_240509_062343_s4/230949304/ccs/12679_14603	H1
Sample29_m88888_240509_062343_s4/186848185/ccs/1503_3429	H1
Sample29_m88888_240509_062343_s4/136317371/ccs/16184_18106	none
Sample29_m88888_240509_062343_s4/61407679/ccs/1993_3915	H1
Sample29_m88888_240509_062343_s4/201328677/ccs/8254_10176	H1
Sample29_m88888_240509_062343_s4/256053114/ccs/1856_3778	H2
Sample29_m88888_240509_062343_s4/168234241/ccs/1994_3916	H1
Sample29_m88888_240509_062343_s4/177538118/ccs/6793_8716	H2
Sample29_m88888_240509_062343_s4/245301460/ccs/11550_13472	H2
Sample29_m88888_240509_062343_s4/94834496/ccs/69_1989	H2
Sample29_m88888_240509_062343_s4/67047750/ccs/6975_8896	none
Sample29_m88888_240509_062343_s4/157551946/ccs/8101_10024	none
Sample29_m88888_240509_062343_s4/80348301/ccs/13000_14911	none
Sample29_m88888_240509_062343_s4/140252355/ccs/3287_5208	none
Sample29_m88888_240509_062343_s4/238030585/ccs/2940_4859	H1
Sample29_m88888_240509_062343_s4/75039642/ccs/69_1993	H1
Sample29_m88888_240509_062343_s4/151323876/ccs/69_1999	H1
Sample29_m88888_240509_062343_s4/125896184/ccs/11976_13898	none
Sample29_m88888_240509_062343_s4/153621545/ccs/7803_9720	H1
Sample29_m88888_240509_062343_s4/149489699/ccs/12888_14807	H1
Sample29_m88888_240509_062343_s4/159648002/ccs/1889_3810	H2
Sample29_m88888_240509_062343_s4/108268526/ccs/7024_8946	H2
Sample29_m88888_240509_062343_s4/178719401/ccs/69_1989	none
Sample29_m88888_240509_062343_s4/47975078/ccs/15052_16973	H1
Sample29_m88888_240509_062343_s4/205393157/ccs/8801_10724	H1
Sample29_m88888_240509_062343_s4/67635147/ccs/12819_14738	none
Sample29_m88888_240509_062343_s4/73208794/ccs/69_1989	H1
Sample29_m88888_240509_062343_s4/204148647/ccs/2036_3956	none
Sample29_m88888_240509_062343_s4/234819730/ccs/10815_12734	none
Sample29_m88888_240509_062343_s4/5178592/ccs/69_1990	none
Sample29_m88888_240509_062343_s4/56235032/ccs/2525_4447	H1
Sample29_m88888_240509_062343_s4/63308122/ccs/13359_15278	none
Sample29_m88888_240509_062343_s4/189074519/ccs/69_1988	none
Sample29_m88888_240509_062343_s4/195889412/ccs/4784_6701	H2
Sample29_m88888_240509_062343_s4/150602713/ccs/13313_15232	none
Sample29_m88888_240509_062343_s4/49414691/ccs/14214_16132	H2
Sample29_m88888_240509_062343_s4/186583296/ccs/9078_10997	H1
