#readname	haplotype
Sample20_m88888_240324_145021_s1/158733067/ccs/41_2083	H2
Sample20_m88888_240324_145021_s1/137562336/ccs/5075_7114	none
Sample20_m88888_240324_145021_s1/87033735/ccs/10528_12555	H1
Sample20_m88888_240324_145021_s1/243796697/ccs/11991_13943	H2
Sample20_m88888_240324_145021_s1/187959246/ccs/1012_2933	none
Sample20_m88888_240324_145021_s1/222430674/ccs/4752_6728	none
Sample20_m88888_240324_145021_s1/111542756/ccs/9638_11617	H2
Sample20_m88888_240324_145021_s1/180817799/ccs/12977_14947	H2
Sample20_m88888_240324_145021_s1/98371386/ccs/3805_5773	none
Sample20_m88888_240324_145021_s1/40829021/ccs/7868_9833	none
Sample20_m88888_240324_145021_s1/242357271/ccs/19955_21920	none
Sample20_m88888_240324_145021_s1/181994110/ccs/41_2001	none
Sample20_m88888_240324_145021_s1/163451302/ccs/10560_12522	H1
Sample20_m88888_240324_145021_s1/168433141/ccs/7951_9912	H2
Sample20_m88888_240324_145021_s1/264770440/ccs/8582_10541	none
Sample20_m88888_240324_145021_s1/53283011/ccs/16800_18760	H2
Sample20_m88888_240324_145021_s1/158532144/ccs/69_2027	H1
Sample20_m88888_240324_145021_s1/19399825/ccs/2767_4723	H2
Sample20_m88888_240324_145021_s1/140055708/ccs/4159_6117	H1
Sample20_m88888_240324_145021_s1/258213151/ccs/9100_11057	none
Sample20_m88888_240324_145021_s1/251330971/ccs/15936_17895	none
Sample20_m88888_240324_145021_s1/198711211/ccs/10902_12861	none
Sample20_m88888_240324_145021_s1/243600188/ccs/18990_20950	H1
Sample20_m88888_240324_145021_s1/102957201/ccs/2151_4106	H2
Sample20_m88888_240324_145021_s1/3804871/ccs/9440_11398	H2
Sample20_m88888_240324_145021_s1/251073027/ccs/12082_14039	H1
Sample20_m88888_240324_145021_s1/7540656/ccs/16774_18729	H1
Sample20_m88888_240324_145021_s1/26154412/ccs/19021_20980	none
Sample20_m88888_240324_145021_s1/6753759/ccs/8342_10299	H1
Sample20_m88888_240324_145021_s1/45352830/ccs/1312_3269	H2
Sample20_m88888_240324_145021_s1/180358101/ccs/11677_13633	H1
Sample20_m88888_240324_145021_s1/124585775/ccs/17261_19213	H2
Sample20_m88888_240324_145021_s1/52889363/ccs/19770_21725	H2
Sample20_m88888_240324_145021_s1/17631872/ccs/69_2024	H2
Sample20_m88888_240324_145021_s1/201001053/ccs/3919_5872	H2
Sample20_m88888_240324_145021_s1/171639396/ccs/69_2022	H2
Sample20_m88888_240324_145021_s1/115611007/ccs/8532_10487	none
Sample20_m88888_240324_145021_s1/155390583/ccs/15474_17429	none
Sample20_m88888_240324_145021_s1/178194118/ccs/41_1995	none
Sample20_m88888_240324_145021_s1/220861604/ccs/7841_9795	H1
Sample20_m88888_240324_145021_s1/231932702/ccs/8151_10103	H1
Sample20_m88888_240324_145021_s1/214499880/ccs/10542_12498	none
Sample20_m88888_240324_145021_s1/61476444/ccs/5580_7534	none
Sample20_m88888_240324_145021_s1/99027897/ccs/2509_4459	none
Sample20_m88888_240324_145021_s1/181341865/ccs/2242_4194	H2
Sample20_m88888_240324_145021_s1/95028465/ccs/15522_17477	H1
Sample20_m88888_240324_145021_s1/200676815/ccs/69_2025	H1
Sample20_m88888_240324_145021_s1/185401506/ccs/9494_11447	H1
Sample20_m88888_240324_145021_s1/259658854/ccs/18412_20363	none
Sample20_m88888_240324_145021_s1/212274720/ccs/16046_18000	H1
Sample20_m88888_240324_145021_s1/248518041/ccs/12389_14338	H1
Sample20_m88888_240324_145021_s1/100076475/ccs/8374_10327	H1
Sample20_m88888_240324_145021_s1/3739725/ccs/13356_15302	H1
Sample20_m88888_240324_145021_s1/68553592/ccs/20735_22689	H2
Sample20_m88888_240324_145021_s1/180422979/ccs/10387_12337	none
Sample20_m88888_240324_145021_s1/102569542/ccs/7863_9811	H1
Sample20_m88888_240324_145021_s1/200217895/ccs/11792_13743	none
Sample20_m88888_240324_145021_s1/33098739/ccs/69_2019	none
Sample20_m88888_240324_145021_s1/6292609/ccs/12074_14021	none
Sample20_m88888_240324_145021_s1/184092393/ccs/11080_13029	H1
Sample20_m88888_240324_145021_s1/47187586/ccs/12547_14493	H1
Sample20_m88888_240324_145021_s1/128651797/ccs/8315_10263	none
Sample20_m88888_240324_145021_s1/133435173/ccs/5335_7276	H1
Sample20_m88888_240324_145021_s1/175571599/ccs/69_2018	none
Sample20_m88888_240324_145021_s1/44633855/ccs/10114_12060	H2
Sample20_m88888_240324_145021_s1/145559930/ccs/16940_18888	H2
Sample20_m88888_240324_145021_s1/140645718/ccs/18542_20487	H1
Sample20_m88888_240324_145021_s1/170857289/ccs/3581_5528	H1
Sample20_m88888_240324_145021_s1/250480723/ccs/12486_14434	none
Sample20_m88888_240324_145021_s1/93784909/ccs/69_2016	none
Sample20_m88888_240324_145021_s1/259920658/ccs/15561_17510	H2
Sample20_m88888_240324_145021_s1/245240132/ccs/13501_15449	none
Sample20_m88888_240324_145021_s1/208733081/ccs/11533_13482	none
Sample20_m88888_240324_145021_s1/79691927/ccs/14326_16274	H1
Sample20_m88888_240324_145021_s1/118753495/ccs/19048_20995	none
Sample20_m88888_240324_145021_s1/12912529/ccs/3725_5673	H1
Sample20_m88888_240324_145021_s1/199492645/ccs/17176_19125	none
Sample20_m88888_240324_145021_s1/15205683/ccs/15583_17531	H1
Sample20_m88888_240324_145021_s1/112137633/ccs/17698_19640	H1
Sample20_m88888_240324_145021_s1/66523330/ccs/10786_12730	H1
Sample20_m88888_240324_145021_s1/79694225/ccs/69_2015	none
Sample20_m88888_240324_145021_s1/12584859/ccs/8874_10820	H1
Sample20_m88888_240324_145021_s1/248976177/ccs/1785_3745	none
Sample20_m88888_240324_145021_s1/156636280/ccs/68_2009	none
Sample20_m88888_240324_145021_s1/194841978/ccs/9593_11536	H1
Sample20_m88888_240324_145021_s1/17630655/ccs/1811_3757	none
Sample20_m88888_240324_145021_s1/47645245/ccs/1677_3622	none
Sample20_m88888_240324_145021_s1/65279596/ccs/15961_17906	H2
Sample20_m88888_240324_145021_s1/40505380/ccs/18394_20340	none
Sample20_m88888_240324_145021_s1/210637614/ccs/5063_7009	H1
Sample20_m88888_240324_145021_s1/25493727/ccs/9128_11076	H2
Sample20_m88888_240324_145021_s1/232129057/ccs/19611_21558	H2
Sample20_m88888_240324_145021_s1/201132812/ccs/1037_2983	H1
Sample20_m88888_240324_145021_s1/224396084/ccs/16989_18934	none
Sample20_m88888_240324_145021_s1/242030150/ccs/1673_3617	none
Sample20_m88888_240324_145021_s1/141757039/ccs/4899_6841	H1
Sample20_m88888_240324_145021_s1/162595686/ccs/16981_18927	H2
Sample20_m88888_240324_145021_s1/170135270/ccs/16410_18354	H2
Sample20_m88888_240324_145021_s1/95356818/ccs/14997_16944	none
Sample20_m88888_240324_145021_s1/105645455/ccs/14387_16332	H2
Sample20_m88888_240324_145021_s1/16779064/ccs/9723_11669	H2
Sample20_m88888_240324_145021_s1/119538342/ccs/9145_11090	H2
Sample20_m88888_240324_145021_s1/91555970/ccs/69_2016	H1
Sample20_m88888_240324_145021_s1/143722203/ccs/69_2014	none
Sample20_m88888_240324_145021_s1/222102273/ccs/12070_14015	H1
Sample20_m88888_240324_145021_s1/188684058/ccs/10386_12332	H1
Sample20_m88888_240324_145021_s1/18745038/ccs/9808_11751	H1
Sample20_m88888_240324_145021_s1/226887787/ccs/4503_6449	H2
Sample20_m88888_240324_145021_s1/23006676/ccs/2482_4419	H2
Sample20_m88888_240324_145021_s1/263979639/ccs/3955_5899	H1
Sample20_m88888_240324_145021_s1/202969518/ccs/9604_11549	H2
Sample20_m88888_240324_145021_s1/72286398/ccs/10458_12404	H1
Sample20_m88888_240324_145021_s1/166331388/ccs/10520_12465	H2
Sample20_m88888_240324_145021_s1/121046869/ccs/879_2823	H1
Sample20_m88888_240324_145021_s1/132386053/ccs/13980_15925	H1
Sample20_m88888_240324_145021_s1/115281275/ccs/17054_18998	none
Sample20_m88888_240324_145021_s1/198512781/ccs/41_1983	none
Sample20_m88888_240324_145021_s1/166923875/ccs/6330_8277	H1
Sample20_m88888_240324_145021_s1/138479898/ccs/69_2014	none
Sample20_m88888_240324_145021_s1/25365722/ccs/15410_17356	H2
Sample20_m88888_240324_145021_s1/69538913/ccs/7237_9185	none
Sample20_m88888_240324_145021_s1/238294535/ccs/21614_23558	H1
Sample20_m88888_240324_145021_s1/243731499/ccs/11463_13404	none
