#readname	haplotype
Sample23_m88888_240324_145021_s1/112464400/ccs/2551_6230	H1
Sample23_m88888_240324_145021_s1/8196448/ccs/9391_13063	H2
Sample23_m88888_240324_145021_s1/16647104/ccs/17301_20970	H1
Sample23_m88888_240324_145021_s1/92407247/ccs/9657_13302	H2
Sample23_m88888_240324_145021_s1/136123200/ccs/69_3705	none
Sample23_m88888_240324_145021_s1/228265678/ccs/5576_9212	none
Sample23_m88888_240324_145021_s1/174197902/ccs/10116_13738	none
Sample23_m88888_240324_145021_s1/264311247/ccs/12117_15298	none
Sample23_m88888_240324_145021_s1/262867277/ccs/6250_9428	none
Sample23_m88888_240324_145021_s1/265293006/ccs/13384_16526	none
Sample23_m88888_240324_145021_s1/106893031/ccs/10241_12270	H2
Sample23_m88888_240324_145021_s1/252121153/ccs/7947_9968	H2
Sample23_m88888_240324_145021_s1/215814332/ccs/18979_20991	H1
Sample23_m88888_240324_145021_s1/44434944/ccs/41_1942	H2
Sample23_m88888_240324_145021_s1/34604877/ccs/7271_9194	H2
Sample23_m88888_240324_145021_s1/75894459/ccs/12883_14864	none
Sample23_m88888_240324_145021_s1/192418776/ccs/41_2021	H2
Sample23_m88888_240324_145021_s1/266538986/ccs/2931_4907	H2
Sample23_m88888_240324_145021_s1/23136079/ccs/15791_17771	none
Sample23_m88888_240324_145021_s1/117706551/ccs/7763_9738	none
Sample23_m88888_240324_145021_s1/28049572/ccs/20915_22882	H1
Sample23_m88888_240324_145021_s1/193138659/ccs/16391_18350	H1
Sample23_m88888_240324_145021_s1/74847529/ccs/4927_6894	H2
Sample23_m88888_240324_145021_s1/108724404/ccs/2294_4258	none
Sample23_m88888_240324_145021_s1/99485837/ccs/11578_13541	H1
Sample23_m88888_240324_145021_s1/76877186/ccs/10141_12096	H2
Sample23_m88888_240324_145021_s1/69932400/ccs/14871_16832	H2
Sample23_m88888_240324_145021_s1/152966706/ccs/17317_19278	H2
Sample23_m88888_240324_145021_s1/137299126/ccs/69_2030	H1
Sample23_m88888_240324_145021_s1/176886842/ccs/19994_21952	H2
Sample23_m88888_240324_145021_s1/233706183/ccs/15969_17928	H2
