#readname	haplotype
Sample43_m88888_240731_223404_s4/65538025/ccs/8130_10167	none
Sample43_m88888_240731_223404_s4/123146408/ccs/41_2071	H2
Sample43_m88888_240731_223404_s4/119082189/ccs/10413_12428	none
Sample43_m88888_240731_223404_s4/216993555/ccs/4109_6120	H1
Sample43_m88888_240731_223404_s4/241962249/ccs/10737_12746	H1
Sample43_m88888_240731_223404_s4/15205756/ccs/12820_14831	H1
Sample43_m88888_240731_223404_s4/158862812/ccs/7262_9206	H1
Sample43_m88888_240731_223404_s4/196150626/ccs/5632_7545	H1
Sample43_m88888_240731_223404_s4/182391149/ccs/12984_14927	none
Sample43_m88888_240731_223404_s4/86511165/ccs/69_2010	H1
Sample43_m88888_240731_223404_s4/59641578/ccs/3746_5636	H2
Sample43_m88888_240731_223404_s4/210637487/ccs/3247_5231	none
Sample43_m88888_240731_223404_s4/208274019/ccs/13866_15844	H1
Sample43_m88888_240731_223404_s4/263130166/ccs/13919_15897	H2
Sample43_m88888_240731_223404_s4/125175697/ccs/12501_14471	none
Sample43_m88888_240731_223404_s4/180226516/ccs/41_2010	none
Sample43_m88888_240731_223404_s4/243993749/ccs/7399_9367	none
Sample43_m88888_240731_223404_s4/67113312/ccs/5518_7484	none
Sample43_m88888_240731_223404_s4/123864677/ccs/14923_16890	H2
Sample43_m88888_240731_223404_s4/242620138/ccs/13670_15635	H1
Sample43_m88888_240731_223404_s4/14554465/ccs/7314_9280	H1
Sample43_m88888_240731_223404_s4/185535620/ccs/4873_6840	H2
Sample43_m88888_240731_223404_s4/93327632/ccs/41_2007	none
Sample43_m88888_240731_223404_s4/51842459/ccs/1428_3393	none
Sample43_m88888_240731_223404_s4/94376017/ccs/10567_12532	H1
Sample43_m88888_240731_223404_s4/89657769/ccs/4236_6203	none
Sample43_m88888_240731_223404_s4/98703078/ccs/4730_6696	H2
Sample43_m88888_240731_223404_s4/195756671/ccs/19810_21775	none
Sample43_m88888_240731_223404_s4/211094334/ccs/5929_7892	H2
Sample43_m88888_240731_223404_s4/136839910/ccs/3572_5537	H1
Sample43_m88888_240731_223404_s4/181013187/ccs/10381_12346	none
Sample43_m88888_240731_223404_s4/197918916/ccs/9611_11577	none
Sample43_m88888_240731_223404_s4/109122918/ccs/4298_6262	H1
Sample43_m88888_240731_223404_s4/131927304/ccs/17610_19578	none
Sample43_m88888_240731_223404_s4/202375656/ccs/69_2033	H1
Sample43_m88888_240731_223404_s4/129107000/ccs/16611_18576	none
Sample43_m88888_240731_223404_s4/260182104/ccs/882_2843	H1
Sample43_m88888_240731_223404_s4/241109730/ccs/3349_5312	none
Sample43_m88888_240731_223404_s4/258936455/ccs/3011_4973	H2
Sample43_m88888_240731_223404_s4/262542407/ccs/8093_10053	H2
Sample43_m88888_240731_223404_s4/117839111/ccs/8406_10368	H1
Sample43_m88888_240731_223404_s4/92276862/ccs/1541_3501	H1
Sample43_m88888_240731_223404_s4/93328623/ccs/12681_14641	H1
Sample43_m88888_240731_223404_s4/130812475/ccs/11076_13039	H1
Sample43_m88888_240731_223404_s4/112856230/ccs/4019_5980	H2
Sample43_m88888_240731_223404_s4/34084577/ccs/7273_9235	none
Sample43_m88888_240731_223404_s4/69402930/ccs/5924_7884	none
Sample43_m88888_240731_223404_s4/15734024/ccs/69_2028	H1
Sample43_m88888_240731_223404_s4/51446619/ccs/810_2769	H1
Sample43_m88888_240731_223404_s4/204213686/ccs/2636_4595	H2
Sample43_m88888_240731_223404_s4/203231345/ccs/8834_10792	H1
Sample43_m88888_240731_223404_s4/24318173/ccs/5070_7029	H1
Sample43_m88888_240731_223404_s4/50990931/ccs/8412_10371	none
Sample43_m88888_240731_223404_s4/142083320/ccs/9015_10972	H2
Sample43_m88888_240731_223404_s4/157422232/ccs/19463_21419	H2
Sample43_m88888_240731_223404_s4/182256786/ccs/6690_8649	H2
Sample43_m88888_240731_223404_s4/257164366/ccs/11859_13816	H2
Sample43_m88888_240731_223404_s4/129830016/ccs/69_2029	none
Sample43_m88888_240731_223404_s4/204542690/ccs/9553_11515	none
Sample43_m88888_240731_223404_s4/46470798/ccs/3160_5122	H1
Sample43_m88888_240731_223404_s4/176753384/ccs/2192_4150	H2
Sample43_m88888_240731_223404_s4/20844420/ccs/69_2026	none
Sample43_m88888_240731_223404_s4/172163298/ccs/3855_5811	none
Sample43_m88888_240731_223404_s4/198639701/ccs/5246_7203	none
Sample43_m88888_240731_223404_s4/186319639/ccs/69_2026	H2
Sample43_m88888_240731_223404_s4/217385416/ccs/5689_7645	none
Sample43_m88888_240731_223404_s4/114427721/ccs/8688_10646	none
Sample43_m88888_240731_223404_s4/26873547/ccs/17189_19147	H2
Sample43_m88888_240731_223404_s4/204801834/ccs/14312_16270	H1
Sample43_m88888_240731_223404_s4/62130717/ccs/7525_9481	H2
Sample43_m88888_240731_223404_s4/122422449/ccs/41_1998	H2
Sample43_m88888_240731_223404_s4/115805443/ccs/16150_18108	none
Sample43_m88888_240731_223404_s4/253166221/ccs/2302_4257	none
Sample43_m88888_240731_223404_s4/164432145/ccs/7418_9376	H2
Sample43_m88888_240731_223404_s4/146868723/ccs/10179_12136	H2
Sample43_m88888_240731_223404_s4/182454585/ccs/6344_8301	H2
Sample43_m88888_240731_223404_s4/191303542/ccs/4786_6741	H1
Sample43_m88888_240731_223404_s4/39980945/ccs/10080_12036	H1
Sample43_m88888_240731_223404_s4/159190219/ccs/2581_4538	H2
Sample43_m88888_240731_223404_s4/59509339/ccs/1965_3920	none
