#readname	haplotype
Sample57_m88888_240731_203429_s3/168952064/ccs/1340_3352	H1
Sample57_m88888_240731_203429_s3/37357625/ccs/14844_16860	none
Sample57_m88888_240731_203429_s3/109708277/ccs/4466_6430	H2
Sample57_m88888_240731_203429_s3/196215903/ccs/69_2024	none
Sample57_m88888_240731_203429_s3/118228416/ccs/69_1983	H1
Sample57_m88888_240731_203429_s3/253167912/ccs/15541_17560	H2
Sample57_m88888_240731_203429_s3/53874916/ccs/10204_12208	H2
Sample57_m88888_240731_203429_s3/142934906/ccs/4182_6165	H2
Sample57_m88888_240731_203429_s3/135664831/ccs/13780_15763	none
Sample57_m88888_240731_203429_s3/84675167/ccs/4072_6052	none
Sample57_m88888_240731_203429_s3/13046547/ccs/12868_14836	H2
Sample57_m88888_240731_203429_s3/114104112/ccs/1288_3257	H1
Sample57_m88888_240731_203429_s3/26284321/ccs/1165_3135	H1
Sample57_m88888_240731_203429_s3/190911689/ccs/10241_12205	H1
Sample57_m88888_240731_203429_s3/44696663/ccs/5045_7010	H2
Sample57_m88888_240731_203429_s3/182652057/ccs/41_2010	H1
Sample57_m88888_240731_203429_s3/199953276/ccs/18795_20762	none
Sample57_m88888_240731_203429_s3/79038675/ccs/41_2009	none
Sample57_m88888_240731_203429_s3/69797007/ccs/69_2033	none
Sample57_m88888_240731_203429_s3/168362840/ccs/17881_19846	H1
Sample57_m88888_240731_203429_s3/173673692/ccs/1559_3526	H2
Sample57_m88888_240731_203429_s3/58396953/ccs/11152_13118	none
Sample57_m88888_240731_203429_s3/95486871/ccs/3455_5419	H2
Sample57_m88888_240731_203429_s3/242226168/ccs/3376_5341	H1
Sample57_m88888_240731_203429_s3/39390458/ccs/14644_16607	H1
Sample57_m88888_240731_203429_s3/159910275/ccs/70_2033	H1
Sample57_m88888_240731_203429_s3/199365665/ccs/4746_6710	none
Sample57_m88888_240731_203429_s3/255594198/ccs/12714_14676	H2
Sample57_m88888_240731_203429_s3/202575059/ccs/5610_7571	none
Sample57_m88888_240731_203429_s3/186450502/ccs/12005_13965	H2
Sample57_m88888_240731_203429_s3/14158876/ccs/6064_8018	H1
Sample57_m88888_240731_203429_s3/117576073/ccs/7989_9952	H2
Sample57_m88888_240731_203429_s3/81794591/ccs/69_2028	H2
Sample57_m88888_240731_203429_s3/131730403/ccs/8898_10862	H2
Sample57_m88888_240731_203429_s3/114431280/ccs/2743_4702	none
Sample57_m88888_240731_203429_s3/38929237/ccs/2239_4197	H2
Sample57_m88888_240731_203429_s3/218694136/ccs/12255_14219	H2
Sample57_m88888_240731_203429_s3/244843136/ccs/9474_11433	H1
Sample57_m88888_240731_203429_s3/220269760/ccs/1347_3306	none
Sample57_m88888_240731_203429_s3/153553947/ccs/12013_13970	H1
Sample57_m88888_240731_203429_s3/142542740/ccs/15943_17901	H1
Sample57_m88888_240731_203429_s3/216274558/ccs/14728_16686	none
Sample57_m88888_240731_203429_s3/163054146/ccs/3519_5476	none
Sample57_m88888_240731_203429_s3/229250537/ccs/13872_15830	H1
Sample57_m88888_240731_203429_s3/59250094/ccs/5972_7929	H2
Sample57_m88888_240731_203429_s3/194318362/ccs/5785_7741	H2
Sample57_m88888_240731_203429_s3/73531950/ccs/69_2021	H1
Sample57_m88888_240731_203429_s3/93717756/ccs/10395_12345	H1
Sample57_m88888_240731_203429_s3/29691921/ccs/2019_3975	H1
Sample57_m88888_240731_203429_s3/147264708/ccs/24846_26800	H1
Sample57_m88888_240731_203429_s3/163452380/ccs/18149_20105	H1
Sample57_m88888_240731_203429_s3/164692228/ccs/69_2021	none
Sample57_m88888_240731_203429_s3/64094526/ccs/13126_15081	none
Sample57_m88888_240731_203429_s3/152765637/ccs/5912_7866	H1
Sample57_m88888_240731_203429_s3/102372434/ccs/13163_15116	none
Sample57_m88888_240731_203429_s3/66454388/ccs/5976_7928	none
Sample57_m88888_240731_203429_s3/10815698/ccs/4715_6669	H2
Sample57_m88888_240731_203429_s3/47384018/ccs/17469_19421	none
Sample57_m88888_240731_203429_s3/178457510/ccs/4156_6111	H2
Sample57_m88888_240731_203429_s3/259722692/ccs/21242_23196	none
Sample57_m88888_240731_203429_s3/128259106/ccs/11257_13210	H1
Sample57_m88888_240731_203429_s3/44698798/ccs/9216_11170	H1
Sample57_m88888_240731_203429_s3/76745528/ccs/9055_11007	H1
Sample57_m88888_240731_203429_s3/27068106/ccs/10735_12685	H2
Sample57_m88888_240731_203429_s3/51779221/ccs/16347_18298	H2
Sample57_m88888_240731_203429_s3/54073111/ccs/13111_15067	none
