#readname	haplotype
Sample4_m88888_230829_213454_s3/63833412/ccs/2720_6396	H1
Sample4_m88888_230829_213454_s3/65734273/ccs/1605_5275	H2
Sample4_m88888_230829_213454_s3/156765309/ccs/1811_5474	none
Sample4_m88888_230829_213454_s3/206832238/ccs/3084_6746	H1
Sample4_m88888_230829_213454_s3/194576461/ccs/11943_15606	none
Sample4_m88888_230829_213454_s3/187437814/ccs/8354_12014	H1
Sample4_m88888_230829_213454_s3/121765950/ccs/9780_13432	H2
Sample4_m88888_230829_213454_s3/266539239/ccs/12245_15882	H2
Sample4_m88888_230829_213454_s3/109709117/ccs/8251_11891	H2
Sample4_m88888_230829_213454_s3/225051562/ccs/68_3712	H1
Sample4_m88888_230829_213454_s3/2822996/ccs/14947_18585	none
Sample4_m88888_230829_213454_s3/152899617/ccs/5956_9589	none
Sample4_m88888_230829_213454_s3/70518557/ccs/11243_14873	H2
Sample4_m88888_230829_213454_s3/137828233/ccs/7713_11342	none
Sample4_m88888_230829_213454_s3/151721202/ccs/10346_13973	H2
Sample4_m88888_230829_213454_s3/236128434/ccs/16974_20601	H1
Sample4_m88888_230829_213454_s3/47449435/ccs/9468_13081	H1
Sample4_m88888_230829_213454_s3/11929197/ccs/11529_15155	H1
Sample4_m88888_230829_213454_s3/24314229/ccs/68_3670	none
Sample4_m88888_230829_213454_s3/99095785/ccs/1437_4624	H2
Sample4_m88888_230829_213454_s3/139073122/ccs/2377_5560	H2
Sample4_m88888_230829_213454_s3/21696195/ccs/16864_20042	none
Sample4_m88888_230829_213454_s3/226693485/ccs/4386_7564	H1
Sample4_m88888_230829_213454_s3/45811309/ccs/2995_6160	none
Sample4_m88888_230829_213454_s3/257562006/ccs/12920_16076	H2
Sample4_m88888_230829_213454_s3/157419331/ccs/10228_13381	H2
Sample4_m88888_230829_213454_s3/180685094/ccs/8430_11583	H1
Sample4_m88888_230829_213454_s3/93918070/ccs/12432_15567	none
Sample4_m88888_230829_213454_s3/88148939/ccs/67_3200	none
Sample4_m88888_230829_213454_s3/106627380/ccs/14800_17934	H2
Sample4_m88888_230829_213454_s3/264441437/ccs/6867_9996	H1
Sample4_m88888_230829_213454_s3/186123422/ccs/68_3233	none
Sample4_m88888_230829_213454_s3/60294796/ccs/6312_8331	H1
Sample4_m88888_230829_213454_s3/254348877/ccs/2899_4959	H1
Sample4_m88888_230829_213454_s3/224920309/ccs/12241_14288	none
Sample4_m88888_230829_213454_s3/125897875/ccs/2562_4603	none
Sample4_m88888_230829_213454_s3/75895531/ccs/15804_17852	H1
Sample4_m88888_230829_213454_s3/171837658/ccs/7335_9382	H1
Sample4_m88888_230829_213454_s3/176752622/ccs/6947_8986	H2
Sample4_m88888_230829_213454_s3/266340240/ccs/4419_6461	none
Sample4_m88888_230829_213454_s3/251728628/ccs/2632_4672	none
Sample4_m88888_230829_213454_s3/16584287/ccs/2319_4361	none
Sample4_m88888_230829_213454_s3/49485125/ccs/10960_12996	none
