#readname	haplotype
Sample47_m88888_240731_163529_s1/112068474/ccs/9608_11651	H1
Sample47_m88888_240731_163529_s1/56558470/ccs/69_2107	H2
Sample47_m88888_240731_163529_s1/159846236/ccs/1087_3124	H2
Sample47_m88888_240731_163529_s1/47056629/ccs/12125_14152	none
Sample47_m88888_240731_163529_s1/38999020/ccs/8493_10486	none
Sample47_m88888_240731_163529_s1/186910662/ccs/9244_11240	none
Sample47_m88888_240731_163529_s1/23988281/ccs/3886_5873	H2
Sample47_m88888_240731_163529_s1/148572238/ccs/1487_3428	H2
Sample47_m88888_240731_163529_s1/190973443/ccs/6683_8642	H2
Sample47_m88888_240731_163529_s1/97389242/ccs/8440_10373	H1
Sample47_m88888_240731_163529_s1/44958205/ccs/4327_6268	H2
Sample47_m88888_240731_163529_s1/207883127/ccs/2046_3966	H1
Sample47_m88888_240731_163529_s1/140773526/ccs/13534_15551	H1
Sample47_m88888_240731_163529_s1/48501021/ccs/5334_7337	H1
Sample47_m88888_240731_163529_s1/49088756/ccs/11458_13445	H2
Sample47_m88888_240731_163529_s1/60165879/ccs/13470_15452	H2
Sample47_m88888_240731_163529_s1/60489830/ccs/5513_7490	H2
Sample47_m88888_240731_163529_s1/105122505/ccs/11212_13185	H1
Sample47_m88888_240731_163529_s1/210702389/ccs/2476_4449	none
Sample47_m88888_240731_163529_s1/8325866/ccs/8021_9988	H1
Sample47_m88888_240731_163529_s1/151129189/ccs/69_2034	H1
Sample47_m88888_240731_163529_s1/191366042/ccs/69_2035	H1
Sample47_m88888_240731_163529_s1/265621306/ccs/13044_15009	H1
Sample47_m88888_240731_163529_s1/66060978/ccs/4684_6651	H1
Sample47_m88888_240731_163529_s1/173675113/ccs/15096_17062	H1
Sample47_m88888_240731_163529_s1/55973371/ccs/69_2034	none
Sample47_m88888_240731_163529_s1/96341208/ccs/69_2034	H2
Sample47_m88888_240731_163529_s1/51775904/ccs/6763_8727	H2
Sample47_m88888_240731_163529_s1/6621486/ccs/11070_13039	none
Sample47_m88888_240731_163529_s1/92933709/ccs/5622_7588	H2
Sample47_m88888_240731_163529_s1/196544312/ccs/8909_10873	H2
Sample47_m88888_240731_163529_s1/205589100/ccs/11196_13160	H1
Sample47_m88888_240731_163529_s1/133235890/ccs/4760_6725	none
Sample47_m88888_240731_163529_s1/37885531/ccs/8357_10319	none
Sample47_m88888_240731_163529_s1/123997000/ccs/7508_9471	none
Sample47_m88888_240731_163529_s1/158206361/ccs/11789_13750	H1
Sample47_m88888_240731_163529_s1/255988841/ccs/2968_4929	none
Sample47_m88888_240731_163529_s1/34080194/ccs/1497_3453	H2
Sample47_m88888_240731_163529_s1/174719765/ccs/2200_4161	none
Sample47_m88888_240731_163529_s1/136185015/ccs/8314_10274	H1
Sample47_m88888_240726_010724_s1/58004229/ccs/6910_8868	H1
Sample47_m88888_240731_163529_s1/256445927/ccs/10568_12532	H2
Sample47_m88888_240731_163529_s1/188285955/ccs/10262_12224	none
Sample47_m88888_240731_163529_s1/14357921/ccs/3467_5430	H1
Sample47_m88888_240731_163529_s1/71241363/ccs/12619_14578	none
Sample47_m88888_240731_163529_s1/54004451/ccs/11954_13917	none
Sample47_m88888_240731_163529_s1/46732500/ccs/11678_13639	H2
Sample47_m88888_240731_163529_s1/66848333/ccs/8813_10772	H2
Sample47_m88888_240731_163529_s1/60625043/ccs/8112_10072	none
Sample47_m88888_240731_163529_s1/222298535/ccs/9096_11054	H2
Sample47_m88888_240731_163529_s1/194643054/ccs/69_2029	H2
Sample47_m88888_240731_163529_s1/52106133/ccs/11936_13894	H1
Sample47_m88888_240731_163529_s1/159192279/ccs/4673_6631	H2
Sample47_m88888_240726_010724_s1/161614305/ccs/3608_5568	H2
Sample47_m88888_240731_163529_s1/234881309/ccs/69_2028	H2
Sample47_m88888_240731_163529_s1/203424493/ccs/41_2001	H2
Sample47_m88888_240731_163529_s1/192285918/ccs/4931_6889	H1
Sample47_m88888_240731_163529_s1/103615977/ccs/15285_17244	H2
Sample47_m88888_240731_163529_s1/126030066/ccs/69_2027	H2
Sample47_m88888_240731_163529_s1/87103137/ccs/4602_6562	H1
Sample47_m88888_240731_163529_s1/38475372/ccs/1023_2981	H1
Sample47_m88888_240726_010724_s1/51580922/ccs/69_2026	H1
Sample47_m88888_240731_163529_s1/203427526/ccs/6654_8613	none
Sample47_m88888_240731_163529_s1/172820851/ccs/5347_7306	H2
Sample47_m88888_240731_163529_s1/243404169/ccs/944_2902	H2
Sample47_m88888_240731_163529_s1/183110675/ccs/11327_13283	H1
Sample47_m88888_240731_163529_s1/206507198/ccs/3617_5571	none
Sample47_m88888_240726_010724_s1/168100395/ccs/7652_9610	H1
Sample47_m88888_240726_010724_s1/16714405/ccs/7159_9116	H2
Sample47_m88888_240731_163529_s1/207489779/ccs/6908_8869	H1
Sample47_m88888_240731_163529_s1/77530087/ccs/9930_11887	none
Sample47_m88888_240731_163529_s1/133435205/ccs/6471_8427	H1
Sample47_m88888_240726_010724_s1/216338860/ccs/10888_12844	none
Sample47_m88888_240731_163529_s1/162010277/ccs/2836_4789	H1
Sample47_m88888_240731_163529_s1/9962365/ccs/2117_4074	none
Sample47_m88888_240731_163529_s1/12715408/ccs/14633_16587	H2
Sample47_m88888_240731_163529_s1/45352310/ccs/11135_13090	none
Sample47_m88888_240731_163529_s1/186648118/ccs/9520_11472	none
Sample47_m88888_240731_163529_s1/137496133/ccs/3835_5790	H2
Sample47_m88888_240731_163529_s1/69930594/ccs/11996_13951	H2
Sample47_m88888_240731_163529_s1/23860637/ccs/69_2022	none
Sample47_m88888_240731_163529_s1/245765379/ccs/69_2021	none
Sample47_m88888_240731_163529_s1/106170876/ccs/16841_18796	H1
Sample47_m88888_240731_163529_s1/28575163/ccs/69_2022	H1
Sample47_m88888_240731_163529_s1/259458952/ccs/2860_4816	H1
Sample47_m88888_240731_163529_s1/162334939/ccs/70_2026	H1
Sample47_m88888_240731_163529_s1/36636971/ccs/1965_3920	H2
Sample47_m88888_240731_163529_s1/232132205/ccs/3258_5211	H2
Sample47_m88888_240731_163529_s1/69080838/ccs/69_2024	none
Sample47_m88888_240731_163529_s1/230952716/ccs/5355_7307	H1
Sample47_m88888_240731_163529_s1/26547772/ccs/11870_13825	H2
Sample47_m88888_240731_163529_s1/100270624/ccs/11325_13277	H2
Sample47_m88888_240731_163529_s1/113967161/ccs/41_1996	H2
Sample47_m88888_240731_163529_s1/204803710/ccs/12926_14880	H2
Sample47_m88888_240731_163529_s1/111936622/ccs/41_1995	H1
Sample47_m88888_240731_163529_s1/104662452/ccs/10114_12066	H2
Sample47_m88888_240731_163529_s1/195822290/ccs/3800_5751	H1
Sample47_m88888_240731_163529_s1/84216341/ccs/2719_4672	H2
Sample47_m88888_240731_163529_s1/155586839/ccs/19883_21834	H1
Sample47_m88888_240731_163529_s1/153879985/ccs/11051_13004	H2
Sample47_m88888_240731_163529_s1/139922970/ccs/2032_3979	none
Sample47_m88888_240731_163529_s1/177930409/ccs/12424_14375	H2
Sample47_m88888_240731_163529_s1/139003739/ccs/9454_11405	H1
Sample47_m88888_240731_163529_s1/170202729/ccs/1674_3624	H2
Sample47_m88888_240731_163529_s1/130155756/ccs/10194_12140	none
Sample47_m88888_240731_163529_s1/139006710/ccs/2914_4863	H1
Sample47_m88888_240731_163529_s1/21235176/ccs/12027_13976	H2
Sample47_m88888_240731_163529_s1/247665747/ccs/69_2017	none
Sample47_m88888_240731_163529_s1/43190408/ccs/69_2017	H1
Sample47_m88888_240731_163529_s1/107807310/ccs/8637_10586	H1
Sample47_m88888_240731_163529_s1/139856314/ccs/9467_11419	none
Sample47_m88888_240731_163529_s1/141362659/ccs/14946_16891	none
Sample47_m88888_240731_163529_s1/92212275/ccs/13401_15348	H2
Sample47_m88888_240726_010724_s1/12979682/ccs/2111_4058	H2
Sample47_m88888_240731_163529_s1/233116657/ccs/14455_16403	H1
Sample47_m88888_240726_010724_s1/118884118/ccs/3441_5389	H1
Sample47_m88888_240731_163529_s1/261689013/ccs/41_1989	H1
Sample47_m88888_240731_163529_s1/169282255/ccs/1110_3058	H2
Sample47_m88888_240731_163529_s1/194709979/ccs/11129_13078	H2
Sample47_m88888_240731_163529_s1/203687832/ccs/13947_15894	H2
Sample47_m88888_240731_163529_s1/10880751/ccs/12356_14302	none
Sample47_m88888_240731_163529_s1/47778904/ccs/12005_13954	H1
Sample47_m88888_240731_163529_s1/111021219/ccs/69_2016	H2
