#readname	haplotype
Sample34_m88888_240512_073311_s1/216599400/ccs/11302_14956	H2
Sample34_m88888_240512_073311_s1/77922677/ccs/1779_5402	none
Sample34_m88888_240512_073311_s1/147523009/ccs/11699_14845	H1
Sample34_m88888_240512_073311_s1/119604152/ccs/9573_12716	H2
Sample34_m88888_240512_073311_s1/254086344/ccs/5559_8690	H1
Sample34_m88888_240512_073311_s1/148178170/ccs/2492_5619	none
Sample34_m88888_240512_073311_s1/49219238/ccs/8885_10920	H1
Sample34_m88888_240512_073311_s1/93917156/ccs/1284_3292	H2
Sample34_m88888_240512_073311_s1/69142423/ccs/2242_4329	H2
Sample34_m88888_240512_073311_s1/83104795/ccs/69_2090	H2
Sample34_m88888_240512_073311_s1/233570793/ccs/69_2089	H2
Sample34_m88888_240512_073311_s1/133303250/ccs/7120_9108	H1
Sample34_m88888_240512_073311_s1/98107960/ccs/14880_16858	H1
Sample34_m88888_240512_073311_s1/208144485/ccs/8130_10098	none
Sample34_m88888_240512_073311_s1/181209862/ccs/11858_13823	H1
Sample34_m88888_240512_073311_s1/105448134/ccs/4806_6773	H1
Sample34_m88888_240512_073311_s1/228396982/ccs/3799_5764	H1
Sample34_m88888_240512_073311_s1/102499707/ccs/13346_15312	H2
Sample34_m88888_240512_073311_s1/196744200/ccs/4150_6116	none
Sample34_m88888_240512_073311_s1/18942073/ccs/10652_12617	none
Sample34_m88888_240512_073311_s1/99221919/ccs/3379_5344	H1
Sample34_m88888_240512_073311_s1/67043842/ccs/2323_4286	H1
Sample34_m88888_240512_073311_s1/222167416/ccs/2007_3971	H2
Sample34_m88888_240512_073311_s1/151392114/ccs/982_2946	H2
Sample34_m88888_240512_073311_s1/172430272/ccs/3394_5360	H1
Sample34_m88888_240512_073311_s1/180028520/ccs/11574_13537	H2
Sample34_m88888_240512_073311_s1/198903523/ccs/8551_10511	none
Sample34_m88888_240512_073311_s1/186323806/ccs/8890_10852	none
Sample34_m88888_240512_073311_s1/171772374/ccs/7926_9888	H1
Sample34_m88888_240512_073311_s1/173999947/ccs/6627_8588	H2
Sample34_m88888_240512_073311_s1/92214704/ccs/9530_11489	H2
Sample34_m88888_240512_073311_s1/99878380/ccs/13232_15189	H2
Sample34_m88888_240512_073311_s1/2820034/ccs/6667_8624	H2
Sample34_m88888_240512_073311_s1/86510927/ccs/3341_5298	none
Sample34_m88888_240512_073311_s1/107484219/ccs/3478_5435	H2
Sample34_m88888_240512_073311_s1/138940523/ccs/10133_12090	none
Sample34_m88888_240512_073311_s1/24251739/ccs/11214_13171	none
Sample34_m88888_240512_073311_s1/198248873/ccs/1566_3524	H2
Sample34_m88888_240512_073311_s1/66260035/ccs/7986_9946	H1
Sample34_m88888_240512_073311_s1/169477686/ccs/8212_10167	none
Sample34_m88888_240512_073311_s1/24579438/ccs/10414_12369	H1
Sample34_m88888_240512_073311_s1/83951837/ccs/15324_17278	none
Sample34_m88888_240512_073311_s1/21106852/ccs/4904_6853	H1
Sample34_m88888_240512_073311_s1/70063407/ccs/3507_5460	none
Sample34_m88888_240512_073311_s1/265618069/ccs/1792_3745	none
Sample34_m88888_240512_073311_s1/243663347/ccs/14954_16907	H1
Sample34_m88888_240512_073311_s1/134681308/ccs/7275_9228	H2
Sample34_m88888_240512_073311_s1/114494643/ccs/1934_3889	H1
Sample34_m88888_240512_073311_s1/226824598/ccs/5630_7583	H1
Sample34_m88888_240512_073311_s1/71897969/ccs/6576_8528	H1
Sample34_m88888_240512_073311_s1/26482338/ccs/2317_4272	H1
Sample34_m88888_240512_073311_s1/104862849/ccs/2028_3978	none
Sample34_m88888_240512_073311_s1/234357037/ccs/9473_11423	none
Sample34_m88888_240512_073311_s1/246286062/ccs/69_2017	H1
Sample34_m88888_240512_073311_s1/88610576/ccs/3269_5216	H1
Sample34_m88888_240512_073311_s1/93913496/ccs/10565_12513	none
Sample34_m88888_240512_073311_s1/190972570/ccs/13891_15838	H1
Sample34_m88888_240512_073311_s1/148443443/ccs/1504_3453	H2
Sample34_m88888_240512_073311_s1/162335427/ccs/11415_13363	H2
Sample34_m88888_240512_073311_s1/93913949/ccs/4842_6789	H2
Sample34_m88888_240512_073311_s1/42864570/ccs/2254_4201	none
Sample34_m88888_240512_073311_s1/117244880/ccs/5129_7073	H2
Sample34_m88888_240512_073311_s1/135073852/ccs/6279_8226	none
Sample34_m88888_240512_073311_s1/27659832/ccs/6739_8684	none
Sample34_m88888_240512_073311_s1/66197339/ccs/6601_8550	H2
Sample34_m88888_240512_073311_s1/223940680/ccs/10826_12773	H2
Sample34_m88888_240512_073311_s1/161156391/ccs/41_1989	H2
Sample34_m88888_240512_073311_s1/196744530/ccs/2886_4834	H1
Sample34_m88888_240512_073311_s1/183307975/ccs/9221_11168	H2
Sample34_m88888_240512_073311_s1/21631380/ccs/9606_11554	H1
Sample34_m88888_240512_073311_s1/250220717/ccs/12131_14079	none
Sample34_m88888_240512_073311_s1/233049685/ccs/13926_15874	none
Sample34_m88888_240512_073311_s1/178324736/ccs/8623_10569	none
Sample34_m88888_240512_073311_s1/21889405/ccs/6599_8545	none
Sample34_m88888_240512_073311_s1/72550141/ccs/12450_14398	H2
Sample34_m88888_240512_073311_s1/12387356/ccs/1746_3694	none
Sample34_m88888_240512_073311_s1/172888663/ccs/2572_4515	none
Sample34_m88888_240512_073311_s1/95490488/ccs/41_1986	H2
Sample34_m88888_240512_073311_s1/50007323/ccs/8956_10905	H2
Sample34_m88888_240512_073311_s1/84940173/ccs/10352_12298	H2
Sample34_m88888_240512_073311_s1/82579385/ccs/9129_11074	H1
