#readname	haplotype
Sample22_m88888_240324_145021_s1/157811290/ccs/17231_19274	none
Sample22_m88888_240324_145021_s1/175705425/ccs/3986_5997	H2
Sample22_m88888_240324_145021_s1/42210708/ccs/14849_16845	none
Sample22_m88888_240324_145021_s1/14161264/ccs/69_2126	none
Sample22_m88888_240324_145021_s1/80676010/ccs/41_2073	none
Sample22_m88888_240324_145021_s1/228526868/ccs/11799_13829	none
Sample22_m88888_240324_145021_s1/26874884/ccs/11201_13218	H2
Sample22_m88888_240324_145021_s1/127538972/ccs/6904_8916	none
Sample22_m88888_240324_145021_s1/176881851/ccs/12565_14571	none
Sample22_m88888_240324_145021_s1/121504086/ccs/9986_11987	H2
Sample22_m88888_240324_145021_s1/26021692/ccs/15182_17183	H2
Sample22_m88888_240324_145021_s1/71631648/ccs/1631_3630	none
Sample22_m88888_240324_145021_s1/48170434/ccs/13729_15729	none
Sample22_m88888_240324_145021_s1/40701747/ccs/5314_7310	none
Sample22_m88888_240324_145021_s1/104600174/ccs/4044_6030	H2
Sample22_m88888_240324_145021_s1/52300196/ccs/11709_13694	H1
Sample22_m88888_240324_145021_s1/5246357/ccs/10084_12067	H1
Sample22_m88888_240324_145021_s1/31528316/ccs/15119_17100	H1
Sample22_m88888_240324_145021_s1/103223333/ccs/18813_20794	none
Sample22_m88888_240324_145021_s1/127010261/ccs/2496_4478	H2
Sample22_m88888_240324_145021_s1/189860413/ccs/11991_13965	H2
Sample22_m88888_240324_145021_s1/52893368/ccs/18096_20076	none
Sample22_m88888_240324_145021_s1/223811105/ccs/6950_8931	H1
Sample22_m88888_240324_145021_s1/207162389/ccs/19799_21777	H1
Sample22_m88888_240324_145021_s1/197985866/ccs/67_2048	none
Sample22_m88888_240324_145021_s1/52695451/ccs/2484_4462	H2
Sample22_m88888_240324_145021_s1/232194267/ccs/17362_19339	H2
Sample22_m88888_240324_145021_s1/167707298/ccs/5053_7029	H2
Sample22_m88888_240324_145021_s1/7864567/ccs/9200_11169	none
Sample22_m88888_240324_145021_s1/39326140/ccs/69_2036	none
Sample22_m88888_240324_145021_s1/17568501/ccs/8357_10325	none
Sample22_m88888_240324_145021_s1/48433051/ccs/69_2034	H2
Sample22_m88888_240324_145021_s1/26479484/ccs/6913_8876	H2
Sample22_m88888_240324_145021_s1/207290828/ccs/69_2037	H1
Sample22_m88888_240324_145021_s1/73139219/ccs/8630_10590	none
Sample22_m88888_240324_145021_s1/214696047/ccs/13492_15455	none
Sample22_m88888_240324_145021_s1/69208371/ccs/67_2032	H2
Sample22_m88888_240324_145021_s1/94900450/ccs/17896_19860	H2
Sample22_m88888_240324_145021_s1/78386865/ccs/8830_10796	none
Sample22_m88888_240324_145021_s1/217778927/ccs/19398_21361	H2
Sample22_m88888_240324_145021_s1/56887385/ccs/10063_12022	H1
Sample22_m88888_240324_145021_s1/231671469/ccs/8068_10030	none
Sample22_m88888_240324_145021_s1/40634311/ccs/7448_9406	H2
Sample22_m88888_240324_145021_s1/113380967/ccs/6412_8372	H1
Sample22_m88888_240324_145021_s1/131470906/ccs/1830_3791	none
Sample22_m88888_240324_145021_s1/97124542/ccs/9771_11730	H2
Sample22_m88888_240324_145021_s1/179372102/ccs/18228_20188	H2
Sample22_m88888_240324_145021_s1/151323416/ccs/69_2022	H2
Sample22_m88888_240324_145021_s1/144772858/ccs/1932_3891	H1
Sample22_m88888_240324_145021_s1/228789651/ccs/1570_3531	H1
Sample22_m88888_240324_145021_s1/233968429/ccs/14008_15966	H1
Sample22_m88888_240324_145021_s1/10949933/ccs/11174_13132	H2
Sample22_m88888_240324_145021_s1/246878355/ccs/16943_18903	H2
Sample22_m88888_240324_145021_s1/192807013/ccs/4010_5969	none
Sample22_m88888_240324_145021_s1/19664500/ccs/10262_12219	H2
Sample22_m88888_240324_145021_s1/187373490/ccs/13757_15715	H2
Sample22_m88888_240324_145021_s1/35523550/ccs/4222_6180	H1
Sample22_m88888_240324_145021_s1/102501144/ccs/17089_19047	none
Sample22_m88888_240324_145021_s1/142021860/ccs/5179_7140	H2
Sample22_m88888_240324_145021_s1/210965479/ccs/4883_6841	H2
Sample22_m88888_240324_145021_s1/42140279/ccs/5544_7504	H2
Sample22_m88888_240324_145021_s1/182654471/ccs/5269_7229	none
Sample22_m88888_240324_145021_s1/130092228/ccs/13682_15640	none
Sample22_m88888_240324_145021_s1/191432226/ccs/3210_5167	H1
Sample22_m88888_240324_145021_s1/42730503/ccs/10713_12667	H2
Sample22_m88888_240324_145021_s1/189205698/ccs/3723_5680	H1
Sample22_m88888_240324_145021_s1/92210189/ccs/69_2026	H2
Sample22_m88888_240324_145021_s1/184750450/ccs/2427_4386	none
Sample22_m88888_240324_145021_s1/81723693/ccs/11387_13344	none
Sample22_m88888_240324_145021_s1/111284108/ccs/14132_16090	H2
Sample22_m88888_240324_145021_s1/248317472/ccs/5278_7240	none
Sample22_m88888_240324_145021_s1/10751166/ccs/9992_11950	H2
Sample22_m88888_240324_145021_s1/15927091/ccs/16816_18775	none
Sample22_m88888_240324_145021_s1/30475473/ccs/14426_16380	none
Sample22_m88888_240324_145021_s1/218175224/ccs/13573_15527	H1
Sample22_m88888_240324_145021_s1/94308477/ccs/2822_4779	none
Sample22_m88888_240324_145021_s1/123081609/ccs/15170_17123	none
Sample22_m88888_240324_145021_s1/61541331/ccs/69_2026	none
Sample22_m88888_240324_145021_s1/77398944/ccs/4441_6398	none
Sample22_m88888_240324_145021_s1/47385676/ccs/4320_6271	H2
Sample22_m88888_240324_145021_s1/19792878/ccs/8568_10527	none
Sample22_m88888_240324_145021_s1/133499465/ccs/12284_14239	H2
Sample22_m88888_240324_145021_s1/75240384/ccs/13096_15049	none
Sample22_m88888_240324_145021_s1/249632029/ccs/13947_15901	none
Sample22_m88888_240324_145021_s1/248906002/ccs/21691_23645	H1
Sample22_m88888_240324_145021_s1/122752404/ccs/3824_5776	H1
Sample22_m88888_240324_145021_s1/171184977/ccs/68_2019	H1
Sample22_m88888_240324_145021_s1/117771152/ccs/2821_4775	H1
Sample22_m88888_240324_145021_s1/88015216/ccs/13337_15290	none
Sample22_m88888_240324_145021_s1/89199707/ccs/15615_17570	H2
Sample22_m88888_240324_145021_s1/11602562/ccs/15834_17787	H2
Sample22_m88888_240324_145021_s1/23791919/ccs/2441_4395	H2
Sample22_m88888_240324_145021_s1/228066281/ccs/12858_14810	H1
Sample22_m88888_240324_145021_s1/182651876/ccs/2629_4590	H2
Sample22_m88888_240324_145021_s1/129959467/ccs/10874_12831	none
Sample22_m88888_240324_145021_s1/203952456/ccs/7208_9165	H2
Sample22_m88888_240324_145021_s1/149947260/ccs/2158_4109	H1
Sample22_m88888_240324_145021_s1/101974304/ccs/12528_14477	H2
Sample22_m88888_240324_145021_s1/100797678/ccs/19894_21846	H1
Sample22_m88888_240324_145021_s1/54728266/ccs/12849_14801	none
Sample22_m88888_240324_145021_s1/176620414/ccs/2293_4249	H1
Sample22_m88888_240324_145021_s1/38538339/ccs/18430_20385	H1
Sample22_m88888_240324_145021_s1/247529667/ccs/9457_11410	H2
Sample22_m88888_240324_145021_s1/36177392/ccs/12278_14227	H2
Sample22_m88888_240324_145021_s1/194446816/ccs/828_2780	H2
Sample22_m88888_240324_145021_s1/27529512/ccs/9772_11721	H1
Sample22_m88888_240324_145021_s1/265884323/ccs/2864_4816	H1
Sample22_m88888_240324_145021_s1/196480576/ccs/41_1988	H1
Sample22_m88888_240324_145021_s1/243537695/ccs/14574_16522	none
Sample22_m88888_240324_145021_s1/211949366/ccs/11049_12997	H2
Sample22_m88888_240324_145021_s1/122225137/ccs/4004_5952	H1
Sample22_m88888_240324_145021_s1/256180843/ccs/9080_11027	H2
Sample22_m88888_240324_145021_s1/45548623/ccs/9883_11831	none
Sample22_m88888_240324_145021_s1/197002198/ccs/69_2017	none
Sample22_m88888_240324_145021_s1/230490738/ccs/5854_7802	H2
Sample22_m88888_240324_145021_s1/137102286/ccs/7292_9240	H2
Sample22_m88888_240324_145021_s1/29099388/ccs/22734_24682	H1
Sample22_m88888_240324_145021_s1/92345625/ccs/16248_18197	H2
Sample22_m88888_240324_145021_s1/239930968/ccs/5634_7581	H1
Sample22_m88888_240324_145021_s1/140118028/ccs/9172_11111	H1
Sample22_m88888_240324_145021_s1/158138465/ccs/12303_14249	H1
Sample22_m88888_240324_145021_s1/75437091/ccs/2659_4603	H1
Sample22_m88888_240324_145021_s1/168756637/ccs/9499_11445	none
Sample22_m88888_240324_145021_s1/115016072/ccs/3831_5776	H1
Sample22_m88888_240324_145021_s1/110103459/ccs/5527_7476	H2
Sample22_m88888_240324_145021_s1/8652485/ccs/15170_17111	H1
Sample22_m88888_240324_145021_s1/42339664/ccs/7398_9343	none
Sample22_m88888_240324_145021_s1/230425594/ccs/6714_8660	H2
Sample22_m88888_240324_145021_s1/67896564/ccs/69_2014	none
Sample22_m88888_240324_145021_s1/27527157/ccs/17439_19384	none
Sample22_m88888_240324_145021_s1/246546817/ccs/14517_16464	none
