#readname	haplotype
Sample54_m88888_240731_183507_s2/158075784/ccs/13168_16816	H2
Sample54_m88888_240731_183507_s2/176951892/ccs/3897_7521	H1
Sample54_m88888_240731_183507_s2/139985986/ccs/12159_15310	none
Sample54_m88888_240731_183507_s2/113776122/ccs/9702_12851	none
Sample54_m88888_240731_183507_s2/116720063/ccs/41_2052	H2
Sample54_m88888_240731_183507_s2/224466777/ccs/4859_6867	H1
Sample54_m88888_240731_183507_s2/236916256/ccs/9755_11670	none
Sample54_m88888_240726_030711_s2/242748111/ccs/1318_3237	none
Sample54_m88888_240731_183507_s2/62328313/ccs/69_1986	H2
Sample54_m88888_240731_183507_s2/66852526/ccs/15649_17558	none
Sample54_m88888_240731_183507_s2/260572258/ccs/13694_15609	H1
Sample54_m88888_240731_183507_s2/178129537/ccs/13757_15655	none
Sample54_m88888_240731_183507_s2/190321719/ccs/16245_18222	H2
Sample54_m88888_240731_183507_s2/141035892/ccs/69_2036	H1
Sample54_m88888_240731_183507_s2/116984892/ccs/3885_5851	H2
Sample54_m88888_240731_183507_s2/29558394/ccs/7532_9494	none
Sample54_m88888_240731_183507_s2/81528881/ccs/12881_14846	H1
Sample54_m88888_240731_183507_s2/183963947/ccs/3288_5253	none
Sample54_m88888_240731_183507_s2/177144813/ccs/12437_14402	H1
Sample54_m88888_240731_183507_s2/112068729/ccs/9348_11305	H1
Sample54_m88888_240731_183507_s2/111804937/ccs/16616_18577	H2
Sample54_m88888_240731_183507_s2/183634231/ccs/7042_9002	none
Sample54_m88888_240731_183507_s2/8721065/ccs/7133_9093	H2
Sample54_m88888_240731_183507_s2/3804650/ccs/3270_5228	H1
Sample54_m88888_240731_183507_s2/189334431/ccs/12243_14204	H1
Sample54_m88888_240731_183507_s2/178983573/ccs/69_2029	H2
Sample54_m88888_240731_183507_s2/257559493/ccs/14377_16334	H1
Sample54_m88888_240731_183507_s2/258082109/ccs/12723_14683	none
Sample54_m88888_240731_183507_s2/172233472/ccs/4951_6912	none
Sample54_m88888_240731_183507_s2/61478532/ccs/9336_11294	H1
Sample54_m88888_240731_183507_s2/119538976/ccs/1925_3883	H1
Sample54_m88888_240731_183507_s2/96276614/ccs/8516_10471	H2
Sample54_m88888_240731_183507_s2/172035307/ccs/5785_7740	none
Sample54_m88888_240731_183507_s2/75957979/ccs/12431_14386	none
Sample54_m88888_240731_183507_s2/248971614/ccs/69_2022	none
Sample54_m88888_240731_183507_s2/223482906/ccs/14550_16503	none
Sample54_m88888_240731_183507_s2/125834538/ccs/8006_9956	H1
Sample54_m88888_240731_183507_s2/21562674/ccs/13060_15014	H1
Sample54_m88888_240731_183507_s2/166857995/ccs/69_2025	H2
Sample54_m88888_240731_183507_s2/116200023/ccs/6445_8398	H1
Sample54_m88888_240731_183507_s2/242222377/ccs/11939_13892	H2
Sample54_m88888_240731_183507_s2/29166201/ccs/9037_10989	none
Sample54_m88888_240731_183507_s2/208736323/ccs/1635_3586	H1
Sample54_m88888_240731_183507_s2/147526928/ccs/2498_4452	H1
Sample54_m88888_240726_030711_s2/107156226/ccs/1793_3741	H2
Sample54_m88888_240731_183507_s2/196608669/ccs/9360_11309	H2
Sample54_m88888_240731_183507_s2/248185865/ccs/1818_3765	H2
Sample54_m88888_240731_183507_s2/200083061/ccs/69_2019	H2
Sample54_m88888_240731_183507_s2/224264834/ccs/9722_11674	H2
Sample54_m88888_240731_183507_s2/113840047/ccs/69_2017	H1
Sample54_m88888_240731_183507_s2/92734937/ccs/69_2019	none
Sample54_m88888_240731_183507_s2/216007072/ccs/18959_20905	H1
Sample54_m88888_240731_183507_s2/217976839/ccs/12571_14521	none
Sample54_m88888_240731_183507_s2/239473215/ccs/69_2017	H2
Sample54_m88888_240731_183507_s2/34801589/ccs/69_2020	H2
Sample54_m88888_240731_183507_s2/48365835/ccs/7378_9325	H1
Sample54_m88888_240731_183507_s2/191042223/ccs/3691_5638	H1
Sample54_m88888_240731_183507_s2/115804793/ccs/1213_3163	H1
Sample54_m88888_240731_183507_s2/195625215/ccs/69_2009	H1
Sample54_m88888_240731_183507_s2/114623095/ccs/8917_10862	H2
Sample54_m88888_240731_183507_s2/77401183/ccs/14157_16106	H2
Sample54_m88888_240731_183507_s2/215028523/ccs/9159_11107	none
Sample54_m88888_240731_183507_s2/13962171/ccs/13536_15482	none
Sample54_m88888_240731_183507_s2/17173232/ccs/2608_4552	H1
Sample54_m88888_240731_183507_s2/95360502/ccs/2301_4247	H2
Sample54_m88888_240731_183507_s2/167708528/ccs/4355_6300	H1
Sample54_m88888_240731_183507_s2/190709917/ccs/1718_3665	H1
Sample54_m88888_240731_183507_s2/52169561/ccs/2050_3998	H1
Sample54_m88888_240726_030711_s2/116130573/ccs/16119_18064	H1
Sample54_m88888_240731_183507_s2/58198962/ccs/17430_19376	H1
Sample54_m88888_240731_183507_s2/111544524/ccs/5528_7476	none
Sample54_m88888_240731_183507_s2/64359170/ccs/2954_4905	none
Sample54_m88888_240731_183507_s2/250222087/ccs/12121_14067	H1
Sample54_m88888_240731_183507_s2/38928996/ccs/15982_17927	none
Sample54_m88888_240731_183507_s2/143135296/ccs/5575_7520	none
Sample54_m88888_240731_183507_s2/27264810/ccs/11826_13769	H2
Sample54_m88888_240731_183507_s2/241829882/ccs/9984_11929	H1
Sample54_m88888_240731_183507_s2/241500900/ccs/12958_14903	H1
Sample54_m88888_240731_183507_s2/206573213/ccs/69_2015	none
Sample54_m88888_240731_183507_s2/54201148/ccs/67_2010	H1
Sample54_m88888_240731_183507_s2/77529771/ccs/15498_17444	H2
