#readname	haplotype
Sample7_m88888_230829_213454_s3/256508558/ccs/7112_9164	H1
Sample7_m88888_230829_213454_s3/59118564/ccs/7181_9217	none
Sample7_m88888_230829_213454_s3/262082774/ccs/41_2074	none
Sample7_m88888_230829_213454_s3/218369342/ccs/15858_17841	H1
Sample7_m88888_230829_213454_s3/141493824/ccs/9908_11855	H1
Sample7_m88888_230829_213454_s3/235278388/ccs/11767_13669	H2
Sample7_m88888_230829_213454_s3/97519507/ccs/1937_3866	H2
Sample7_m88888_230829_213454_s3/227016944/ccs/11766_13732	H2
Sample7_m88888_230829_213454_s3/71175349/ccs/2323_4287	H1
Sample7_m88888_230829_213454_s3/214896402/ccs/6274_8240	H2
Sample7_m88888_230829_213454_s3/164761746/ccs/14083_16048	H2
Sample7_m88888_230829_213454_s3/124192999/ccs/68_2032	H2
Sample7_m88888_230829_213454_s3/208539470/ccs/41_2003	H2
Sample7_m88888_230829_213454_s3/261361914/ccs/11806_13770	H2
Sample7_m88888_230829_213454_s3/203491346/ccs/4842_6803	H2
Sample7_m88888_230829_213454_s3/132647063/ccs/13972_15932	H2
Sample7_m88888_230829_213454_s3/37096313/ccs/5296_7255	H1
Sample7_m88888_230829_213454_s3/185139710/ccs/7231_9191	H2
Sample7_m88888_230829_213454_s3/133042902/ccs/13882_15843	H2
Sample7_m88888_230829_213454_s3/136188863/ccs/2060_4020	H1
Sample7_m88888_230829_213454_s3/6426580/ccs/10429_12391	H2
Sample7_m88888_230829_213454_s3/68489803/ccs/2738_4700	H2
Sample7_m88888_230829_213454_s3/125308053/ccs/12794_14754	H1
Sample7_m88888_230829_213454_s3/87166677/ccs/4272_6231	H2
Sample7_m88888_230829_213454_s3/118358468/ccs/1729_3689	H1
Sample7_m88888_230829_213454_s3/246748242/ccs/4762_6721	H2
Sample7_m88888_230829_213454_s3/85526623/ccs/68_2027	H1
Sample7_m88888_230829_213454_s3/107877706/ccs/4881_6840	H2
Sample7_m88888_230829_213454_s3/233179055/ccs/41_2000	H1
