#readname	haplotype
Sample37_m88888_240731_183507_s2/125964713/ccs/41_3713	H1
Sample37_m88888_240726_030711_s2/201917191/ccs/12052_14086	H2
Sample37_m88888_240731_183507_s2/210636765/ccs/19399_21421	H1
Sample37_m88888_240726_030711_s2/144250346/ccs/11536_13548	H2
Sample37_m88888_240731_183507_s2/26347736/ccs/2601_4597	H2
Sample37_m88888_240731_183507_s2/244254703/ccs/69_2033	H1
Sample37_m88888_240731_183507_s2/128779743/ccs/2322_4253	H2
Sample37_m88888_240731_183507_s2/170726252/ccs/11665_13602	none
Sample37_m88888_240731_183507_s2/16517072/ccs/14878_16820	none
Sample37_m88888_240731_183507_s2/132780099/ccs/11250_13186	none
Sample37_m88888_240731_183507_s2/29295699/ccs/9158_11072	none
Sample37_m88888_240731_183507_s2/57609606/ccs/70_2170	H2
Sample37_m88888_240731_183507_s2/47843750/ccs/3669_5708	H2
Sample37_m88888_240731_183507_s2/170197406/ccs/41_2057	H1
Sample37_m88888_240731_183507_s2/100469988/ccs/12459_14462	none
Sample37_m88888_240726_030711_s2/155324859/ccs/9921_11899	H2
Sample37_m88888_240731_183507_s2/198120920/ccs/69_2042	H1
Sample37_m88888_240731_183507_s2/57607397/ccs/8621_10593	H2
Sample37_m88888_240731_183507_s2/233374154/ccs/2231_4195	H1
Sample37_m88888_240731_183507_s2/43060776/ccs/6264_8228	none
Sample37_m88888_240731_183507_s2/241571640/ccs/1444_3410	none
Sample37_m88888_240731_183507_s2/76877989/ccs/17756_19724	H1
Sample37_m88888_240731_183507_s2/49743099/ccs/10994_12961	none
Sample37_m88888_240731_183507_s2/179702173/ccs/69_2031	H2
Sample37_m88888_240731_183507_s2/113379729/ccs/14017_15984	H1
Sample37_m88888_240726_030711_s2/109642148/ccs/15623_17587	none
Sample37_m88888_240726_030711_s2/153229102/ccs/3665_5631	none
Sample37_m88888_240731_183507_s2/207097658/ccs/2307_4273	none
Sample37_m88888_240731_183507_s2/250611948/ccs/13629_15594	H1
Sample37_m88888_240731_183507_s2/155519468/ccs/16026_17991	H1
Sample37_m88888_240731_183507_s2/123667661/ccs/2721_4685	H2
Sample37_m88888_240731_183507_s2/254020748/ccs/69_2033	H2
Sample37_m88888_240726_030711_s2/195823163/ccs/1494_3456	none
Sample37_m88888_240731_183507_s2/235209088/ccs/5376_7338	H2
Sample37_m88888_240731_183507_s2/224658300/ccs/7408_9370	none
Sample37_m88888_240731_183507_s2/119736493/ccs/23150_25112	H1
Sample37_m88888_240731_183507_s2/69276552/ccs/3489_5449	H1
Sample37_m88888_240731_183507_s2/203031587/ccs/7721_9683	H2
Sample37_m88888_240731_183507_s2/145756746/ccs/1040_3001	none
Sample37_m88888_240731_183507_s2/38274517/ccs/41_2003	H1
Sample37_m88888_240726_030711_s2/7734931/ccs/15082_17043	H1
Sample37_m88888_240731_183507_s2/110694705/ccs/17640_19600	H1
Sample37_m88888_240731_183507_s2/246286292/ccs/10369_12329	H1
Sample37_m88888_240731_183507_s2/194317036/ccs/9143_11095	H2
Sample37_m88888_240731_183507_s2/256905210/ccs/69_2024	H1
Sample37_m88888_240731_183507_s2/195957822/ccs/8258_10217	H1
Sample37_m88888_240731_183507_s2/256970650/ccs/4712_6671	none
Sample37_m88888_240726_030711_s2/178782833/ccs/11397_13355	H2
Sample37_m88888_240731_183507_s2/28050549/ccs/15388_17348	none
Sample37_m88888_240731_183507_s2/63701461/ccs/12945_14901	none
Sample37_m88888_240731_183507_s2/237241903/ccs/11709_13670	H2
Sample37_m88888_240731_183507_s2/209782952/ccs/12028_13985	none
Sample37_m88888_240731_183507_s2/165021879/ccs/11070_13028	none
Sample37_m88888_240731_183507_s2/29101602/ccs/8634_10591	H2
Sample37_m88888_240731_183507_s2/116724699/ccs/17496_19451	H1
Sample37_m88888_240731_183507_s2/60752538/ccs/69_2028	H2
Sample37_m88888_240731_183507_s2/250282598/ccs/10899_12858	none
Sample37_m88888_240731_183507_s2/34017876/ccs/2829_4788	H1
Sample37_m88888_240731_183507_s2/9439001/ccs/1196_3152	H2
Sample37_m88888_240731_183507_s2/234881998/ccs/2605_4564	H2
Sample37_m88888_240731_183507_s2/111805579/ccs/69_2028	H2
Sample37_m88888_240731_183507_s2/190646107/ccs/9300_11256	H2
Sample37_m88888_240731_183507_s2/218433816/ccs/10609_12566	H2
Sample37_m88888_240726_030711_s2/117312709/ccs/8139_10094	none
Sample37_m88888_240731_183507_s2/51185616/ccs/14400_16357	none
Sample37_m88888_240731_183507_s2/131011772/ccs/41_1997	H2
Sample37_m88888_240731_183507_s2/128914002/ccs/3855_5812	H1
Sample37_m88888_240731_183507_s2/57611841/ccs/8823_10778	H1
Sample37_m88888_240731_183507_s2/39851426/ccs/19834_21795	H1
