#readname	haplotype
Sample59_m88888_240731_223404_s4/90182750/ccs/11853_13894	H2
Sample59_m88888_240731_223404_s4/163513211/ccs/41_2052	H1
Sample59_m88888_240731_223404_s4/145363540/ccs/3875_5884	H1
Sample59_m88888_240731_223404_s4/146735596/ccs/3797_5789	H1
Sample59_m88888_240731_223404_s4/9766531/ccs/4253_6226	H2
Sample59_m88888_240731_223404_s4/155058899/ccs/69_2037	H2
Sample59_m88888_240731_223404_s4/206770425/ccs/6395_8318	none
Sample59_m88888_240731_223404_s4/16258110/ccs/15190_17099	H1
Sample59_m88888_240731_223404_s4/229118055/ccs/10378_12309	none
Sample59_m88888_240731_223404_s4/208603470/ccs/14791_16690	none
Sample59_m88888_240731_223404_s4/155322988/ccs/15838_17816	H2
Sample59_m88888_240731_223404_s4/143198550/ccs/2456_4434	H1
Sample59_m88888_240731_223404_s4/36898747/ccs/5646_7615	none
Sample59_m88888_240731_223404_s4/142806221/ccs/9070_11036	H1
Sample59_m88888_240731_223404_s4/60429153/ccs/6584_8547	none
Sample59_m88888_240731_223404_s4/75239086/ccs/7766_9731	H1
Sample59_m88888_240731_223404_s4/205914413/ccs/13682_15644	H1
Sample59_m88888_240731_223404_s4/46270895/ccs/7081_9043	H1
Sample59_m88888_240731_223404_s4/149098367/ccs/8708_10668	none
Sample59_m88888_240731_223404_s4/165478764/ccs/11171_13131	H1
Sample59_m88888_240731_223404_s4/186582136/ccs/5500_7461	none
Sample59_m88888_240731_223404_s4/169875242/ccs/69_2028	none
Sample59_m88888_240731_223404_s4/175445252/ccs/2091_4050	none
Sample59_m88888_240731_223404_s4/161546567/ccs/18587_20546	H2
Sample59_m88888_240731_223404_s4/58328605/ccs/3123_5084	H2
Sample59_m88888_240731_223404_s4/191496562/ccs/12291_14251	none
Sample59_m88888_240731_223404_s4/175574682/ccs/2281_4240	H2
Sample59_m88888_240731_223404_s4/157090516/ccs/11018_12976	H2
Sample59_m88888_240731_223404_s4/49616162/ccs/11510_13468	H1
Sample59_m88888_240731_223404_s4/201328882/ccs/11269_13227	none
Sample59_m88888_240731_223404_s4/15401974/ccs/12832_14788	none
Sample59_m88888_240731_223404_s4/113050696/ccs/2763_4721	H1
Sample59_m88888_240731_223404_s4/167578144/ccs/3654_5612	H2
Sample59_m88888_240731_223404_s4/70062735/ccs/2159_4116	H1
Sample59_m88888_240731_223404_s4/97653894/ccs/13667_15626	H1
Sample59_m88888_240731_223404_s4/59380492/ccs/15600_17559	none
Sample59_m88888_240731_223404_s4/197066911/ccs/1545_3503	H2
Sample59_m88888_240731_223404_s4/183043358/ccs/4780_6736	none
Sample59_m88888_240731_223404_s4/193922109/ccs/10933_12891	none
Sample59_m88888_240731_223404_s4/68093024/ccs/10189_12150	H1
Sample59_m88888_240731_223404_s4/198972352/ccs/3423_5380	H2
Sample59_m88888_240731_223404_s4/178523419/ccs/16472_18429	H1
Sample59_m88888_240731_223404_s4/140444779/ccs/17014_18972	H1
Sample59_m88888_240731_223404_s4/129570607/ccs/9005_10958	none
Sample59_m88888_240731_223404_s4/35917753/ccs/12326_14281	H1
Sample59_m88888_240731_223404_s4/82121420/ccs/5503_7457	H1
Sample59_m88888_240731_223404_s4/257819935/ccs/41_1995	H2
Sample59_m88888_240731_223404_s4/97976469/ccs/3017_4970	H1
