#readname	haplotype
Sample61_m88888_240731_203429_s3/129369428/ccs/1091_3144	H1
Sample61_m88888_240731_203429_s3/158864339/ccs/12189_14228	H1
Sample61_m88888_240731_203429_s3/195757661/ccs/15519_17550	none
Sample61_m88888_240731_203429_s3/147589786/ccs/16188_18175	H1
Sample61_m88888_240731_203429_s3/111414026/ccs/6564_8515	H2
Sample61_m88888_240731_203429_s3/104731124/ccs/10795_12743	none
Sample61_m88888_240731_203429_s3/73862520/ccs/18117_20024	H1
Sample61_m88888_240731_203429_s3/15860242/ccs/15015_17119	none
Sample61_m88888_240731_203429_s3/81595412/ccs/1483_3580	H1
Sample61_m88888_240731_203429_s3/11209777/ccs/4581_6604	H2
Sample61_m88888_240731_203429_s3/232525037/ccs/4310_6328	H1
Sample61_m88888_240731_203429_s3/244122970/ccs/10416_12429	H2
Sample61_m88888_240731_203429_s3/139794079/ccs/17796_19765	H2
Sample61_m88888_240731_203429_s3/207883879/ccs/3644_5610	none
Sample61_m88888_240731_203429_s3/203099654/ccs/14368_16334	H1
Sample61_m88888_240731_203429_s3/154994515/ccs/41_2002	H2
Sample61_m88888_240731_203429_s3/44893472/ccs/4551_6516	H2
Sample61_m88888_240731_203429_s3/91031594/ccs/16424_18387	none
Sample61_m88888_240731_203429_s3/222367038/ccs/14727_16685	H1
Sample61_m88888_240731_203429_s3/7668938/ccs/5605_7566	H1
Sample61_m88888_240731_203429_s3/176294414/ccs/69_2028	H2
Sample61_m88888_240731_203429_s3/96080124/ccs/12013_13974	H2
Sample61_m88888_240731_203429_s3/132057952/ccs/957_2917	H2
Sample61_m88888_240731_203429_s3/183961905/ccs/3540_5500	H2
Sample61_m88888_240731_203429_s3/255004684/ccs/69_2027	H2
Sample61_m88888_240731_203429_s3/90964176/ccs/69_2028	H1
Sample61_m88888_240731_203429_s3/174657923/ccs/9524_11482	H2
Sample61_m88888_240731_203429_s3/261100701/ccs/10441_12401	H2
Sample61_m88888_240731_203429_s3/209718745/ccs/20417_22375	H2
Sample61_m88888_240731_203429_s3/83298973/ccs/18044_19994	H2
Sample61_m88888_240731_203429_s3/75566520/ccs/12750_14707	H2
Sample61_m88888_240731_203429_s3/69992813/ccs/10560_12515	H2
Sample61_m88888_240731_203429_s3/159909867/ccs/5357_7314	none
Sample61_m88888_240731_203429_s3/245498451/ccs/11229_13188	H2
Sample61_m88888_240731_203429_s3/186712791/ccs/11438_13395	none
Sample61_m88888_240731_203429_s3/54333802/ccs/41_2000	H2
Sample61_m88888_240731_203429_s3/90313679/ccs/9677_11639	H2
Sample61_m88888_240731_203429_s3/186125796/ccs/5574_7531	none
Sample61_m88888_240731_203429_s3/231937803/ccs/9208_11165	H2
Sample61_m88888_240731_203429_s3/39912808/ccs/13542_15499	H2
Sample61_m88888_240731_203429_s3/127735205/ccs/1534_3491	none
Sample61_m88888_240731_203429_s3/7474433/ccs/6361_8318	none
Sample61_m88888_240731_203429_s3/73074388/ccs/1944_3910	H2
Sample61_m88888_240731_203429_s3/69799995/ccs/7275_9230	H1
Sample61_m88888_240731_203429_s3/81133977/ccs/69_2026	H2
Sample61_m88888_240731_203429_s3/20122944/ccs/2813_4771	H1
