#readname	haplotype
Sample18_m88888_231121_034911_s3/54006652/ccs/39_3714	H1
Sample18_m88888_231114_043546_s3/6554260/ccs/10679_12720	none
Sample18_m88888_231121_054828_s4/178066237/ccs/6051_8081	H2
Sample18_m88888_231121_034911_s3/211686581/ccs/5779_7816	none
Sample18_m88888_231121_054828_s4/86184165/ccs/13178_15203	H1
Sample18_m88888_231114_043546_s3/148706066/ccs/1589_3545	H1
Sample18_m88888_231121_054828_s4/36505492/ccs/4531_6424	H2
Sample18_m88888_231121_054828_s4/125310857/ccs/6722_8640	H1
Sample18_m88888_231121_034911_s3/200807628/ccs/16824_18739	H2
Sample18_m88888_231121_034911_s3/114560330/ccs/13757_15656	H2
Sample18_m88888_231121_054828_s4/124064247/ccs/4143_5983	none
Sample18_m88888_231121_034911_s3/213980205/ccs/5691_7696	none
Sample18_m88888_231121_034911_s3/181081962/ccs/16759_18841	H2
Sample18_m88888_231121_034911_s3/264443271/ccs/67_2090	H2
Sample18_m88888_231121_034911_s3/176689077/ccs/15887_17905	H2
Sample18_m88888_231121_054828_s4/52041101/ccs/15853_17853	H1
Sample18_m88888_231121_034911_s3/102435381/ccs/6171_8155	none
Sample18_m88888_231121_054828_s4/161612955/ccs/13248_15231	H2
Sample18_m88888_231121_054828_s4/237047672/ccs/12286_14262	H1
Sample18_m88888_231121_054828_s4/46469097/ccs/2950_4925	none
Sample18_m88888_231121_054828_s4/250545914/ccs/9284_11249	H1
Sample18_m88888_231121_034911_s3/68883487/ccs/10901_12869	none
Sample18_m88888_231121_034911_s3/84676358/ccs/9475_11439	H2
Sample18_m88888_231121_034911_s3/98765758/ccs/14325_16288	H2
Sample18_m88888_231121_054828_s4/174395828/ccs/11044_13008	H2
Sample18_m88888_231121_054828_s4/252777820/ccs/4515_6483	H1
Sample18_m88888_231121_034911_s3/128258242/ccs/15275_17233	H2
Sample18_m88888_231114_043546_s3/55906447/ccs/9348_11312	none
Sample18_m88888_231121_054828_s4/68291004/ccs/6448_8407	H1
Sample18_m88888_231121_054828_s4/147330045/ccs/3860_5816	H2
Sample18_m88888_231121_054828_s4/76546533/ccs/10825_12788	H2
Sample18_m88888_231121_054828_s4/30871828/ccs/39_2001	H2
Sample18_m88888_231121_034911_s3/155456264/ccs/7681_9640	H1
Sample18_m88888_231121_034911_s3/46532114/ccs/12639_14600	none
Sample18_m88888_231121_054828_s4/87625301/ccs/1764_3723	H1
Sample18_m88888_231121_054828_s4/216534347/ccs/12609_14568	none
Sample18_m88888_231114_043546_s3/147982894/ccs/4449_6408	none
Sample18_m88888_231121_034911_s3/170263831/ccs/3562_5523	none
Sample18_m88888_231121_034911_s3/190972854/ccs/10589_12548	none
Sample18_m88888_231121_034911_s3/43583861/ccs/4026_5984	H2
Sample18_m88888_231121_034911_s3/143132040/ccs/1785_3741	H2
Sample18_m88888_231121_034911_s3/41487311/ccs/12538_14496	none
Sample18_m88888_231121_054828_s4/239276758/ccs/6790_8742	H2
Sample18_m88888_231114_043546_s3/114494277/ccs/3508_5466	H2
Sample18_m88888_231121_034911_s3/256052857/ccs/6647_8604	none
Sample18_m88888_231114_043546_s3/105190579/ccs/5250_7206	none
Sample18_m88888_231121_034911_s3/197923218/ccs/18033_19990	none
Sample18_m88888_231121_054828_s4/82055299/ccs/18692_20651	none
Sample18_m88888_231114_043546_s3/109251361/ccs/39_1996	H1
Sample18_m88888_231121_034911_s3/74977929/ccs/12830_14786	H1
Sample18_m88888_231114_043546_s3/171185449/ccs/7665_9619	none
Sample18_m88888_231121_034911_s3/139333777/ccs/17826_19783	H1
Sample18_m88888_231121_054828_s4/252709795/ccs/39_1997	H1
Sample18_m88888_231121_054828_s4/199951814/ccs/12939_14892	none
Sample18_m88888_231121_054828_s4/160108015/ccs/5523_7474	none
Sample18_m88888_231121_054828_s4/101583382/ccs/5928_7885	none
Sample18_m88888_231121_054828_s4/69536911/ccs/16917_18874	none
Sample18_m88888_231121_054828_s4/250154969/ccs/6760_8716	H2
Sample18_m88888_231114_043546_s3/236917149/ccs/4072_6029	H2
Sample18_m88888_231121_054828_s4/20321748/ccs/3093_5051	H1
Sample18_m88888_231121_034911_s3/20253642/ccs/5335_7295	H1
Sample18_m88888_231121_034911_s3/126486277/ccs/14632_16593	H1
Sample18_m88888_231121_034911_s3/108069518/ccs/40_1995	H2
Sample18_m88888_231121_034911_s3/249302996/ccs/15497_17449	none
Sample18_m88888_231121_054828_s4/38996374/ccs/11586_13538	H1
Sample18_m88888_231121_034911_s3/168955115/ccs/67_2021	none
Sample18_m88888_231121_054828_s4/179507761/ccs/11318_13274	H2
Sample18_m88888_231121_034911_s3/21956843/ccs/67_2024	H1
Sample18_m88888_231121_034911_s3/144247448/ccs/13271_15225	H2
Sample18_m88888_231121_054828_s4/209585170/ccs/2518_4473	none
Sample18_m88888_231114_043546_s3/202446314/ccs/6764_8721	H2
Sample18_m88888_231114_043546_s3/39192985/ccs/67_2020	none
