#readname	haplotype
Sample31_m88888_240509_062343_s4/180163735/ccs/4760_6801	H1
Sample31_m88888_240509_062343_s4/156634760/ccs/10375_12411	H2
Sample31_m88888_240509_062343_s4/140970017/ccs/1205_3214	H2
Sample31_m88888_240509_062343_s4/216405782/ccs/2045_4056	none
Sample31_m88888_240509_062343_s4/78185411/ccs/13060_15071	H2
Sample31_m88888_240509_062343_s4/76809477/ccs/12764_14795	H2
Sample31_m88888_240509_062343_s4/218039030/ccs/5419_7438	H2
Sample31_m88888_240509_062343_s4/23462468/ccs/13704_15724	H2
Sample31_m88888_240509_062343_s4/110035942/ccs/3287_5286	H2
Sample31_m88888_240509_062343_s4/30082633/ccs/14943_16928	none
Sample31_m88888_240509_062343_s4/257036481/ccs/69_2047	H2
Sample31_m88888_240509_062343_s4/80150976/ccs/14070_16052	H1
Sample31_m88888_240509_062343_s4/24576610/ccs/69_2044	H1
Sample31_m88888_240509_062343_s4/19139204/ccs/41_2019	H1
Sample31_m88888_240509_062343_s4/126227795/ccs/18839_20815	H2
Sample31_m88888_240509_062343_s4/208735508/ccs/14102_16068	H1
Sample31_m88888_240509_062343_s4/259852421/ccs/8950_10917	H1
Sample31_m88888_240509_062343_s4/60031277/ccs/10806_12772	H2
Sample31_m88888_240509_062343_s4/47251608/ccs/69_2036	none
Sample31_m88888_240509_062343_s4/73864306/ccs/16154_18119	H1
Sample31_m88888_240509_062343_s4/267915701/ccs/3130_5096	H1
Sample31_m88888_240509_062343_s4/180098036/ccs/3838_5805	H1
Sample31_m88888_240509_062343_s4/29822638/ccs/12338_14302	H1
Sample31_m88888_240509_062343_s4/257954585/ccs/11256_13221	H1
Sample31_m88888_240509_062343_s4/245435986/ccs/19270_21235	none
Sample31_m88888_240509_062343_s4/17171753/ccs/4537_6498	H1
Sample31_m88888_240509_062343_s4/146541753/ccs/69_2032	H2
Sample31_m88888_240509_062343_s4/38404536/ccs/13712_15671	H1
Sample31_m88888_240509_062343_s4/197267001/ccs/15727_17688	H1
Sample31_m88888_240509_062343_s4/61017165/ccs/5241_7202	H2
Sample31_m88888_240509_062343_s4/260179451/ccs/1978_3939	H2
Sample31_m88888_240509_062343_s4/177932348/ccs/13969_15928	H2
Sample31_m88888_240509_062343_s4/7013937/ccs/9933_11891	H1
Sample31_m88888_240509_062343_s4/209718266/ccs/11824_13782	H1
Sample31_m88888_240509_062343_s4/77205289/ccs/69_2028	none
Sample31_m88888_240509_062343_s4/241306052/ccs/14335_16294	none
Sample31_m88888_240509_062343_s4/56757357/ccs/14769_16730	H2
Sample31_m88888_240509_062343_s4/125376025/ccs/13235_15194	H2
Sample31_m88888_240509_062343_s4/55905843/ccs/10871_12830	H1
Sample31_m88888_240509_062343_s4/21496071/ccs/8402_10357	none
Sample31_m88888_240509_062343_s4/264835634/ccs/4320_6280	H2
Sample31_m88888_240509_062343_s4/228397322/ccs/14447_16404	H2
Sample31_m88888_240509_062343_s4/172429895/ccs/15418_17381	H1
Sample31_m88888_240509_062343_s4/141954279/ccs/11915_13874	H1
Sample31_m88888_240509_062343_s4/124390997/ccs/4139_6098	none
Sample31_m88888_240509_062343_s4/145559225/ccs/3503_5458	H2
Sample31_m88888_240509_062343_s4/175378658/ccs/8580_10482	H2
Sample31_m88888_240509_062343_s4/10618952/ccs/8508_10488	H2
Sample31_m88888_240509_062343_s4/187697150/ccs/5777_7733	H2
Sample31_m88888_240509_062343_s4/7406385/ccs/11209_13171	H2
Sample31_m88888_240509_062343_s4/154602433/ccs/41_1995	H2
Sample31_m88888_240509_062343_s4/36571525/ccs/12300_14256	H2
Sample31_m88888_240509_062343_s4/15927233/ccs/13626_15582	none
Sample31_m88888_240509_062343_s4/251597121/ccs/5363_7323	none
Sample31_m88888_240509_062343_s4/74779337/ccs/1344_3302	H2
Sample31_m88888_240509_062343_s4/69210165/ccs/3320_5277	H1
Sample31_m88888_240509_062343_s4/133628596/ccs/2232_4190	none
Sample31_m88888_240509_062343_s4/267783285/ccs/7753_9708	H1
Sample31_m88888_240509_062343_s4/119018897/ccs/2500_4457	none
Sample31_m88888_240509_062343_s4/97912005/ccs/3088_5044	H1
Sample31_m88888_240509_062343_s4/255199650/ccs/8194_10150	H2
Sample31_m88888_240509_062343_s4/124194326/ccs/69_2025	none
Sample31_m88888_240509_062343_s4/51251885/ccs/3702_5661	H1
Sample31_m88888_240509_062343_s4/31918394/ccs/14167_16123	none
Sample31_m88888_240509_062343_s4/91096413/ccs/1974_3934	H1
Sample31_m88888_240509_062343_s4/175376056/ccs/9346_11304	H1
Sample31_m88888_240509_062343_s4/220730842/ccs/41_1997	H2
Sample31_m88888_240509_062343_s4/248778316/ccs/10102_12058	H2
Sample31_m88888_240509_062343_s4/172821290/ccs/5899_7847	H2
Sample31_m88888_240509_062343_s4/106829122/ccs/1722_3677	none
Sample31_m88888_240509_062343_s4/127538679/ccs/2857_4809	none
Sample31_m88888_240509_062343_s4/21960208/ccs/12886_14842	H2
Sample31_m88888_240509_062343_s4/223939840/ccs/1831_3786	H2
Sample31_m88888_240509_062343_s4/178391223/ccs/69_2021	none
Sample31_m88888_240509_062343_s4/227609364/ccs/8330_10283	H1
Sample31_m88888_240509_062343_s4/42537057/ccs/1470_3421	none
Sample31_m88888_240509_062343_s4/180291454/ccs/10574_12528	H1
Sample31_m88888_240509_062343_s4/39719231/ccs/7145_9099	H2
Sample31_m88888_240509_062343_s4/240849015/ccs/4034_5987	H2
Sample31_m88888_240509_062343_s4/128059813/ccs/9736_11689	H1
Sample31_m88888_240509_062343_s4/27135366/ccs/14061_16014	H1
Sample31_m88888_240509_062343_s4/63570999/ccs/19364_21315	H2
Sample31_m88888_240509_062343_s4/21693624/ccs/4263_6214	H1
Sample31_m88888_240509_062343_s4/267586333/ccs/3084_5039	H2
Sample31_m88888_240509_062343_s4/89260602/ccs/11760_13714	H2
Sample31_m88888_240509_062343_s4/196547560/ccs/1696_3649	H1
Sample31_m88888_240509_062343_s4/80679655/ccs/6174_8126	none
Sample31_m88888_240509_062343_s4/169086696/ccs/1369_3320	H2
