#readname	haplotype
Sample5_m88888_230829_213454_s3/210179645/ccs/41_3706	none
Sample5_m88888_230829_213454_s3/166532861/ccs/4786_7967	none
Sample5_m88888_230829_213454_s3/186058842/ccs/18067_20108	H1
Sample5_m88888_230829_213454_s3/58855548/ccs/2091_4130	H1
Sample5_m88888_230829_213454_s3/156374199/ccs/3109_5141	H2
Sample5_m88888_230829_213454_s3/184357419/ccs/41_1977	H1
Sample5_m88888_230829_213454_s3/30868747/ccs/4677_6615	none
Sample5_m88888_230829_213454_s3/106365004/ccs/4360_6378	H1
Sample5_m88888_230829_213454_s3/115675210/ccs/2689_4674	H2
Sample5_m88888_230829_213454_s3/19532935/ccs/10791_12773	H1
Sample5_m88888_230829_213454_s3/36573599/ccs/11867_13846	H2
Sample5_m88888_230829_213454_s3/16061339/ccs/13014_14990	H2
Sample5_m88888_230829_213454_s3/197331314/ccs/6121_8101	H1
Sample5_m88888_230829_213454_s3/53089076/ccs/12978_14956	none
Sample5_m88888_230829_213454_s3/146476193/ccs/1394_3360	H1
Sample5_m88888_230829_213454_s3/134418844/ccs/1591_3559	H2
Sample5_m88888_230829_213454_s3/174854279/ccs/16594_18560	H1
Sample5_m88888_230829_213454_s3/126028381/ccs/13373_15339	H2
Sample5_m88888_230829_213454_s3/216990875/ccs/41_2009	none
Sample5_m88888_230829_213454_s3/261685885/ccs/12630_14597	H1
Sample5_m88888_230829_213454_s3/147719583/ccs/12171_14139	H2
Sample5_m88888_230829_213454_s3/91820920/ccs/2481_4447	H2
Sample5_m88888_230829_213454_s3/71766728/ccs/2155_4118	none
Sample5_m88888_230829_213454_s3/51644935/ccs/1810_3774	H1
Sample5_m88888_230829_213454_s3/254675883/ccs/10709_12673	H1
Sample5_m88888_230829_213454_s3/46991371/ccs/15834_17799	H2
Sample5_m88888_230829_213454_s3/4591035/ccs/1802_3764	H1
Sample5_m88888_230829_213454_s3/265552923/ccs/41_2006	none
Sample5_m88888_230829_213454_s3/215811667/ccs/41_2004	H2
Sample5_m88888_230829_213454_s3/134744318/ccs/4486_6447	none
Sample5_m88888_230829_213454_s3/121181862/ccs/14838_16803	none
Sample5_m88888_230829_213454_s3/5182577/ccs/41_2004	H2
Sample5_m88888_230829_213454_s3/159782535/ccs/2690_4649	H1
Sample5_m88888_230829_213454_s3/4591179/ccs/41_2003	H1
Sample5_m88888_230829_213454_s3/157286765/ccs/2067_4028	H2
Sample5_m88888_230829_213454_s3/254152129/ccs/2460_4420	none
Sample5_m88888_230829_213454_s3/181539187/ccs/3045_5003	H1
Sample5_m88888_230829_213454_s3/4198716/ccs/22639_24598	H2
Sample5_m88888_230829_213454_s3/122031829/ccs/13624_15587	H1
Sample5_m88888_230829_213454_s3/88016268/ccs/16091_18053	H2
Sample5_m88888_230829_213454_s3/202309905/ccs/6656_8616	H1
Sample5_m88888_230829_213454_s3/54659491/ccs/69_2023	H1
Sample5_m88888_230829_213454_s3/242358251/ccs/8377_10337	H1
Sample5_m88888_230829_213454_s3/151392376/ccs/6767_8729	H2
