#readname	haplotype
Sample58_m88888_240731_203429_s3/89196350/ccs/69_3660	none
Sample58_m88888_240731_203429_s3/226365795/ccs/2188_5835	H2
Sample58_m88888_240731_203429_s3/234883285/ccs/2083_5714	H1
Sample58_m88888_240731_203429_s3/256181697/ccs/15763_19383	none
Sample58_m88888_240731_203429_s3/182387810/ccs/9231_12402	H1
Sample58_m88888_240731_203429_s3/186388185/ccs/2235_5393	H2
Sample58_m88888_240731_203429_s3/74189379/ccs/21421_24553	H1
Sample58_m88888_240731_203429_s3/169153115/ccs/1121_4253	H1
Sample58_m88888_240731_203429_s3/108924182/ccs/13763_16888	H1
Sample58_m88888_240731_203429_s3/77991422/ccs/3309_5349	H2
Sample58_m88888_240731_203429_s3/201199731/ccs/10010_11917	H1
Sample58_m88888_240731_203429_s3/115217388/ccs/17648_19540	H1
Sample58_m88888_240731_203429_s3/239013552/ccs/6226_8223	H2
Sample58_m88888_240731_203429_s3/8196395/ccs/69_2046	H2
Sample58_m88888_240731_203429_s3/39784456/ccs/11538_13505	none
Sample58_m88888_240731_203429_s3/66913188/ccs/14736_16701	H2
Sample58_m88888_240731_203429_s3/123474328/ccs/13556_15521	none
Sample58_m88888_240731_203429_s3/261423743/ccs/14399_16364	H1
Sample58_m88888_240731_203429_s3/221252804/ccs/69_2034	none
Sample58_m88888_240731_203429_s3/222365028/ccs/70_2034	H2
Sample58_m88888_240731_203429_s3/140904440/ccs/68_2032	H2
Sample58_m88888_240731_203429_s3/242816680/ccs/3703_5663	H1
Sample58_m88888_240731_203429_s3/28381495/ccs/11065_13023	none
Sample58_m88888_240731_203429_s3/220268263/ccs/6681_8635	H2
Sample58_m88888_240731_203429_s3/19400221/ccs/16296_18255	H1
Sample58_m88888_240731_203429_s3/136447587/ccs/2517_4479	H2
Sample58_m88888_240731_203429_s3/160039789/ccs/8394_10359	H1
Sample58_m88888_240731_203429_s3/68097504/ccs/13293_15254	H2
Sample58_m88888_240731_203429_s3/123276679/ccs/3264_5225	H1
Sample58_m88888_240731_203429_s3/9636215/ccs/4172_6129	none
Sample58_m88888_240731_203429_s3/66654183/ccs/12855_14813	none
Sample58_m88888_240731_203429_s3/127997402/ccs/8012_9971	none
Sample58_m88888_240731_203429_s3/121178192/ccs/11494_13453	none
Sample58_m88888_240731_203429_s3/140313023/ccs/10330_12289	none
Sample58_m88888_240731_203429_s3/134944390/ccs/14588_16545	H2
Sample58_m88888_240731_203429_s3/102631673/ccs/14935_16892	none
Sample58_m88888_240731_203429_s3/207555623/ccs/2966_4920	H1
Sample58_m88888_240731_203429_s3/190579181/ccs/4067_6024	H1
Sample58_m88888_240731_203429_s3/21891574/ccs/11976_13936	H1
Sample58_m88888_240731_203429_s3/67442595/ccs/19279_21230	H1
Sample58_m88888_240731_203429_s3/266473546/ccs/70_2028	H2
Sample58_m88888_240731_203429_s3/131795254/ccs/12815_14777	H2
Sample58_m88888_240731_203429_s3/143464157/ccs/69_2026	none
Sample58_m88888_240731_203429_s3/21695138/ccs/14346_16306	H1
Sample58_m88888_240731_203429_s3/235278906/ccs/5891_7848	H1
Sample58_m88888_240731_203429_s3/43717679/ccs/10628_12583	H1
Sample58_m88888_240731_203429_s3/116003190/ccs/69_2026	H2
Sample58_m88888_240731_203429_s3/170133599/ccs/7135_9092	none
Sample58_m88888_240731_203429_s3/211815966/ccs/9769_11723	none
Sample58_m88888_240731_203429_s3/90051147/ccs/12936_14891	none
Sample58_m88888_240731_203429_s3/253559581/ccs/3934_5889	H1
Sample58_m88888_240731_203429_s3/205325043/ccs/2517_4472	H2
Sample58_m88888_240731_203429_s3/150605897/ccs/1718_3671	none
Sample58_m88888_240731_203429_s3/167184092/ccs/16066_18018	H2
Sample58_m88888_240731_203429_s3/146473617/ccs/69_2024	H2
Sample58_m88888_240731_203429_s3/261756499/ccs/13139_15093	none
Sample58_m88888_240731_203429_s3/200345718/ccs/7616_9567	none
Sample58_m88888_240731_203429_s3/257889900/ccs/18917_20872	H2
Sample58_m88888_240731_203429_s3/132385486/ccs/4660_6614	H2
Sample58_m88888_240731_203429_s3/224857820/ccs/1895_3848	H2
Sample58_m88888_240731_203429_s3/8262818/ccs/69_2021	H2
Sample58_m88888_240731_203429_s3/58070617/ccs/14849_16803	none
Sample58_m88888_240731_203429_s3/85136973/ccs/16937_18887	none
Sample58_m88888_240731_203429_s3/184947702/ccs/14604_16547	none
Sample58_m88888_240731_203429_s3/136382050/ccs/20962_22913	H2
Sample58_m88888_240731_203429_s3/188419321/ccs/12142_14089	H1
Sample58_m88888_240731_203429_s3/228196883/ccs/1140_3094	H1
Sample58_m88888_240731_203429_s3/81987588/ccs/20317_22272	H1
Sample58_m88888_240731_203429_s3/227284544/ccs/3510_5458	H1
Sample58_m88888_240731_203429_s3/5311875/ccs/41_1991	H2
Sample58_m88888_240731_203429_s3/101717749/ccs/9767_11717	H1
Sample58_m88888_240731_203429_s3/137757493/ccs/6191_8140	H2
Sample58_m88888_240731_203429_s3/116524519/ccs/2561_4509	none
Sample58_m88888_240731_203429_s3/164234477/ccs/5002_6951	H1
Sample58_m88888_240731_203429_s3/123409833/ccs/2294_4244	H1
Sample58_m88888_240731_203429_s3/57410752/ccs/6070_8014	H1
Sample58_m88888_240731_203429_s3/196940854/ccs/11005_12943	H2
Sample58_m88888_240731_203429_s3/206967617/ccs/41_1987	H2
Sample58_m88888_240731_203429_s3/177672038/ccs/69_2016	H2
Sample58_m88888_240731_203429_s3/263720201/ccs/12347_14296	H1
Sample58_m88888_240731_203429_s3/263196333/ccs/2654_4601	H1
Sample58_m88888_240731_203429_s3/88610069/ccs/8840_10787	H1
Sample58_m88888_240731_203429_s3/35063310/ccs/69_2017	none
Sample58_m88888_240731_203429_s3/5114691/ccs/12591_14539	H1
Sample58_m88888_240731_203429_s3/153158758/ccs/5983_7931	none
Sample58_m88888_240731_203429_s3/60691587/ccs/13688_15636	none
Sample58_m88888_240731_203429_s3/249696271/ccs/11999_13946	H1
Sample58_m88888_240731_203429_s3/224134909/ccs/14920_16867	H2
Sample58_m88888_240731_203429_s3/253493901/ccs/18918_20864	none
Sample58_m88888_240731_203429_s3/241109069/ccs/2365_4311	H2
Sample58_m88888_240731_203429_s3/111611334/ccs/16700_18650	H2
Sample58_m88888_240731_203429_s3/150017240/ccs/3930_5870	H2
Sample58_m88888_240731_203429_s3/253888582/ccs/8992_10940	none
Sample58_m88888_240731_203429_s3/36242696/ccs/1845_3792	H2
Sample58_m88888_240731_203429_s3/98763334/ccs/3620_5566	H2
Sample58_m88888_240731_203429_s3/127798136/ccs/1842_3788	H1
Sample58_m88888_240731_203429_s3/100340411/ccs/3109_5058	H1
Sample58_m88888_240731_203429_s3/79495709/ccs/1288_3233	none
Sample58_m88888_240731_203429_s3/87687968/ccs/69_2014	H1
Sample58_m88888_240731_203429_s3/100271399/ccs/5590_7536	H2
Sample58_m88888_240731_203429_s3/129696800/ccs/17406_19352	H1
Sample58_m88888_240731_203429_s3/112790087/ccs/1628_3575	H1
Sample58_m88888_240731_203429_s3/184750775/ccs/14001_15948	none
Sample58_m88888_240731_203429_s3/94765416/ccs/69_2017	H2
Sample58_m88888_240731_203429_s3/8588122/ccs/2221_4166	H2
Sample58_m88888_240731_203429_s3/39522726/ccs/7995_9941	none
Sample58_m88888_240731_203429_s3/211289469/ccs/336_2279	none
Sample58_m88888_240731_203429_s3/60757908/ccs/4655_6602	none
Sample58_m88888_240731_203429_s3/16388581/ccs/41_1988	H1
Sample58_m88888_240731_203429_s3/78121064/ccs/7572_9515	none
Sample58_m88888_240731_203429_s3/139661430/ccs/69_2012	none
Sample58_m88888_240731_203429_s3/16057903/ccs/2294_4238	none
Sample58_m88888_240731_203429_s3/259721664/ccs/2220_4166	none
Sample58_m88888_240731_203429_s3/165873311/ccs/69_2013	none
Sample58_m88888_240731_203429_s3/60426660/ccs/41_1985	H1
Sample58_m88888_240731_203429_s3/8195043/ccs/3872_5816	none
Sample58_m88888_240731_203429_s3/10620825/ccs/41_1986	none
Sample58_m88888_240731_203429_s3/65869018/ccs/10801_12744	H1
Sample58_m88888_240731_203429_s3/143723225/ccs/3190_5136	H2
Sample58_m88888_240731_203429_s3/210833302/ccs/13871_15815	H1
Sample58_m88888_240731_203429_s3/135793191/ccs/9991_11936	H1
Sample58_m88888_240731_203429_s3/64360531/ccs/12128_14074	H1
Sample58_m88888_240731_203429_s3/241177127/ccs/13917_15860	H1
Sample58_m88888_240731_203429_s3/231933342/ccs/7729_9672	none
Sample58_m88888_240731_203429_s3/133435561/ccs/69_2012	H2
Sample58_m88888_240731_203429_s3/181275130/ccs/12508_14450	H1
Sample58_m88888_240731_203429_s3/104929105/ccs/16009_17949	H1
Sample58_m88888_240731_203429_s3/175836061/ccs/18172_20117	none
