#readname	haplotype
Sample35_m88888_240512_073311_s1/89132271/ccs/11828_13873	H1
Sample35_m88888_240512_073311_s1/25037139/ccs/7711_9684	H2
Sample35_m88888_240512_073311_s1/163321322/ccs/7494_9449	H2
Sample35_m88888_240512_073311_s1/120001063/ccs/14007_15962	none
Sample35_m88888_240512_073311_s1/102173756/ccs/5630_7582	H2
Sample35_m88888_240512_073311_s1/63837958/ccs/9826_11785	none
Sample35_m88888_240512_073311_s1/77861731/ccs/11967_13914	H2
Sample35_m88888_240512_073311_s1/218699502/ccs/1871_3810	H1
Sample35_m88888_240512_073311_s1/129764762/ccs/9304_11233	H2
Sample35_m88888_240512_073311_s1/65995892/ccs/43_1965	none
Sample35_m88888_240512_073311_s1/262669939/ccs/10442_12360	H1
Sample35_m88888_240512_073311_s1/35784007/ccs/8100_10120	H1
Sample35_m88888_240512_073311_s1/165020686/ccs/10150_12175	H1
Sample35_m88888_240512_073311_s1/224658040/ccs/69_2089	H1
Sample35_m88888_240512_073311_s1/55380708/ccs/9880_11883	H1
Sample35_m88888_240512_073311_s1/151061786/ccs/1715_3694	H2
Sample35_m88888_240512_073311_s1/76876360/ccs/4890_6867	H1
Sample35_m88888_240512_073311_s1/74126784/ccs/7277_9255	H1
Sample35_m88888_240512_073311_s1/259003170/ccs/16885_18863	none
Sample35_m88888_240512_073311_s1/137496660/ccs/5997_7964	none
Sample35_m88888_240512_073311_s1/29889811/ccs/9500_11465	none
Sample35_m88888_240512_073311_s1/78774408/ccs/8675_10640	H2
Sample35_m88888_240512_073311_s1/14030260/ccs/12117_14083	H1
Sample35_m88888_240512_073311_s1/149558982/ccs/4431_6393	H2
Sample35_m88888_240512_073311_s1/81204756/ccs/5926_7892	H1
Sample35_m88888_240512_073311_s1/47841916/ccs/69_2033	H1
Sample35_m88888_240512_073311_s1/177931265/ccs/9587_11549	none
Sample35_m88888_240512_073311_s1/35588990/ccs/7838_9800	none
Sample35_m88888_240512_073311_s1/181340602/ccs/5713_7674	H2
Sample35_m88888_240512_073311_s1/242419011/ccs/69_2030	none
Sample35_m88888_240512_073311_s1/201723138/ccs/8704_10662	H2
Sample35_m88888_240512_073311_s1/259656983/ccs/41_2001	none
Sample35_m88888_240512_073311_s1/93654927/ccs/9466_11427	H2
