Isoform,Sample,cyclo_count,noncyclo_count,total_cyclo,total_noncyclo,Cyclo_TPM,Noncyclo_TPM,Cyclo_TPM_Rank,Noncyclo_TPM_Rank,associated_gene
PB.161551.263,Patient28,69,81,1473,1202,46843.17718940937,67387.68718801996,1.0,1.0,SRSF6
PB.161551.263,Patient29,0,0,1044,1857,0.0,0.0,17.0,16.5,SRSF6
PB.161551.263,Patient3,0,0,1987,2019,0.0,0.0,17.0,16.5,SRSF6
PB.161551.263,Patient30,0,0,1658,1808,0.0,0.0,17.0,16.5,SRSF6
PB.161551.263,Patient31,0,0,966,1858,0.0,0.0,17.0,16.5,SRSF6
PB.161551.263,Patient4,0,0,1554,1450,0.0,0.0,17.0,16.5,SRSF6
PB.161551.263,Patient5,0,0,1993,1596,0.0,0.0,17.0,16.5,SRSF6
PB.161551.263,Patient6,0,0,1714,1602,0.0,0.0,17.0,16.5,SRSF6
PB.161551.263,Patient7,0,0,1705,1726,0.0,0.0,17.0,16.5,SRSF6
PB.161551.263,Patient8,0,0,1179,1359,0.0,0.0,17.0,16.5,SRSF6
PB.161551.263,Patient9,0,0,1493,1722,0.0,0.0,17.0,16.5,SRSF6
PB.161551.31,Patient1,2,4,1902,1717,1051.5247108307044,2329.6447291788004,18.0,15.0,SRSF6
PB.161551.31,Patient10,0,12,2180,1394,0.0,8608.32137733142,27.0,5.0,SRSF6
PB.161551.31,Patient11,19,12,2226,1367,8535.489667565138,8778.346744696415,2.0,4.0,SRSF6
PB.161551.31,Patient12,5,6,2004,1791,2495.0099800399203,3350.0837520938026,16.0,13.0,SRSF6
PB.161551.31,Patient13,8,7,2495,2218,3206.4128256513027,3155.9963931469792,12.0,14.0,SRSF6
PB.161551.31,Patient14,4,3,1161,1708,3445.305770887166,1756.440281030445,10.0,19.0,SRSF6
PB.161551.31,Patient15,10,10,1376,2573,7267.441860465116,3886.51379712398,3.0,10.0,SRSF6
PB.161551.31,Patient16,0,5,1395,1271,0.0,3933.910306845004,27.0,9.0,SRSF6
PB.161551.31,Patient17,1,0,975,1227,1025.6410256410256,0.0,19.0,27.0,SRSF6
PB.161551.31,Patient18,3,11,988,1387,3036.4372469635628,7930.785868781542,13.0,7.0,SRSF6
PB.161551.31,Patient19,0,0,1229,1548,0.0,0.0,27.0,27.0,SRSF6
PB.161551.31,Patient2,1,2,1277,1085,783.0853563038371,1843.3179723502303,21.0,18.0,SRSF6
PB.161551.31,Patient20,0,0,1888,1738,0.0,0.0,27.0,27.0,SRSF6
PB.161551.31,Patient21,6,3,1417,1328,4234.297812279464,2259.0361445783133,6.0,16.0,SRSF6
PB.161551.31,Patient22,1,0,1221,2106,819.0008190008191,0.0,20.0,27.0,SRSF6
PB.161551.31,Patient23,0,0,665,1159,0.0,0.0,27.0,27.0,SRSF6
PB.161551.31,Patient24,0,0,1059,1661,0.0,0.0,27.0,27.0,SRSF6
PB.161551.31,Patient25,5,22,1372,1946,3644.3148688046645,11305.24152106886,9.0,2.0,SRSF6
PB.161551.31,Patient26,15,12,1690,1469,8875.739644970414,8168.822328114363,1.0,6.0,SRSF6
PB.161551.31,Patient27,0,1,917,1439,0.0,694.9270326615705,27.0,22.0,SRSF6
PB.161551.31,Patient28,1,2,1473,1202,678.8866259334691,1663.8935108153078,22.0,20.0,SRSF6
PB.161551.31,Patient29,3,0,1044,1857,2873.5632183908046,0.0,14.0,27.0,SRSF6
PB.161551.31,Patient3,12,7,1987,2019,6039.255158530448,3467.0629024269438,4.0,11.0,SRSF6
PB.161551.31,Patient30,7,4,1658,1808,4221.95416164053,2212.3893805309735,7.0,17.0,SRSF6
PB.161551.31,Patient31,4,2,966,1858,4140.786749482402,1076.426264800861,8.0,21.0,SRSF6
PB.161551.31,Patient4,4,5,1554,1450,2574.002574002574,3448.2758620689656,15.0,12.0,SRSF6
PB.161551.31,Patient5,12,25,1993,1596,6021.073758153538,15664.160401002506,5.0,1.0,SRSF6
PB.161551.31,Patient6,3,7,1714,1602,1750.291715285881,4369.5380774032465,17.0,8.0,SRSF6
PB.161551.31,Patient7,0,0,1705,1726,0.0,0.0,27.0,27.0,SRSF6
PB.161551.31,Patient8,4,14,1179,1359,3392.705682782019,10301.69242089772,11.0,3.0,SRSF6
PB.161551.31,Patient9,0,0,1493,1722,0.0,0.0,27.0,27.0,SRSF6
PB.161551.35,Patient1,2,0,1902,1717,1051.5247108307044,0.0,3.0,16.5,SRSF6
PB.161551.35,Patient10,1,0,2180,1394,458.7155963302753,0.0,7.0,16.5,SRSF6
PB.161551.35,Patient11,0,0,2226,1367,0.0,0.0,19.5,16.5,SRSF6
PB.161551.35,Patient12,0,0,2004,1791,0.0,0.0,19.5,16.5,SRSF6
PB.161551.35,Patient13,0,0,2495,2218,0.0,0.0,19.5,16.5,SRSF6
PB.161551.35,Patient14,0,0,1161,1708,0.0,0.0,19.5,16.5,SRSF6
PB.161551.35,Patient15,1,0,1376,2573,726.7441860465116,0.0,6.0,16.5,SRSF6
PB.161551.35,Patient16,0,0,1395,1271,0.0,0.0,19.5,16.5,SRSF6
PB.161551.35,Patient17,1,0,975,1227,1025.6410256410256,0.0,4.0,16.5,SRSF6
PB.161551.35,Patient18,1,0,988,1387,1012.1457489878543,0.0,5.0,16.5,SRSF6
PB.161551.35,Patient19,0,0,1229,1548,0.0,0.0,19.5,16.5,SRSF6
PB.161551.35,Patient2,0,0,1277,1085,0.0,0.0,19.5,16.5,SRSF6
PB.161551.35,Patient20,0,0,1888,1738,0.0,0.0,19.5,16.5,SRSF6
PB.161551.35,Patient21,0,0,1417,1328,0.0,0.0,19.5,16.5,SRSF6
PB.161551.35,Patient22,0,0,1221,2106,0.0,0.0,19.5,16.5,SRSF6
PB.161551.35,Patient23,0,0,665,1159,0.0,0.0,19.5,16.5,SRSF6
PB.161551.35,Patient24,0,0,1059,1661,0.0,0.0,19.5,16.5,SRSF6
PB.161551.35,Patient25,0,0,1372,1946,0.0,0.0,19.5,16.5,SRSF6
PB.161551.35,Patient26,0,0,1690,1469,0.0,0.0,19.5,16.5,SRSF6
PB.161551.35,Patient27,0,0,917,1439,0.0,0.0,19.5,16.5,SRSF6
PB.161551.35,Patient28,60,2,1473,1202,40733.19755600815,1663.8935108153078,1.0,1.0,SRSF6
PB.161551.35,Patient29,0,0,1044,1857,0.0,0.0,19.5,16.5,SRSF6
PB.161551.35,Patient3,0,0,1987,2019,0.0,0.0,19.5,16.5,SRSF6
PB.161551.35,Patient30,0,0,1658,1808,0.0,0.0,19.5,16.5,SRSF6
PB.161551.35,Patient31,0,0,966,1858,0.0,0.0,19.5,16.5,SRSF6
PB.161551.35,Patient4,0,0,1554,1450,0.0,0.0,19.5,16.5,SRSF6
PB.161551.35,Patient5,0,0,1993,1596,0.0,0.0,19.5,16.5,SRSF6
PB.161551.35,Patient6,0,0,1714,1602,0.0,0.0,19.5,16.5,SRSF6
PB.161551.35,Patient7,0,0,1705,1726,0.0,0.0,19.5,16.5,SRSF6
PB.161551.35,Patient8,0,0,1179,1359,0.0,0.0,19.5,16.5,SRSF6
PB.161551.35,Patient9,2,0,1493,1722,1339.5847287340923,0.0,2.0,16.5,SRSF6
PB.161551.38,Patient1,73,6,1902,1717,38380.651945320715,3494.4670937682004,15.0,8.0,SRSF6
PB.161551.38,Patient10,139,15,2180,1394,63761.46788990826,10760.401721664277,10.0,1.0,SRSF6
PB.161551.38,Patient11,586,12,2226,1367,263252.4707996406,8778.346744696415,1.0,3.0,SRSF6
PB.161551.38,Patient12,120,1,2004,1791,59880.239520958086,558.3472920156337,11.0,25.0,SRSF6
PB.161551.38,Patient13,241,10,2495,2218,96593.18637274549,4508.566275924256,3.0,6.0,SRSF6
PB.161551.38,Patient14,39,2,1161,1708,33591.73126614987,1170.9601873536299,16.0,17.0,SRSF6
PB.161551.38,Patient15,65,2,1376,2573,47238.37209302326,777.3027594247959,12.0,20.0,SRSF6
PB.161551.38,Patient16,41,2,1395,1271,29390.681003584228,1573.5641227380015,18.0,16.0,SRSF6
PB.161551.38,Patient17,12,0,975,1227,12307.692307692309,0.0,24.0,28.5,SRSF6
PB.161551.38,Patient18,31,1,988,1387,31376.518218623478,720.9805335255948,17.0,21.0,SRSF6
PB.161551.38,Patient19,25,0,1229,1548,20341.74125305126,0.0,19.0,28.5,SRSF6
PB.161551.38,Patient2,24,2,1277,1085,18794.048551292093,1843.3179723502303,20.0,14.0,SRSF6
PB.161551.38,Patient20,19,1,1888,1738,10063.559322033898,575.3739930955121,26.0,24.0,SRSF6
PB.161551.38,Patient21,101,4,1417,1328,71277.34650670431,3012.0481927710844,7.0,11.0,SRSF6
PB.161551.38,Patient22,9,0,1221,2106,7371.007371007371,0.0,29.0,28.5,SRSF6
PB.161551.38,Patient23,8,1,665,1159,12030.075187969926,862.8127696289905,25.0,18.0,SRSF6
PB.161551.38,Patient24,7,1,1059,1661,6610.0094428706325,602.0469596628537,30.0,23.0,SRSF6
PB.161551.38,Patient25,91,7,1372,1946,66326.5306122449,3597.1223021582737,9.0,7.0,SRSF6
PB.161551.38,Patient26,143,3,1690,1469,84615.38461538462,2042.2055820285907,6.0,13.0,SRSF6
PB.161551.38,Patient27,14,1,917,1439,15267.175572519083,694.9270326615705,22.0,22.0,SRSF6
PB.161551.38,Patient28,13,1,1473,1202,8825.526137135099,831.9467554076539,28.0,19.0,SRSF6
PB.161551.38,Patient29,10,0,1044,1857,9578.544061302682,0.0,27.0,28.5,SRSF6
PB.161551.38,Patient3,93,7,1987,2019,46804.22747861098,3467.0629024269438,13.0,9.0,SRSF6
PB.161551.38,Patient30,112,3,1658,1808,67551.26658624849,1659.2920353982302,8.0,15.0,SRSF6
PB.161551.38,Patient31,14,4,966,1858,14492.753623188406,2152.852529601722,23.0,12.0,SRSF6
PB.161551.38,Patient4,69,5,1554,1450,44401.5444015444,3448.2758620689656,14.0,10.0,SRSF6
PB.161551.38,Patient5,305,14,1993,1596,153035.6246864024,8771.929824561403,2.0,4.0,SRSF6
PB.161551.38,Patient6,27,0,1714,1602,15752.625437572928,0.0,21.0,28.5,SRSF6
PB.161551.38,Patient7,147,17,1705,1726,86217.00879765395,9849.362688296638,5.0,2.0,SRSF6
PB.161551.38,Patient8,110,8,1179,1359,93299.40627650551,5886.681383370125,4.0,5.0,SRSF6
PB.161551.38,Patient9,0,0,1493,1722,0.0,0.0,31.0,28.5,SRSF6
PB.161551.51,Patient1,0,0,1902,1717,0.0,0.0,22.0,25.0,SRSF6
PB.161551.51,Patient10,0,14,2180,1394,0.0,10043.041606886656,22.0,1.0,SRSF6
PB.161551.51,Patient11,3,5,2226,1367,1347.7088948787064,3657.6444769568398,8.0,5.0,SRSF6
PB.161551.51,Patient12,4,5,2004,1791,1996.0079840319358,2791.736460078169,5.0,7.0,SRSF6
PB.161551.51,Patient13,3,1,2495,2218,1202.4048096192384,450.8566275924256,9.0,18.0,SRSF6
PB.161551.51,Patient14,0,0,1161,1708,0.0,0.0,22.0,25.0,SRSF6
PB.161551.51,Patient15,0,10,1376,2573,0.0,3886.51379712398,22.0,4.0,SRSF6
PB.161551.51,Patient16,0,2,1395,1271,0.0,1573.5641227380015,22.0,11.0,SRSF6
PB.161551.51,Patient17,0,0,975,1227,0.0,0.0,22.0,25.0,SRSF6
PB.161551.51,Patient18,2,2,988,1387,2024.2914979757086,1441.9610670511895,4.0,12.0,SRSF6
PB.161551.51,Patient19,0,1,1229,1548,0.0,645.9948320413437,22.0,15.0,SRSF6
PB.161551.51,Patient2,1,0,1277,1085,783.0853563038371,0.0,12.0,25.0,SRSF6
PB.161551.51,Patient20,0,3,1888,1738,0.0,1726.121979286536,22.0,10.0,SRSF6
PB.161551.51,Patient21,2,1,1417,1328,1411.4326040931546,753.0120481927711,7.0,14.0,SRSF6
PB.161551.51,Patient22,0,0,1221,2106,0.0,0.0,22.0,25.0,SRSF6
PB.161551.51,Patient23,0,0,665,1159,0.0,0.0,22.0,25.0,SRSF6
PB.161551.51,Patient24,1,0,1059,1661,944.2870632672333,0.0,10.0,25.0,SRSF6
PB.161551.51,Patient25,0,7,1372,1946,0.0,3597.1223021582737,22.0,6.0,SRSF6
PB.161551.51,Patient26,17,8,1690,1469,10059.171597633136,5445.881552076242,1.0,2.0,SRSF6
PB.161551.51,Patient27,2,0,917,1439,2181.0250817884407,0.0,3.0,25.0,SRSF6
PB.161551.51,Patient28,0,0,1473,1202,0.0,0.0,22.0,25.0,SRSF6
PB.161551.51,Patient29,0,1,1044,1857,0.0,538.5029617662897,22.0,16.0,SRSF6
PB.161551.51,Patient3,3,1,1987,2019,1509.813789632612,495.2947003467063,6.0,17.0,SRSF6
PB.161551.51,Patient30,4,0,1658,1808,2412.5452352231605,0.0,2.0,25.0,SRSF6
PB.161551.51,Patient31,0,0,966,1858,0.0,0.0,22.0,25.0,SRSF6
PB.161551.51,Patient4,0,3,1554,1450,0.0,2068.9655172413795,22.0,8.0,SRSF6
PB.161551.51,Patient5,0,2,1993,1596,0.0,1253.1328320802004,22.0,13.0,SRSF6
PB.161551.51,Patient6,0,0,1714,1602,0.0,0.0,22.0,25.0,SRSF6
PB.161551.51,Patient7,0,3,1705,1726,0.0,1738.1228273464658,22.0,9.0,SRSF6
PB.161551.51,Patient8,1,6,1179,1359,848.1764206955047,4415.0110375275935,11.0,3.0,SRSF6
PB.161551.51,Patient9,0,0,1493,1722,0.0,0.0,22.0,25.0,SRSF6
PB.161551.53,Patient1,0,0,1902,1717,0.0,0.0,18.0,18.5,SRSF6
PB.161551.53,Patient10,20,29,2180,1394,9174.311926605506,20803.44332855093,2.0,1.0,SRSF6
PB.161551.53,Patient11,0,0,2226,1367,0.0,0.0,18.0,18.5,SRSF6
PB.161551.53,Patient12,0,0,2004,1791,0.0,0.0,18.0,18.5,SRSF6
PB.161551.53,Patient13,0,1,2495,2218,0.0,450.8566275924256,18.0,5.0,SRSF6
PB.161551.53,Patient14,0,0,1161,1708,0.0,0.0,18.0,18.5,SRSF6
PB.161551.53,Patient15,0,0,1376,2573,0.0,0.0,18.0,18.5,SRSF6
PB.161551.53,Patient16,0,0,1395,1271,0.0,0.0,18.0,18.5,SRSF6
PB.161551.53,Patient17,0,0,975,1227,0.0,0.0,18.0,18.5,SRSF6
PB.161551.53,Patient18,0,0,988,1387,0.0,0.0,18.0,18.5,SRSF6
PB.161551.53,Patient19,0,0,1229,1548,0.0,0.0,18.0,18.5,SRSF6
PB.161551.53,Patient2,0,0,1277,1085,0.0,0.0,18.0,18.5,SRSF6
PB.161551.53,Patient20,0,0,1888,1738,0.0,0.0,18.0,18.5,SRSF6
PB.161551.53,Patient21,0,0,1417,1328,0.0,0.0,18.0,18.5,SRSF6
PB.161551.53,Patient22,0,0,1221,2106,0.0,0.0,18.0,18.5,SRSF6
PB.161551.53,Patient23,0,0,665,1159,0.0,0.0,18.0,18.5,SRSF6
PB.161551.53,Patient24,0,0,1059,1661,0.0,0.0,18.0,18.5,SRSF6
PB.161551.53,Patient25,0,0,1372,1946,0.0,0.0,18.0,18.5,SRSF6
PB.161551.53,Patient26,0,0,1690,1469,0.0,0.0,18.0,18.5,SRSF6
PB.161551.53,Patient27,0,0,917,1439,0.0,0.0,18.0,18.5,SRSF6
PB.161551.53,Patient28,0,0,1473,1202,0.0,0.0,18.0,18.5,SRSF6
PB.161551.53,Patient29,0,0,1044,1857,0.0,0.0,18.0,18.5,SRSF6
PB.161551.53,Patient3,0,0,1987,2019,0.0,0.0,18.0,18.5,SRSF6
PB.161551.53,Patient30,99,30,1658,1808,59710.49457177322,16592.920353982303,1.0,2.0,SRSF6
PB.161551.53,Patient31,2,0,966,1858,2070.393374741201,0.0,4.0,18.5,SRSF6
PB.161551.53,Patient4,0,1,1554,1450,0.0,689.655172413793,18.0,4.0,SRSF6
PB.161551.53,Patient5,10,9,1993,1596,5017.5614651279475,5639.097744360902,3.0,3.0,SRSF6
PB.161551.53,Patient6,0,0,1714,1602,0.0,0.0,18.0,18.5,SRSF6
PB.161551.53,Patient7,0,0,1705,1726,0.0,0.0,18.0,18.5,SRSF6
PB.161551.53,Patient8,0,0,1179,1359,0.0,0.0,18.0,18.5,SRSF6
PB.161551.53,Patient9,0,0,1493,1722,0.0,0.0,18.0,18.5,SRSF6
PB.161551.569,Patient1,0,0,1902,1717,0.0,0.0,22.0,20.5,SRSF6
PB.161551.569,Patient10,0,0,2180,1394,0.0,0.0,22.0,20.5,SRSF6
PB.161551.569,Patient11,0,0,2226,1367,0.0,0.0,22.0,20.5,SRSF6
PB.161551.569,Patient12,0,0,2004,1791,0.0,0.0,22.0,20.5,SRSF6
PB.161551.569,Patient13,0,0,2495,2218,0.0,0.0,22.0,20.5,SRSF6
PB.161551.569,Patient14,0,0,1161,1708,0.0,0.0,22.0,20.5,SRSF6
PB.161551.569,Patient15,2,3,1376,2573,1453.4883720930231,1165.954139137194,6.0,5.0,SRSF6
PB.161551.569,Patient16,2,1,1395,1271,1433.6917562724013,786.7820613690008,7.0,6.0,SRSF6
PB.161551.569,Patient17,1,0,975,1227,1025.6410256410256,0.0,8.0,20.5,SRSF6
PB.161551.569,Patient18,0,0,988,1387,0.0,0.0,22.0,20.5,SRSF6
PB.161551.569,Patient19,1,1,1229,1548,813.6696501220504,645.9948320413437,9.0,7.0,SRSF6
PB.161551.569,Patient2,1,0,1277,1085,783.0853563038371,0.0,10.0,20.5,SRSF6
PB.161551.569,Patient20,0,0,1888,1738,0.0,0.0,22.0,20.5,SRSF6
PB.161551.569,Patient21,0,0,1417,1328,0.0,0.0,22.0,20.5,SRSF6
PB.161551.569,Patient22,4,6,1221,2106,3276.0032760032764,2849.002849002849,3.0,1.0,SRSF6
PB.161551.569,Patient23,0,0,665,1159,0.0,0.0,22.0,20.5,SRSF6
PB.161551.569,Patient24,0,0,1059,1661,0.0,0.0,22.0,20.5,SRSF6
PB.161551.569,Patient25,4,1,1372,1946,2915.451895043732,513.874614594039,4.0,9.0,SRSF6
PB.161551.569,Patient26,9,2,1690,1469,5325.443786982249,1361.4703880190605,2.0,4.0,SRSF6
PB.161551.569,Patient27,12,2,917,1439,13086.150490730643,1389.854065323141,1.0,3.0,SRSF6
PB.161551.569,Patient28,0,0,1473,1202,0.0,0.0,22.0,20.5,SRSF6
PB.161551.569,Patient29,3,3,1044,1857,2873.5632183908046,1615.5088852988692,5.0,2.0,SRSF6
PB.161551.569,Patient3,0,0,1987,2019,0.0,0.0,22.0,20.5,SRSF6
PB.161551.569,Patient30,0,0,1658,1808,0.0,0.0,22.0,20.5,SRSF6
PB.161551.569,Patient31,0,0,966,1858,0.0,0.0,22.0,20.5,SRSF6
PB.161551.569,Patient4,0,0,1554,1450,0.0,0.0,22.0,20.5,SRSF6
PB.161551.569,Patient5,1,1,1993,1596,501.75614651279477,626.5664160401002,12.0,8.0,SRSF6
PB.161551.569,Patient6,1,0,1714,1602,583.4305717619603,0.0,11.0,20.5,SRSF6
PB.161551.569,Patient7,0,0,1705,1726,0.0,0.0,22.0,20.5,SRSF6
PB.161551.569,Patient8,0,0,1179,1359,0.0,0.0,22.0,20.5,SRSF6
PB.161551.569,Patient9,0,0,1493,1722,0.0,0.0,22.0,20.5,SRSF6
PB.161551.572,Patient1,1,3,1902,1717,525.7623554153522,1747.2335468841002,17.0,3.0,SRSF6
PB.161551.572,Patient10,2,0,2180,1394,917.4311926605506,0.0,11.0,24.0,SRSF6
PB.161551.572,Patient11,3,1,2226,1367,1347.7088948787064,731.528895391368,6.0,15.0,SRSF6
PB.161551.572,Patient12,0,0,2004,1791,0.0,0.0,24.5,24.0,SRSF6
PB.161551.572,Patient13,0,0,2495,2218,0.0,0.0,24.5,24.0,SRSF6
PB.161551.572,Patient14,1,2,1161,1708,861.3264427217915,1170.9601873536299,12.0,7.0,SRSF6
PB.161551.572,Patient15,1,3,1376,2573,726.7441860465116,1165.954139137194,14.0,8.0,SRSF6
PB.161551.572,Patient16,1,1,1395,1271,716.8458781362007,786.7820613690008,15.0,14.0,SRSF6
PB.161551.572,Patient17,0,2,975,1227,0.0,1629.9918500407498,24.5,4.0,SRSF6
PB.161551.572,Patient18,0,0,988,1387,0.0,0.0,24.5,24.0,SRSF6
PB.161551.572,Patient19,7,2,1229,1548,5695.6875508543535,1291.9896640826873,2.0,6.0,SRSF6
PB.161551.572,Patient2,1,4,1277,1085,783.0853563038371,3686.6359447004606,13.0,1.0,SRSF6
PB.161551.572,Patient20,1,5,1888,1738,529.6610169491526,2876.8699654775605,16.0,2.0,SRSF6
PB.161551.572,Patient21,0,0,1417,1328,0.0,0.0,24.5,24.0,SRSF6
PB.161551.572,Patient22,0,0,1221,2106,0.0,0.0,24.5,24.0,SRSF6
PB.161551.572,Patient23,0,0,665,1159,0.0,0.0,24.5,24.0,SRSF6
PB.161551.572,Patient24,0,0,1059,1661,0.0,0.0,24.5,24.0,SRSF6
PB.161551.572,Patient25,2,2,1372,1946,1457.725947521866,1027.749229188078,5.0,12.0,SRSF6
PB.161551.572,Patient26,0,0,1690,1469,0.0,0.0,24.5,24.0,SRSF6
PB.161551.572,Patient27,10,2,917,1439,10905.125408942204,1389.854065323141,1.0,5.0,SRSF6
PB.161551.572,Patient28,3,1,1473,1202,2036.6598778004072,831.9467554076539,4.0,13.0,SRSF6
PB.161551.572,Patient29,1,2,1044,1857,957.8544061302681,1077.0059235325793,10.0,10.0,SRSF6
PB.161551.572,Patient3,0,1,1987,2019,0.0,495.2947003467063,24.5,16.0,SRSF6
PB.161551.572,Patient30,0,0,1658,1808,0.0,0.0,24.5,24.0,SRSF6
PB.161551.572,Patient31,2,2,966,1858,2070.393374741201,1076.426264800861,3.0,11.0,SRSF6
PB.161551.572,Patient4,2,0,1554,1450,1287.001287001287,0.0,8.0,24.0,SRSF6
PB.161551.572,Patient5,2,0,1993,1596,1003.5122930255895,0.0,9.0,24.0,SRSF6
PB.161551.572,Patient6,0,0,1714,1602,0.0,0.0,24.5,24.0,SRSF6
PB.161551.572,Patient7,0,0,1705,1726,0.0,0.0,24.5,24.0,SRSF6
PB.161551.572,Patient8,0,0,1179,1359,0.0,0.0,24.5,24.0,SRSF6
PB.161551.572,Patient9,2,2,1493,1722,1339.5847287340923,1161.4401858304298,7.0,9.0,SRSF6
PB.161551.582,Patient1,3,1,1902,1717,1577.2870662460568,582.4111822947001,10.0,12.0,SRSF6
PB.161551.582,Patient10,0,0,2180,1394,0.0,0.0,22.5,23.0,SRSF6
PB.161551.582,Patient11,4,2,2226,1367,1796.9451931716083,1463.057790782736,9.0,8.0,SRSF6
PB.161551.582,Patient12,0,1,2004,1791,0.0,558.3472920156337,22.5,13.0,SRSF6
PB.161551.582,Patient13,0,1,2495,2218,0.0,450.8566275924256,22.5,14.0,SRSF6
PB.161551.582,Patient14,0,0,1161,1708,0.0,0.0,22.5,23.0,SRSF6
PB.161551.582,Patient15,4,3,1376,2573,2906.9767441860463,1165.954139137194,6.0,9.0,SRSF6
PB.161551.582,Patient16,9,5,1395,1271,6451.612903225807,3933.910306845004,2.0,1.0,SRSF6
PB.161551.582,Patient17,3,1,975,1227,3076.923076923077,814.9959250203749,5.0,10.0,SRSF6
PB.161551.582,Patient18,5,0,988,1387,5060.728744939272,0.0,3.0,23.0,SRSF6
PB.161551.582,Patient19,1,3,1229,1548,813.6696501220504,1937.984496124031,13.0,5.0,SRSF6
PB.161551.582,Patient2,0,0,1277,1085,0.0,0.0,22.5,23.0,SRSF6
PB.161551.582,Patient20,0,0,1888,1738,0.0,0.0,22.5,23.0,SRSF6
PB.161551.582,Patient21,4,4,1417,1328,2822.8652081863092,3012.0481927710844,7.0,2.0,SRSF6
PB.161551.582,Patient22,0,0,1221,2106,0.0,0.0,22.5,23.0,SRSF6
PB.161551.582,Patient23,0,0,665,1159,0.0,0.0,22.5,23.0,SRSF6
PB.161551.582,Patient24,0,0,1059,1661,0.0,0.0,22.5,23.0,SRSF6
PB.161551.582,Patient25,0,0,1372,1946,0.0,0.0,22.5,23.0,SRSF6
PB.161551.582,Patient26,6,3,1690,1469,3550.2958579881656,2042.2055820285907,4.0,4.0,SRSF6
PB.161551.582,Patient27,14,4,917,1439,15267.175572519083,2779.708130646282,1.0,3.0,SRSF6
PB.161551.582,Patient28,0,0,1473,1202,0.0,0.0,22.5,23.0,SRSF6
PB.161551.582,Patient29,0,0,1044,1857,0.0,0.0,22.5,23.0,SRSF6
PB.161551.582,Patient3,0,0,1987,2019,0.0,0.0,22.5,23.0,SRSF6
PB.161551.582,Patient30,3,3,1658,1808,1809.4089264173704,1659.2920353982302,8.0,7.0,SRSF6
PB.161551.582,Patient31,0,0,966,1858,0.0,0.0,22.5,23.0,SRSF6
PB.161551.582,Patient4,2,1,1554,1450,1287.001287001287,689.655172413793,11.0,11.0,SRSF6
PB.161551.582,Patient5,0,0,1993,1596,0.0,0.0,22.5,23.0,SRSF6
PB.161551.582,Patient6,2,3,1714,1602,1166.8611435239206,1872.6591760299625,12.0,6.0,SRSF6
PB.161551.582,Patient7,0,0,1705,1726,0.0,0.0,22.5,23.0,SRSF6
PB.161551.582,Patient8,0,0,1179,1359,0.0,0.0,22.5,23.0,SRSF6
PB.161551.582,Patient9,0,0,1493,1722,0.0,0.0,22.5,23.0,SRSF6
PB.161551.598,Patient1,0,0,1902,1717,0.0,0.0,18.5,20.5,SRSF6
PB.161551.598,Patient10,0,0,2180,1394,0.0,0.0,18.5,20.5,SRSF6
PB.161551.598,Patient11,0,0,2226,1367,0.0,0.0,18.5,20.5,SRSF6
PB.161551.598,Patient12,0,0,2004,1791,0.0,0.0,18.5,20.5,SRSF6
PB.161551.598,Patient13,0,0,2495,2218,0.0,0.0,18.5,20.5,SRSF6
PB.161551.598,Patient14,0,1,1161,1708,0.0,585.4800936768149,18.5,7.0,SRSF6
PB.161551.598,Patient15,0,0,1376,2573,0.0,0.0,18.5,20.5,SRSF6
PB.161551.598,Patient16,0,0,1395,1271,0.0,0.0,18.5,20.5,SRSF6
PB.161551.598,Patient17,0,0,975,1227,0.0,0.0,18.5,20.5,SRSF6
PB.161551.598,Patient18,0,0,988,1387,0.0,0.0,18.5,20.5,SRSF6
PB.161551.598,Patient19,0,0,1229,1548,0.0,0.0,18.5,20.5,SRSF6
PB.161551.598,Patient2,0,0,1277,1085,0.0,0.0,18.5,20.5,SRSF6
PB.161551.598,Patient20,4,2,1888,1738,2118.64406779661,1150.7479861910242,3.0,4.0,SRSF6
PB.161551.598,Patient21,0,0,1417,1328,0.0,0.0,18.5,20.5,SRSF6
PB.161551.598,Patient22,1,1,1221,2106,819.0008190008191,474.8338081671415,5.0,9.0,SRSF6
PB.161551.598,Patient23,0,0,665,1159,0.0,0.0,18.5,20.5,SRSF6
PB.161551.598,Patient24,0,0,1059,1661,0.0,0.0,18.5,20.5,SRSF6
PB.161551.598,Patient25,0,0,1372,1946,0.0,0.0,18.5,20.5,SRSF6
PB.161551.598,Patient26,0,3,1690,1469,0.0,2042.2055820285907,18.5,2.0,SRSF6
PB.161551.598,Patient27,11,1,917,1439,11995.637949836422,694.9270326615705,1.0,6.0,SRSF6
PB.161551.598,Patient28,0,0,1473,1202,0.0,0.0,18.5,20.5,SRSF6
PB.161551.598,Patient29,5,5,1044,1857,4789.272030651341,2692.5148088314486,2.0,1.0,SRSF6
PB.161551.598,Patient3,0,1,1987,2019,0.0,495.2947003467063,18.5,8.0,SRSF6
PB.161551.598,Patient30,0,0,1658,1808,0.0,0.0,18.5,20.5,SRSF6
PB.161551.598,Patient31,0,2,966,1858,0.0,1076.426264800861,18.5,5.0,SRSF6
PB.161551.598,Patient4,0,0,1554,1450,0.0,0.0,18.5,20.5,SRSF6
PB.161551.598,Patient5,2,3,1993,1596,1003.5122930255895,1879.6992481203006,4.0,3.0,SRSF6
