Isoform	Sample	cyclo_count	noncyclo_count	total_cyclo	total_noncyclo	Cyclo_TPM	Noncyclo_TPM	Cyclo_TPM_Rank	Noncyclo_TPM_Rank	Cyclo_TPM_Median	Noncyclo_TPM_Median	Cyclo_TPM_Mean	Noncyclo_TPM_Mean	associated_gene	gene_cyclo_count	gene_noncyclo_count	isoform_cyclo_proportion	isoform_noncyclo_proportion	Avg_Noncyclo_TPM	SD_Noncyclo_TPM	Noncyclo_TPM_Z_Score	test_statistic	z_score_of_test_stat	rank_top_99_9_percentile	rank_top_99_5_percentile	rank_top_99_percentile	rank_top_98_percentile	rank_top_95_percentile	Phenotypes
PB.161551.22	Patient5	0	19	1596	1993	0.0	9533.366783743102	25.5	2.0	813.6696501220504	0.0	1372.4935552085096	1686.99992983565	SRSF6	354.0	682.0	0.0	0.02785923753665689	1686.99992983565	3537.709489716852	2.217922889574365	-0.3348336327475777	2.4353779761791414						
PB.161551.22	Patient7	2	8	1726	1705	1158.7485515643104	4692.08211143695	12.0	6.0	813.6696501220504	0.0	1372.4935552085096	1686.99992983565	SRSF6	262.0	375.0	0.007633587786259542	0.021333333333333333	1686.99992983565	3537.709489716852	0.8494428924523755	-1.3574350568239284	2.2469797771769104						
PB.161551.22	Patient8	0	11	1359	1179	0.0	9329.94062765055	25.5	4.0	813.6696501220504	0.0	1372.4935552085096	1686.99992983565	SRSF6	217.0	262.0	0.0	0.04198473282442748	1686.99992983565	3537.709489716852	2.16042066767518	-0.3659482364835067	2.4296456007213116						
PB.161551.263	Patient28	69	81	1473	1202	46843.17718940937	67387.68718801996	1.0	1.0	0.0	0.0	1541.5311049250517	2173.7963609038698	SRSF6	299.0	165.0	0.23076923076923078	0.4909090909090909	2173.7963609038698	12103.185910290156	5.388159060803246	16.04021880022073	5.5677643628300215	1.0	1.0	1.0	1.0	1.0	
PB.161551.31	Patient11	12	19	1367	2226	8778.346744696415	8535.489667565138	4.0	2.0	3036.4372469635628	1843.3179723502303	3514.1734442160996	2625.086178446902	SRSF6	299.0	1145.0	0.04013377926421405	0.016593886462882096	2625.086178446902	2971.02755035516	1.9893465775541865	-4.384566709219965	0.4023972739700473						
PB.161551.31	Patient13	7	8	2218	2495	3155.9963931469792	3206.4128256513027	15.0	11.0	3036.4372469635628	1843.3179723502303	3514.1734442160996	2625.086178446902	SRSF6	387.0	696.0	0.01808785529715762	0.011494252873563218	2625.086178446902	2971.02755035516	0.19566518228176918	-19.658269931086902	0.1535574081673926						
PB.161551.31	Patient15	10	10	1376	2573	7267.441860465116	3886.51379712398	6.0	7.0	3036.4372469635628	1843.3179723502303	3514.1734442160996	2625.086178446902	SRSF6	324.0	294.0	0.030864197530864196	0.034013605442176874	2625.086178446902	2971.02755035516	0.42457621051891137	-16.657701273858127	0.2024428088557788						
PB.161551.31	Patient16	0	5	1395	1271	0.0	3933.910306845004	27.5	6.0	3036.4372469635628	1843.3179723502303	3514.1734442160996	2625.086178446902	SRSF6	93.0	54.0	0.0	0.09259259259259259	2625.086178446902	2971.02755035516	0.44052911197058525	-16.468618100709325	0.20552336049073042						
PB.161551.31	Patient18	3	11	988	1387	3036.4372469635628	7930.785868781542	16.0	4.0	3036.4372469635628	1843.3179723502303	3514.1734442160996	2625.086178446902	SRSF6	157.0	82.0	0.01910828025477707	0.13414634146341464	2625.086178446902	2971.02755035516	1.785813022736996	-5.530956838032996	0.3837202339839022						
PB.161551.31	Patient25	5	22	1372	1946	3644.3148688046645	11305.24152106886	12.0	1.0	3036.4372469635628	1843.3179723502303	3514.1734442160996	2625.086178446902	SRSF6	341.0	346.0	0.01466275659824047	0.06358381502890173	2625.086178446902	2971.02755035516	2.921600421236189	4.384566709219966	0.5452643934467503						
