Isoform,Sample,cyclo_count,noncyclo_count,total_cyclo,total_noncyclo,Cyclo_TPM,Noncyclo_TPM,Cyclo_TPM_Rank,Noncyclo_TPM_Rank,Cyclo_TPM_Median,Noncyclo_TPM_Median,Cyclo_TPM_Mean,Noncyclo_TPM_Mean,associated_gene
PB.161551.38,Patient30,112,3,1658,1808,67551.26658624849,1659.2920353982302,3.0,17.0,12307.692307692309,1843.3179723502303,24056.45237058164,27881.244818305102,SRSF6
PB.161551.38,Patient31,14,4,966,1858,14492.753623188406,2152.852529601722,15.0,14.0,12307.692307692309,1843.3179723502303,24056.45237058164,27881.244818305102,SRSF6
PB.161551.38,Patient4,69,5,1554,1450,44401.5444015444,3448.2758620689656,7.0,12.0,12307.692307692309,1843.3179723502303,24056.45237058164,27881.244818305102,SRSF6
PB.161551.38,Patient5,14,305,1596,1993,8771.929824561403,153035.6246864024,24.0,2.0,12307.692307692309,1843.3179723502303,24056.45237058164,27881.244818305102,SRSF6
PB.161551.38,Patient6,0,27,1602,1714,0.0,15752.625437572928,30.5,8.0,12307.692307692309,1843.3179723502303,24056.45237058164,27881.244818305102,SRSF6
PB.161551.38,Patient7,17,147,1726,1705,9849.362688296638,86217.00879765395,20.0,5.0,12307.692307692309,1843.3179723502303,24056.45237058164,27881.244818305102,SRSF6
PB.161551.38,Patient8,8,110,1359,1179,5886.681383370125,93299.40627650551,27.0,4.0,12307.692307692309,1843.3179723502303,24056.45237058164,27881.244818305102,SRSF6
PB.161551.38,Patient9,0,0,1722,1493,0.0,0.0,30.5,29.0,12307.692307692309,1843.3179723502303,24056.45237058164,27881.244818305102,SRSF6
PB.161551.51,Patient1,0,0,1902,1717,0.0,0.0,23.5,23.5,0.0,0.0,1473.3934869156656,889.2655802983257,SRSF6
PB.161551.51,Patient10,14,0,1394,2180,10043.041606886656,0.0,2.0,23.5,0.0,0.0,1473.3934869156656,889.2655802983257,SRSF6
PB.161551.51,Patient11,5,3,1367,2226,3657.6444769568398,1347.7088948787064,4.0,9.0,0.0,0.0,1473.3934869156656,889.2655802983257,SRSF6
PB.161551.51,Patient12,5,4,1791,2004,2791.736460078169,1996.0079840319358,5.0,5.0,0.0,0.0,1473.3934869156656,889.2655802983257,SRSF6
PB.161551.51,Patient13,1,3,2218,2495,450.8566275924256,1202.4048096192384,15.0,10.0,0.0,0.0,1473.3934869156656,889.2655802983257,SRSF6
PB.161551.51,Patient14,0,0,1161,1708,0.0,0.0,23.5,23.5,0.0,0.0,1473.3934869156656,889.2655802983257,SRSF6
PB.161551.51,Patient15,0,10,1376,2573,0.0,3886.51379712398,23.5,2.0,0.0,0.0,1473.3934869156656,889.2655802983257,SRSF6
PB.161551.51,Patient16,0,2,1395,1271,0.0,1573.5641227380015,23.5,7.0,0.0,0.0,1473.3934869156656,889.2655802983257,SRSF6
PB.161551.51,Patient17,0,0,975,1227,0.0,0.0,23.5,23.5,0.0,0.0,1473.3934869156656,889.2655802983257,SRSF6
PB.161551.51,Patient18,2,2,988,1387,2024.2914979757086,1441.9610670511895,8.0,8.0,0.0,0.0,1473.3934869156656,889.2655802983257,SRSF6
PB.161551.51,Patient19,0,1,1229,1548,0.0,645.9948320413437,23.5,13.0,0.0,0.0,1473.3934869156656,889.2655802983257,SRSF6
PB.161551.51,Patient2,1,0,1277,1085,783.0853563038371,0.0,14.0,23.5,0.0,0.0,1473.3934869156656,889.2655802983257,SRSF6
PB.161551.51,Patient20,0,3,1888,1738,0.0,1726.121979286536,23.5,6.0,0.0,0.0,1473.3934869156656,889.2655802983257,SRSF6
PB.161551.51,Patient21,2,1,1417,1328,1411.4326040931546,753.0120481927711,11.0,12.0,0.0,0.0,1473.3934869156656,889.2655802983257,SRSF6
PB.161551.51,Patient22,0,0,1221,2106,0.0,0.0,23.5,23.5,0.0,0.0,1473.3934869156656,889.2655802983257,SRSF6
PB.161551.51,Patient23,0,0,665,1159,0.0,0.0,23.5,23.5,0.0,0.0,1473.3934869156656,889.2655802983257,SRSF6
PB.161551.51,Patient24,1,0,1059,1661,944.2870632672333,0.0,13.0,23.5,0.0,0.0,1473.3934869156656,889.2655802983257,SRSF6
PB.161551.51,Patient25,0,7,1372,1946,0.0,3597.1223021582737,23.5,3.0,0.0,0.0,1473.3934869156656,889.2655802983257,SRSF6
PB.161551.51,Patient26,17,8,1690,1469,10059.171597633136,5445.881552076242,1.0,1.0,0.0,0.0,1473.3934869156656,889.2655802983257,SRSF6
PB.161551.51,Patient27,2,0,917,1439,2181.0250817884407,0.0,7.0,23.5,0.0,0.0,1473.3934869156656,889.2655802983257,SRSF6
PB.161551.51,Patient28,0,0,1473,1202,0.0,0.0,23.5,23.5,0.0,0.0,1473.3934869156656,889.2655802983257,SRSF6
PB.161551.51,Patient29,0,1,1044,1857,0.0,538.5029617662897,23.5,14.0,0.0,0.0,1473.3934869156656,889.2655802983257,SRSF6
PB.161551.51,Patient3,3,1,1987,2019,1509.813789632612,495.2947003467063,10.0,15.0,0.0,0.0,1473.3934869156656,889.2655802983257,SRSF6
PB.161551.51,Patient30,4,0,1658,1808,2412.5452352231605,0.0,6.0,23.5,0.0,0.0,1473.3934869156656,889.2655802983257,SRSF6
PB.161551.51,Patient31,0,0,966,1858,0.0,0.0,23.5,23.5,0.0,0.0,1473.3934869156656,889.2655802983257,SRSF6
PB.161551.51,Patient4,0,3,1554,1450,0.0,2068.9655172413795,23.5,4.0,0.0,0.0,1473.3934869156656,889.2655802983257,SRSF6
PB.161551.51,Patient5,2,0,1596,1993,1253.1328320802004,0.0,12.0,23.5,0.0,0.0,1473.3934869156656,889.2655802983257,SRSF6
PB.161551.51,Patient6,0,0,1602,1714,0.0,0.0,23.5,23.5,0.0,0.0,1473.3934869156656,889.2655802983257,SRSF6
PB.161551.51,Patient7,3,0,1726,1705,1738.1228273464658,0.0,9.0,23.5,0.0,0.0,1473.3934869156656,889.2655802983257,SRSF6
PB.161551.51,Patient8,6,1,1359,1179,4415.0110375275935,848.1764206955047,3.0,11.0,0.0,0.0,1473.3934869156656,889.2655802983257,SRSF6
PB.161551.51,Patient9,0,0,1722,1493,0.0,0.0,23.5,23.5,0.0,0.0,1473.3934869156656,889.2655802983257,SRSF6
PB.161551.53,Patient1,0,0,1902,1717,0.0,0.0,18.5,18.0,0.0,0.0,2860.4608273231834,1015.3048038106307,SRSF6
PB.161551.53,Patient10,29,20,1394,2180,20803.44332855093,9174.311926605506,2.0,2.0,0.0,0.0,2860.4608273231834,1015.3048038106307,SRSF6
PB.161551.53,Patient11,0,0,1367,2226,0.0,0.0,18.5,18.0,0.0,0.0,2860.4608273231834,1015.3048038106307,SRSF6
PB.161551.53,Patient12,0,0,1791,2004,0.0,0.0,18.5,18.0,0.0,0.0,2860.4608273231834,1015.3048038106307,SRSF6
PB.161551.53,Patient13,1,0,2218,2495,450.8566275924256,0.0,5.0,18.0,0.0,0.0,2860.4608273231834,1015.3048038106307,SRSF6
PB.161551.53,Patient14,0,0,1161,1708,0.0,0.0,18.5,18.0,0.0,0.0,2860.4608273231834,1015.3048038106307,SRSF6
PB.161551.53,Patient15,0,0,1376,2573,0.0,0.0,18.5,18.0,0.0,0.0,2860.4608273231834,1015.3048038106307,SRSF6
PB.161551.53,Patient16,0,0,1395,1271,0.0,0.0,18.5,18.0,0.0,0.0,2860.4608273231834,1015.3048038106307,SRSF6
PB.161551.53,Patient17,0,0,975,1227,0.0,0.0,18.5,18.0,0.0,0.0,2860.4608273231834,1015.3048038106307,SRSF6
PB.161551.53,Patient18,0,0,988,1387,0.0,0.0,18.5,18.0,0.0,0.0,2860.4608273231834,1015.3048038106307,SRSF6
PB.161551.53,Patient19,0,0,1229,1548,0.0,0.0,18.5,18.0,0.0,0.0,2860.4608273231834,1015.3048038106307,SRSF6
PB.161551.53,Patient2,0,0,1277,1085,0.0,0.0,18.5,18.0,0.0,0.0,2860.4608273231834,1015.3048038106307,SRSF6
PB.161551.53,Patient20,0,0,1888,1738,0.0,0.0,18.5,18.0,0.0,0.0,2860.4608273231834,1015.3048038106307,SRSF6
PB.161551.53,Patient21,0,0,1417,1328,0.0,0.0,18.5,18.0,0.0,0.0,2860.4608273231834,1015.3048038106307,SRSF6
PB.161551.53,Patient22,0,0,1221,2106,0.0,0.0,18.5,18.0,0.0,0.0,2860.4608273231834,1015.3048038106307,SRSF6
PB.161551.53,Patient23,0,0,665,1159,0.0,0.0,18.5,18.0,0.0,0.0,2860.4608273231834,1015.3048038106307,SRSF6
PB.161551.53,Patient24,0,0,1059,1661,0.0,0.0,18.5,18.0,0.0,0.0,2860.4608273231834,1015.3048038106307,SRSF6
PB.161551.53,Patient25,0,0,1372,1946,0.0,0.0,18.5,18.0,0.0,0.0,2860.4608273231834,1015.3048038106307,SRSF6
PB.161551.53,Patient26,0,0,1690,1469,0.0,0.0,18.5,18.0,0.0,0.0,2860.4608273231834,1015.3048038106307,SRSF6
PB.161551.53,Patient27,0,0,917,1439,0.0,0.0,18.5,18.0,0.0,0.0,2860.4608273231834,1015.3048038106307,SRSF6
PB.161551.53,Patient28,0,0,1473,1202,0.0,0.0,18.5,18.0,0.0,0.0,2860.4608273231834,1015.3048038106307,SRSF6
PB.161551.53,Patient29,0,0,1044,1857,0.0,0.0,18.5,18.0,0.0,0.0,2860.4608273231834,1015.3048038106307,SRSF6
PB.161551.53,Patient3,0,0,1987,2019,0.0,0.0,18.5,18.0,0.0,0.0,2860.4608273231834,1015.3048038106307,SRSF6
PB.161551.53,Patient30,99,30,1658,1808,59710.49457177322,16592.920353982303,1.0,1.0,0.0,0.0,2860.4608273231834,1015.3048038106307,SRSF6
PB.161551.53,Patient31,2,0,966,1858,2070.393374741201,0.0,4.0,18.0,0.0,0.0,2860.4608273231834,1015.3048038106307,SRSF6
PB.161551.53,Patient4,0,1,1554,1450,0.0,689.655172413793,18.5,4.0,0.0,0.0,2860.4608273231834,1015.3048038106307,SRSF6
PB.161551.53,Patient5,9,10,1596,1993,5639.097744360902,5017.5614651279475,3.0,3.0,0.0,0.0,2860.4608273231834,1015.3048038106307,SRSF6
PB.161551.53,Patient6,0,0,1602,1714,0.0,0.0,18.5,18.0,0.0,0.0,2860.4608273231834,1015.3048038106307,SRSF6
PB.161551.53,Patient7,0,0,1726,1705,0.0,0.0,18.5,18.0,0.0,0.0,2860.4608273231834,1015.3048038106307,SRSF6
PB.161551.53,Patient8,0,0,1359,1179,0.0,0.0,18.5,18.0,0.0,0.0,2860.4608273231834,1015.3048038106307,SRSF6
PB.161551.53,Patient9,0,0,1722,1493,0.0,0.0,18.5,18.0,0.0,0.0,2860.4608273231834,1015.3048038106307,SRSF6
PB.161551.569,Patient1,0,0,1902,1717,0.0,0.0,21.5,21.0,0.0,0.0,1084.2824272136497,368.18156622775007,SRSF6
PB.161551.569,Patient10,0,0,1394,2180,0.0,0.0,21.5,21.0,0.0,0.0,1084.2824272136497,368.18156622775007,SRSF6
PB.161551.569,Patient11,0,0,1367,2226,0.0,0.0,21.5,21.0,0.0,0.0,1084.2824272136497,368.18156622775007,SRSF6
PB.161551.569,Patient12,0,0,1791,2004,0.0,0.0,21.5,21.0,0.0,0.0,1084.2824272136497,368.18156622775007,SRSF6
PB.161551.569,Patient13,0,0,2218,2495,0.0,0.0,21.5,21.0,0.0,0.0,1084.2824272136497,368.18156622775007,SRSF6
PB.161551.569,Patient14,0,0,1161,1708,0.0,0.0,21.5,21.0,0.0,0.0,1084.2824272136497,368.18156622775007,SRSF6
PB.161551.569,Patient15,2,3,1376,2573,1453.4883720930231,1165.954139137194,6.0,5.0,0.0,0.0,1084.2824272136497,368.18156622775007,SRSF6
PB.161551.569,Patient16,2,1,1395,1271,1433.6917562724013,786.7820613690008,7.0,6.0,0.0,0.0,1084.2824272136497,368.18156622775007,SRSF6
PB.161551.569,Patient17,1,0,975,1227,1025.6410256410256,0.0,8.0,21.0,0.0,0.0,1084.2824272136497,368.18156622775007,SRSF6
PB.161551.569,Patient18,0,0,988,1387,0.0,0.0,21.5,21.0,0.0,0.0,1084.2824272136497,368.18156622775007,SRSF6
PB.161551.569,Patient19,1,1,1229,1548,813.6696501220504,645.9948320413437,9.0,7.0,0.0,0.0,1084.2824272136497,368.18156622775007,SRSF6
PB.161551.569,Patient2,1,0,1277,1085,783.0853563038371,0.0,10.0,21.0,0.0,0.0,1084.2824272136497,368.18156622775007,SRSF6
PB.161551.569,Patient20,0,0,1888,1738,0.0,0.0,21.5,21.0,0.0,0.0,1084.2824272136497,368.18156622775007,SRSF6
PB.161551.569,Patient21,0,0,1417,1328,0.0,0.0,21.5,21.0,0.0,0.0,1084.2824272136497,368.18156622775007,SRSF6
PB.161551.569,Patient22,4,6,1221,2106,3276.0032760032764,2849.002849002849,3.0,1.0,0.0,0.0,1084.2824272136497,368.18156622775007,SRSF6
PB.161551.569,Patient23,0,0,665,1159,0.0,0.0,21.5,21.0,0.0,0.0,1084.2824272136497,368.18156622775007,SRSF6
PB.161551.569,Patient24,0,0,1059,1661,0.0,0.0,21.5,21.0,0.0,0.0,1084.2824272136497,368.18156622775007,SRSF6
PB.161551.569,Patient25,4,1,1372,1946,2915.451895043732,513.874614594039,4.0,9.0,0.0,0.0,1084.2824272136497,368.18156622775007,SRSF6
PB.161551.569,Patient26,9,2,1690,1469,5325.443786982249,1361.4703880190605,2.0,4.0,0.0,0.0,1084.2824272136497,368.18156622775007,SRSF6
PB.161551.569,Patient27,12,2,917,1439,13086.150490730643,1389.854065323141,1.0,3.0,0.0,0.0,1084.2824272136497,368.18156622775007,SRSF6
PB.161551.569,Patient28,0,0,1473,1202,0.0,0.0,21.5,21.0,0.0,0.0,1084.2824272136497,368.18156622775007,SRSF6
PB.161551.569,Patient29,3,3,1044,1857,2873.5632183908046,1615.5088852988692,5.0,2.0,0.0,0.0,1084.2824272136497,368.18156622775007,SRSF6
PB.161551.569,Patient3,0,0,1987,2019,0.0,0.0,21.5,21.0,0.0,0.0,1084.2824272136497,368.18156622775007,SRSF6
PB.161551.569,Patient30,0,0,1658,1808,0.0,0.0,21.5,21.0,0.0,0.0,1084.2824272136497,368.18156622775007,SRSF6
PB.161551.569,Patient31,0,0,966,1858,0.0,0.0,21.5,21.0,0.0,0.0,1084.2824272136497,368.18156622775007,SRSF6
PB.161551.569,Patient4,0,0,1554,1450,0.0,0.0,21.5,21.0,0.0,0.0,1084.2824272136497,368.18156622775007,SRSF6
PB.161551.569,Patient5,1,1,1596,1993,626.5664160401002,501.75614651279477,11.0,10.0,0.0,0.0,1084.2824272136497,368.18156622775007,SRSF6
PB.161551.569,Patient6,0,1,1602,1714,0.0,583.4305717619603,21.5,8.0,0.0,0.0,1084.2824272136497,368.18156622775007,SRSF6
PB.161551.569,Patient7,0,0,1726,1705,0.0,0.0,21.5,21.0,0.0,0.0,1084.2824272136497,368.18156622775007,SRSF6
PB.161551.569,Patient8,0,0,1359,1179,0.0,0.0,21.5,21.0,0.0,0.0,1084.2824272136497,368.18156622775007,SRSF6
PB.161551.569,Patient9,0,0,1722,1493,0.0,0.0,21.5,21.0,0.0,0.0,1084.2824272136497,368.18156622775007,SRSF6
PB.161551.572,Patient1,1,3,1902,1717,525.7623554153522,1747.2335468841002,15.0,3.0,0.0,831.9467554076539,982.1561990253622,802.0300453852691,SRSF6
PB.161551.572,Patient10,0,2,1394,2180,0.0,917.4311926605506,23.5,15.0,0.0,831.9467554076539,982.1561990253622,802.0300453852691,SRSF6
PB.161551.572,Patient11,1,3,1367,2226,731.528895391368,1347.7088948787064,11.0,6.0,0.0,831.9467554076539,982.1561990253622,802.0300453852691,SRSF6
PB.161551.572,Patient12,0,0,1791,2004,0.0,0.0,23.5,25.0,0.0,831.9467554076539,982.1561990253622,802.0300453852691,SRSF6
PB.161551.572,Patient13,0,0,2218,2495,0.0,0.0,23.5,25.0,0.0,831.9467554076539,982.1561990253622,802.0300453852691,SRSF6
PB.161551.572,Patient14,1,2,1161,1708,861.3264427217915,1170.9601873536299,9.0,9.0,0.0,831.9467554076539,982.1561990253622,802.0300453852691,SRSF6
PB.161551.572,Patient15,1,3,1376,2573,726.7441860465116,1165.954139137194,12.0,10.0,0.0,831.9467554076539,982.1561990253622,802.0300453852691,SRSF6
PB.161551.572,Patient16,1,1,1395,1271,716.8458781362007,786.7820613690008,13.0,17.0,0.0,831.9467554076539,982.1561990253622,802.0300453852691,SRSF6
PB.161551.572,Patient17,0,2,975,1227,0.0,1629.9918500407498,23.5,4.0,0.0,831.9467554076539,982.1561990253622,802.0300453852691,SRSF6
PB.161551.572,Patient18,0,0,988,1387,0.0,0.0,23.5,25.0,0.0,831.9467554076539,982.1561990253622,802.0300453852691,SRSF6
PB.161551.572,Patient19,7,2,1229,1548,5695.6875508543535,1291.9896640826873,2.0,8.0,0.0,831.9467554076539,982.1561990253622,802.0300453852691,SRSF6
PB.161551.572,Patient2,1,4,1277,1085,783.0853563038371,3686.6359447004606,10.0,1.0,0.0,831.9467554076539,982.1561990253622,802.0300453852691,SRSF6
PB.161551.572,Patient20,1,5,1888,1738,529.6610169491526,2876.8699654775605,14.0,2.0,0.0,831.9467554076539,982.1561990253622,802.0300453852691,SRSF6
PB.161551.572,Patient21,0,0,1417,1328,0.0,0.0,23.5,25.0,0.0,831.9467554076539,982.1561990253622,802.0300453852691,SRSF6
PB.161551.572,Patient22,0,0,1221,2106,0.0,0.0,23.5,25.0,0.0,831.9467554076539,982.1561990253622,802.0300453852691,SRSF6
PB.161551.572,Patient23,0,0,665,1159,0.0,0.0,23.5,25.0,0.0,831.9467554076539,982.1561990253622,802.0300453852691,SRSF6
PB.161551.572,Patient24,0,0,1059,1661,0.0,0.0,23.5,25.0,0.0,831.9467554076539,982.1561990253622,802.0300453852691,SRSF6
PB.161551.572,Patient25,2,2,1372,1946,1457.725947521866,1027.749229188078,5.0,13.0,0.0,831.9467554076539,982.1561990253622,802.0300453852691,SRSF6
PB.161551.572,Patient26,0,0,1690,1469,0.0,0.0,23.5,25.0,0.0,831.9467554076539,982.1561990253622,802.0300453852691,SRSF6
PB.161551.572,Patient27,10,2,917,1439,10905.125408942204,1389.854065323141,1.0,5.0,0.0,831.9467554076539,982.1561990253622,802.0300453852691,SRSF6
PB.161551.572,Patient28,3,1,1473,1202,2036.6598778004072,831.9467554076539,4.0,16.0,0.0,831.9467554076539,982.1561990253622,802.0300453852691,SRSF6
PB.161551.572,Patient29,1,2,1044,1857,957.8544061302681,1077.0059235325793,8.0,11.0,0.0,831.9467554076539,982.1561990253622,802.0300453852691,SRSF6
PB.161551.572,Patient3,0,1,1987,2019,0.0,495.2947003467063,23.5,18.0,0.0,831.9467554076539,982.1561990253622,802.0300453852691,SRSF6
PB.161551.572,Patient30,0,0,1658,1808,0.0,0.0,23.5,25.0,0.0,831.9467554076539,982.1561990253622,802.0300453852691,SRSF6
PB.161551.572,Patient31,2,2,966,1858,2070.393374741201,1076.426264800861,3.0,12.0,0.0,831.9467554076539,982.1561990253622,802.0300453852691,SRSF6
PB.161551.572,Patient4,2,0,1554,1450,1287.001287001287,0.0,6.0,25.0,0.0,831.9467554076539,982.1561990253622,802.0300453852691,SRSF6
PB.161551.572,Patient5,0,2,1596,1993,0.0,1003.5122930255895,23.5,14.0,0.0,831.9467554076539,982.1561990253622,802.0300453852691,SRSF6
PB.161551.572,Patient6,0,0,1602,1714,0.0,0.0,23.5,25.0,0.0,831.9467554076539,982.1561990253622,802.0300453852691,SRSF6
PB.161551.572,Patient7,0,0,1726,1705,0.0,0.0,23.5,25.0,0.0,831.9467554076539,982.1561990253622,802.0300453852691,SRSF6
PB.161551.572,Patient8,0,0,1359,1179,0.0,0.0,23.5,25.0,0.0,831.9467554076539,982.1561990253622,802.0300453852691,SRSF6
PB.161551.572,Patient9,2,2,1722,1493,1161.4401858304298,1339.5847287340923,7.0,7.0,0.0,831.9467554076539,982.1561990253622,802.0300453852691,SRSF6
PB.161551.582,Patient1,3,1,1902,1717,1577.2870662460568,582.4111822947001,10.0,12.0,0.0,0.0,1579.6408362637187,696.1926290120907,SRSF6
PB.161551.582,Patient10,0,0,1394,2180,0.0,0.0,23.5,22.0,0.0,0.0,1579.6408362637187,696.1926290120907,SRSF6
PB.161551.582,Patient11,2,4,1367,2226,1463.057790782736,1796.9451931716083,11.0,6.0,0.0,0.0,1579.6408362637187,696.1926290120907,SRSF6
PB.161551.582,Patient12,1,0,1791,2004,558.3472920156337,0.0,14.0,22.0,0.0,0.0,1579.6408362637187,696.1926290120907,SRSF6
PB.161551.582,Patient13,1,0,2218,2495,450.8566275924256,0.0,15.0,22.0,0.0,0.0,1579.6408362637187,696.1926290120907,SRSF6
PB.161551.582,Patient14,0,0,1161,1708,0.0,0.0,23.5,22.0,0.0,0.0,1579.6408362637187,696.1926290120907,SRSF6
PB.161551.582,Patient15,4,3,1376,2573,2906.9767441860463,1165.954139137194,6.0,9.0,0.0,0.0,1579.6408362637187,696.1926290120907,SRSF6
PB.161551.582,Patient16,9,5,1395,1271,6451.612903225807,3933.910306845004,2.0,1.0,0.0,0.0,1579.6408362637187,696.1926290120907,SRSF6
PB.161551.582,Patient17,3,1,975,1227,3076.923076923077,814.9959250203749,5.0,10.0,0.0,0.0,1579.6408362637187,696.1926290120907,SRSF6
PB.161551.582,Patient18,5,0,988,1387,5060.728744939272,0.0,3.0,22.0,0.0,0.0,1579.6408362637187,696.1926290120907,SRSF6
PB.161551.582,Patient19,1,3,1229,1548,813.6696501220504,1937.984496124031,13.0,5.0,0.0,0.0,1579.6408362637187,696.1926290120907,SRSF6
PB.161551.582,Patient2,0,0,1277,1085,0.0,0.0,23.5,22.0,0.0,0.0,1579.6408362637187,696.1926290120907,SRSF6
PB.161551.582,Patient20,0,0,1888,1738,0.0,0.0,23.5,22.0,0.0,0.0,1579.6408362637187,696.1926290120907,SRSF6
PB.161551.582,Patient21,4,4,1417,1328,2822.8652081863092,3012.0481927710844,7.0,2.0,0.0,0.0,1579.6408362637187,696.1926290120907,SRSF6
PB.161551.582,Patient22,0,0,1221,2106,0.0,0.0,23.5,22.0,0.0,0.0,1579.6408362637187,696.1926290120907,SRSF6
PB.161551.582,Patient23,0,0,665,1159,0.0,0.0,23.5,22.0,0.0,0.0,1579.6408362637187,696.1926290120907,SRSF6
PB.161551.582,Patient24,0,0,1059,1661,0.0,0.0,23.5,22.0,0.0,0.0,1579.6408362637187,696.1926290120907,SRSF6
PB.161551.582,Patient25,0,0,1372,1946,0.0,0.0,23.5,22.0,0.0,0.0,1579.6408362637187,696.1926290120907,SRSF6
PB.161551.582,Patient26,6,3,1690,1469,3550.2958579881656,2042.2055820285907,4.0,4.0,0.0,0.0,1579.6408362637187,696.1926290120907,SRSF6
PB.161551.582,Patient27,14,4,917,1439,15267.175572519083,2779.708130646282,1.0,3.0,0.0,0.0,1579.6408362637187,696.1926290120907,SRSF6
PB.161551.582,Patient28,0,0,1473,1202,0.0,0.0,23.5,22.0,0.0,0.0,1579.6408362637187,696.1926290120907,SRSF6
PB.161551.582,Patient29,0,0,1044,1857,0.0,0.0,23.5,22.0,0.0,0.0,1579.6408362637187,696.1926290120907,SRSF6
PB.161551.582,Patient3,0,0,1987,2019,0.0,0.0,23.5,22.0,0.0,0.0,1579.6408362637187,696.1926290120907,SRSF6
PB.161551.582,Patient30,3,3,1658,1808,1809.4089264173704,1659.2920353982302,9.0,7.0,0.0,0.0,1579.6408362637187,696.1926290120907,SRSF6
PB.161551.582,Patient31,0,0,966,1858,0.0,0.0,23.5,22.0,0.0,0.0,1579.6408362637187,696.1926290120907,SRSF6
PB.161551.582,Patient4,2,1,1554,1450,1287.001287001287,689.655172413793,12.0,11.0,0.0,0.0,1579.6408362637187,696.1926290120907,SRSF6
PB.161551.582,Patient5,0,0,1596,1993,0.0,0.0,23.5,22.0,0.0,0.0,1579.6408362637187,696.1926290120907,SRSF6
PB.161551.582,Patient6,3,2,1602,1714,1872.6591760299625,1166.8611435239206,8.0,8.0,0.0,0.0,1579.6408362637187,696.1926290120907,SRSF6
PB.161551.582,Patient7,0,0,1726,1705,0.0,0.0,23.5,22.0,0.0,0.0,1579.6408362637187,696.1926290120907,SRSF6
PB.161551.582,Patient8,0,0,1359,1179,0.0,0.0,23.5,22.0,0.0,0.0,1579.6408362637187,696.1926290120907,SRSF6
PB.161551.582,Patient9,0,0,1722,1493,0.0,0.0,23.5,22.0,0.0,0.0,1579.6408362637187,696.1926290120907,SRSF6
PB.161551.598,Patient1,0,0,1902,1717,0.0,0.0,18.5,20.5,0.0,0.0,696.8469069485643,329.5465345074112,SRSF6
PB.161551.598,Patient10,0,0,1394,2180,0.0,0.0,18.5,20.5,0.0,0.0,696.8469069485643,329.5465345074112,SRSF6
PB.161551.598,Patient11,0,0,1367,2226,0.0,0.0,18.5,20.5,0.0,0.0,696.8469069485643,329.5465345074112,SRSF6
PB.161551.598,Patient12,0,0,1791,2004,0.0,0.0,18.5,20.5,0.0,0.0,696.8469069485643,329.5465345074112,SRSF6
PB.161551.598,Patient13,0,0,2218,2495,0.0,0.0,18.5,20.5,0.0,0.0,696.8469069485643,329.5465345074112,SRSF6
PB.161551.598,Patient14,0,1,1161,1708,0.0,585.4800936768149,18.5,7.0,0.0,0.0,696.8469069485643,329.5465345074112,SRSF6
PB.161551.598,Patient15,0,0,1376,2573,0.0,0.0,18.5,20.5,0.0,0.0,696.8469069485643,329.5465345074112,SRSF6
PB.161551.598,Patient16,0,0,1395,1271,0.0,0.0,18.5,20.5,0.0,0.0,696.8469069485643,329.5465345074112,SRSF6
PB.161551.598,Patient17,0,0,975,1227,0.0,0.0,18.5,20.5,0.0,0.0,696.8469069485643,329.5465345074112,SRSF6
PB.161551.598,Patient18,0,0,988,1387,0.0,0.0,18.5,20.5,0.0,0.0,696.8469069485643,329.5465345074112,SRSF6
PB.161551.598,Patient19,0,0,1229,1548,0.0,0.0,18.5,20.5,0.0,0.0,696.8469069485643,329.5465345074112,SRSF6
PB.161551.598,Patient2,0,0,1277,1085,0.0,0.0,18.5,20.5,0.0,0.0,696.8469069485643,329.5465345074112,SRSF6
PB.161551.598,Patient20,4,2,1888,1738,2118.64406779661,1150.7479861910242,3.0,3.0,0.0,0.0,696.8469069485643,329.5465345074112,SRSF6
PB.161551.598,Patient21,0,0,1417,1328,0.0,0.0,18.5,20.5,0.0,0.0,696.8469069485643,329.5465345074112,SRSF6
PB.161551.598,Patient22,1,1,1221,2106,819.0008190008191,474.8338081671415,5.0,9.0,0.0,0.0,696.8469069485643,329.5465345074112,SRSF6
PB.161551.598,Patient23,0,0,665,1159,0.0,0.0,18.5,20.5,0.0,0.0,696.8469069485643,329.5465345074112,SRSF6
PB.161551.598,Patient24,0,0,1059,1661,0.0,0.0,18.5,20.5,0.0,0.0,696.8469069485643,329.5465345074112,SRSF6
PB.161551.598,Patient25,0,0,1372,1946,0.0,0.0,18.5,20.5,0.0,0.0,696.8469069485643,329.5465345074112,SRSF6
PB.161551.598,Patient26,0,3,1690,1469,0.0,2042.2055820285907,18.5,2.0,0.0,0.0,696.8469069485643,329.5465345074112,SRSF6
PB.161551.598,Patient27,11,1,917,1439,11995.637949836422,694.9270326615705,1.0,6.0,0.0,0.0,696.8469069485643,329.5465345074112,SRSF6
PB.161551.598,Patient28,0,0,1473,1202,0.0,0.0,18.5,20.5,0.0,0.0,696.8469069485643,329.5465345074112,SRSF6
PB.161551.598,Patient29,5,5,1044,1857,4789.272030651341,2692.5148088314486,2.0,1.0,0.0,0.0,696.8469069485643,329.5465345074112,SRSF6
PB.161551.598,Patient3,0,1,1987,2019,0.0,495.2947003467063,18.5,8.0,0.0,0.0,696.8469069485643,329.5465345074112,SRSF6
PB.161551.598,Patient30,0,0,1658,1808,0.0,0.0,18.5,20.5,0.0,0.0,696.8469069485643,329.5465345074112,SRSF6
