Isoform,Sample,cyclo_count,noncyclo_count,total_cyclo,total_noncyclo,Cyclo_TPM,Noncyclo_TPM,Cyclo_TPM_Rank,Noncyclo_TPM_Rank,Cyclo_TPM_Median,Noncyclo_TPM_Median,Cyclo_TPM_Mean,Noncyclo_TPM_Mean,associated_gene
PB.161541.3,Patient4,9,3,1554,1450,5791.505791505791,2068.9655172413795,6.0,21.0,2822.8652081863092,3392.705682782019,3374.349287623454,4320.504916696668,novelGene_SRSF6_AS
PB.161541.3,Patient5,7,7,1596,1993,4385.964912280701,3512.2930255895635,8.0,15.0,2822.8652081863092,3392.705682782019,3374.349287623454,4320.504916696668,novelGene_SRSF6_AS
PB.161541.3,Patient6,2,1,1602,1714,1248.4394506866417,583.4305717619603,23.0,27.0,2822.8652081863092,3392.705682782019,3374.349287623454,4320.504916696668,novelGene_SRSF6_AS
PB.161541.3,Patient7,1,2,1726,1705,579.3742757821552,1173.0205278592375,26.0,26.0,2822.8652081863092,3392.705682782019,3374.349287623454,4320.504916696668,novelGene_SRSF6_AS
PB.161541.3,Patient8,5,4,1359,1179,3679.175864606328,3392.705682782019,13.0,16.0,2822.8652081863092,3392.705682782019,3374.349287623454,4320.504916696668,novelGene_SRSF6_AS
PB.161541.3,Patient9,0,8,1722,1493,0.0,5358.338914936369,30.0,9.0,2822.8652081863092,3392.705682782019,3374.349287623454,4320.504916696668,novelGene_SRSF6_AS
PB.161541.4,Patient1,0,0,1902,1717,0.0,0.0,26.5,28.0,944.2870632672333,848.1764206955047,2194.2860325263987,1465.670973255149,novelGene_SRSF6_AS
PB.161541.4,Patient10,1,1,1394,2180,717.3601147776184,458.7155963302753,19.0,23.0,944.2870632672333,848.1764206955047,2194.2860325263987,1465.670973255149,novelGene_SRSF6_AS
PB.161541.4,Patient11,3,1,1367,2226,2194.5866861741038,449.23629829290206,11.0,24.0,944.2870632672333,848.1764206955047,2194.2860325263987,1465.670973255149,novelGene_SRSF6_AS
PB.161541.4,Patient12,2,3,1791,2004,1116.6945840312674,1497.005988023952,15.0,11.0,944.2870632672333,848.1764206955047,2194.2860325263987,1465.670973255149,novelGene_SRSF6_AS
PB.161541.4,Patient13,1,2,2218,2495,450.8566275924256,801.6032064128257,21.0,17.0,944.2870632672333,848.1764206955047,2194.2860325263987,1465.670973255149,novelGene_SRSF6_AS
PB.161541.4,Patient14,4,0,1161,1708,3445.305770887166,0.0,6.0,28.0,944.2870632672333,848.1764206955047,2194.2860325263987,1465.670973255149,novelGene_SRSF6_AS
PB.161541.4,Patient15,4,2,1376,2573,2906.9767441860463,777.3027594247959,9.0,19.0,944.2870632672333,848.1764206955047,2194.2860325263987,1465.670973255149,novelGene_SRSF6_AS
PB.161541.4,Patient16,0,1,1395,1271,0.0,786.7820613690008,26.5,18.0,944.2870632672333,848.1764206955047,2194.2860325263987,1465.670973255149,novelGene_SRSF6_AS
PB.161541.4,Patient17,3,6,975,1227,3076.923076923077,4889.975550122249,8.0,3.0,944.2870632672333,848.1764206955047,2194.2860325263987,1465.670973255149,novelGene_SRSF6_AS
PB.161541.4,Patient18,12,2,988,1387,12145.748987854251,1441.9610670511895,1.0,12.0,944.2870632672333,848.1764206955047,2194.2860325263987,1465.670973255149,novelGene_SRSF6_AS
PB.161541.4,Patient19,0,1,1229,1548,0.0,645.9948320413437,26.5,20.0,944.2870632672333,848.1764206955047,2194.2860325263987,1465.670973255149,novelGene_SRSF6_AS
PB.161541.4,Patient2,1,0,1277,1085,783.0853563038371,0.0,17.0,28.0,944.2870632672333,848.1764206955047,2194.2860325263987,1465.670973255149,novelGene_SRSF6_AS
PB.161541.4,Patient20,5,4,1888,1738,2648.3050847457625,2301.4959723820484,10.0,5.0,944.2870632672333,848.1764206955047,2194.2860325263987,1465.670973255149,novelGene_SRSF6_AS
PB.161541.4,Patient21,0,0,1417,1328,0.0,0.0,26.5,28.0,944.2870632672333,848.1764206955047,2194.2860325263987,1465.670973255149,novelGene_SRSF6_AS
PB.161541.4,Patient22,4,1,1221,2106,3276.0032760032764,474.8338081671415,7.0,22.0,944.2870632672333,848.1764206955047,2194.2860325263987,1465.670973255149,novelGene_SRSF6_AS
PB.161541.4,Patient23,5,9,665,1159,7518.796992481202,7765.314926660914,4.0,1.0,944.2870632672333,848.1764206955047,2194.2860325263987,1465.670973255149,novelGene_SRSF6_AS
PB.161541.4,Patient24,1,9,1059,1661,944.2870632672333,5418.4226369656835,16.0,2.0,944.2870632672333,848.1764206955047,2194.2860325263987,1465.670973255149,novelGene_SRSF6_AS
PB.161541.4,Patient25,3,3,1372,1946,2186.5889212827988,1541.623843782117,12.0,10.0,944.2870632672333,848.1764206955047,2194.2860325263987,1465.670973255149,novelGene_SRSF6_AS
PB.161541.4,Patient26,1,2,1690,1469,591.7159763313609,1361.4703880190605,20.0,13.0,944.2870632672333,848.1764206955047,2194.2860325263987,1465.670973255149,novelGene_SRSF6_AS
PB.161541.4,Patient27,8,5,917,1439,8724.100327153763,3474.6351633078525,2.0,4.0,944.2870632672333,848.1764206955047,2194.2860325263987,1465.670973255149,novelGene_SRSF6_AS
PB.161541.4,Patient28,0,2,1473,1202,0.0,1663.8935108153078,26.5,9.0,944.2870632672333,848.1764206955047,2194.2860325263987,1465.670973255149,novelGene_SRSF6_AS
PB.161541.4,Patient29,9,4,1044,1857,8620.689655172413,2154.0118470651587,3.0,6.0,944.2870632672333,848.1764206955047,2194.2860325263987,1465.670973255149,novelGene_SRSF6_AS
PB.161541.4,Patient3,0,1,1987,2019,0.0,495.2947003467063,26.5,21.0,944.2870632672333,848.1764206955047,2194.2860325263987,1465.670973255149,novelGene_SRSF6_AS
PB.161541.4,Patient30,6,2,1658,1808,3618.8178528347407,1106.1946902654868,5.0,14.0,944.2870632672333,848.1764206955047,2194.2860325263987,1465.670973255149,novelGene_SRSF6_AS
PB.161541.4,Patient31,0,0,966,1858,0.0,0.0,26.5,28.0,944.2870632672333,848.1764206955047,2194.2860325263987,1465.670973255149,novelGene_SRSF6_AS
PB.161541.4,Patient4,0,3,1554,1450,0.0,2068.9655172413795,26.5,7.0,944.2870632672333,848.1764206955047,2194.2860325263987,1465.670973255149,novelGene_SRSF6_AS
