Isoform	Sample	cyclo_count	noncyclo_count	total_cyclo	total_noncyclo	Cyclo_TPM	Noncyclo_TPM	Cyclo_TPM_Rank	Noncyclo_TPM_Rank	Cyclo_TPM_Median	Noncyclo_TPM_Median	Cyclo_TPM_Mean	Noncyclo_TPM_Mean	associated_gene	gene_cyclo_count	gene_noncyclo_count	isoform_cyclo_proportion	isoform_noncyclo_proportion	Avg_Cyclo_TPM	SD_Cyclo_TPM	Cyclo_TPM_Z_Score	test_statistic	z_score_of_test_stat	rank_top_99_9_percentile	rank_top_99_5_percentile	rank_top_99_percentile	rank_top_98_percentile	rank_top_95_percentile	Phenotypes
PB.161551.31	Patient15	10	10	1376	2573	7267.441860465116	3886.51379712398	6.0	7.0	3036.4372469635628	1843.3179723502303	3514.1734442160996	2625.086178446902	SRSF6	324.0	294.0	0.030864197530864196	0.034013605442176874	3514.1734442160996	3804.477938055598	0.9865396717656475	-12.773322488483789	0.24269489726855484						
PB.161551.31	Patient21	6	3	1417	1328	4234.297812279464	2259.0361445783133	9.0	14.0	3036.4372469635628	1843.3179723502303	3514.1734442160996	2625.086178446902	SRSF6	334.0	122.0	0.017964071856287425	0.02459016393442623	3514.1734442160996	3804.477938055598	0.18928336023717546	-21.75723571075321	0.09819207644126368						
PB.161551.31	Patient25	5	22	1372	1946	3644.3148688046645	11305.24152106886	12.0	1.0	3036.4372469635628	1843.3179723502303	3514.1734442160996	2625.086178446902	SRSF6	341.0	346.0	0.01466275659824047	0.06358381502890173	3514.1734442160996	3804.477938055598	0.03420743311106644	-24.252540520148738	0.05805604942713873						
PB.161551.31	Patient26	15	12	1690	1469	8875.739644970414	8168.822328114363	3.0	3.0	3036.4372469635628	1843.3179723502303	3514.1734442160996	2625.086178446902	SRSF6	668.0	201.0	0.02245508982035928	0.05970149253731343	3514.1734442160996	3804.477938055598	1.4092777742573839	-9.448281226269344	0.2961769189521693						
PB.161551.31	Patient3	12	7	1987	2019	6039.255158530448	3467.0629024269438	7.0	8.0	3036.4372469635628	1843.3179723502303	3514.1734442160996	2625.086178446902	SRSF6	371.0	172.0	0.03234501347708895	0.040697674418604654	3514.1734442160996	3804.477938055598	0.6637130653476397	-15.852233123055097	0.1931717929416065						
PB.161551.31	Patient30	7	4	1658	1808	4221.95416164053	2212.3893805309735	10.0	15.0	3036.4372469635628	1843.3179723502303	3514.1734442160996	2625.086178446902	SRSF6	496.0	127.0	0.014112903225806451	0.031496062992125984	3514.1734442160996	3804.477938055598	0.1860388544626875	-21.8057862534047	0.09741115946307587						
PB.161551.31	Patient31	4	2	966	1858	4140.786749482402	1076.426264800861	11.0	20.0	3036.4372469635628	1843.3179723502303	3514.1734442160996	2625.086178446902	SRSF6	153.0	125.0	0.026143790849673203	0.016	3514.1734442160996	3804.477938055598	0.16470415007493872	-22.12861605169166	0.09221856517310265						
PB.161551.31	Patient5	25	12	1596	1993	15664.160401002506	6021.073758153538	1.0	5.0	3036.4372469635628	1843.3179723502303	3514.1734442160996	2625.086178446902	SRSF6	354.0	682.0	0.07062146892655367	0.017595307917888565	3514.1734442160996	3804.477938055598	3.1936016332890214	6.970275492741015	0.5602631474265076						
PB.161551.31	Patient6	7	3	1602	1714	4369.5380774032465	1750.291715285881	8.0	18.0	3036.4372469635628	1843.3179723502303	3514.1734442160996	2625.086178446902	SRSF6	77.0	89.0	0.09090909090909091	0.033707865168539325	3514.1734442160996	3804.477938055598	0.2248310141665084	-21.234382853325215	0.10660196541800396						
PB.161551.31	Patient8	14	4	1359	1179	10301.69242089772	3392.705682782019	2.0	10.0	3036.4372469635628	1843.3179723502303	3514.1734442160996	2625.086178446902	SRSF6	217.0	262.0	0.06451612903225806	0.015267175572519083	3514.1734442160996	3804.477938055598	1.7840868279947504	-6.970275492741016	0.3360346969228463						
PB.161551.35	Patient28	60	2	1473	1202	40733.19755600815	1663.8935108153078	1.0	1.0	0.0	0.0	1437.072684758524	111.6836721251508	SRSF6	299.0	165.0	0.20066889632107024	0.012121212121212121	1437.072684758524	7300.418042955369	5.382722556438932	5.27431447815195	4.26760880845757						
PB.161551.38	Patient1	73	6	1902	1717	38380.651945320715	3494.4670937682004	8.0	10.0	12307.692307692309	1843.3179723502303	24056.45237058164	27881.244818305102	SRSF6	191.0	95.0	0.38219895287958117	0.06315789473684211	24056.45237058164	23383.215103998755	0.6125846899594872	-15.478167029018824	0.437321237484183						
PB.161551.38	Patient14	39	2	1161	1708	33591.73126614987	1170.9601873536299	9.0	19.0	12307.692307692309	1843.3179723502303	24056.45237058164	27881.244818305102	SRSF6	121.0	44.0	0.32231404958677684	0.045454545454545456	24056.45237058164	23383.215103998755	0.40778305520260166	-18.087460216062144	0.3874003239681685						
PB.161551.38	Patient15	65	2	1376	2573	47238.37209302326	777.3027594247959	5.0	22.0	12307.692307692309	1843.3179723502303	24056.45237058164	27881.244818305102	SRSF6	324.0	294.0	0.2006172839506173	0.006802721088435374	24056.45237058164	23383.215103998755	0.9913914583318908	-11.412618259130014	0.5151031860764509						
PB.161551.38	Patient16	41	2	1395	1271	29390.681003584228	1573.5641227380015	11.0	18.0	12307.692307692309	1843.3179723502303	24056.45237058164	27881.244818305102	SRSF6	93.0	54.0	0.44086021505376344	0.037037037037037035	24056.45237058164	23383.215103998755	0.2281221213284047	-20.703179585432853	0.33735646493809807						
PB.161551.38	Patient18	31	1	988	1387	31376.518218623478	720.9805335255948	10.0	23.0	12307.692307692309	1843.3179723502303	24056.45237058164	27881.244818305102	SRSF6	157.0	82.0	0.19745222929936307	0.012195121951219513	24056.45237058164	23383.215103998755	0.3130478770983908	-19.42310327294954	0.3618468438677991						
PB.161551.38	Patient21	101	4	1417	1328	71277.34650670431	3012.0481927710844	2.0	13.0	12307.692307692309	1843.3179723502303	24056.45237058164	27881.244818305102	SRSF6	334.0	122.0	0.3023952095808383	0.03278688524590164	24056.45237058164	23383.215103998755	2.019435476520397	-3.3584946688009487	0.6691944201304162						
PB.161551.38	Patient25	91	7	1372	1946	66326.5306122449	3597.1223021582737	4.0	9.0	12307.692307692309	1843.3179723502303	24056.45237058164	27881.244818305102	SRSF6	341.0	346.0	0.2668621700879765	0.02023121387283237	24056.45237058164	23383.215103998755	1.8077102765237218	-4.767940386307061	0.6422289498955946						
PB.161551.38	Patient26	143	3	1690	1469	84615.38461538462	2042.2055820285907	1.0	15.0	12307.692307692309	1843.3179723502303	24056.45237058164	27881.244818305102	SRSF6	668.0	201.0	0.21407185628742514	0.014925373134328358	24056.45237058164	23383.215103998755	2.5898462626059846	3.35849466880095	0.7977036445730619						
PB.161551.38	Patient3	93	7	1987	2019	46804.22747861098	3467.0629024269438	6.0	11.0	12307.692307692309	1843.3179723502303	24056.45237058164	27881.244818305102	SRSF6	371.0	172.0	0.25067385444743934	0.040697674418604654	24056.45237058164	23383.215103998755	0.972824951866403	-11.593387572577027	0.511644713372905						
PB.161551.38	Patient30	112	3	1658	1808	67551.26658624849	1659.2920353982302	3.0	17.0	12307.692307692309	1843.3179723502303	24056.45237058164	27881.244818305102	SRSF6	496.0	127.0	0.22580645161290322	0.023622047244094488	24056.45237058164	23383.215103998755	1.8600869906991027	-4.409711493183448	0.6490825735824082						
PB.161551.38	Patient4	69	5	1554	1450	44401.5444015444	3448.2758620689656	7.0	12.0	12307.692307692309	1843.3179723502303	24056.45237058164	27881.244818305102	SRSF6	197.0	100.0	0.350253807106599	0.05	24056.45237058164	23383.215103998755	0.8700724832097001	-12.625165422522143	0.49190477265998944						
PB.161551.51	Patient10	14	0	1394	2180	10043.041606886656	0.0	2.0	23.5	0.0	0.0	1473.3934869156656	889.2655802983257	SRSF6	248.0	345.0	0.056451612903225805	0.0	1473.3934869156656	2586.26385969691	3.313524290199565	-0.0023150035682600978	2.0116677785270816						
PB.161551.51	Patient11	5	3	1367	2226	3657.6444769568398	1347.7088948787064	4.0	9.0	0.0	0.0	1473.3934869156656	889.2655802983257	SRSF6	299.0	1145.0	0.016722408026755852	0.0026200873362445414	1473.3934869156656	2586.26385969691	0.8445584474498095	-1.459273777616012	1.9835125527339714	1.0	1.0	1.0	1.0	1.0	
PB.161551.51	Patient12	5	4	1791	2004	2791.736460078169	1996.0079840319358	5.0	5.0	0.0	0.0	1473.3934869156656	889.2655802983257	SRSF6	223.0	348.0	0.02242152466367713	0.011494252873563218	1473.3934869156656	2586.26385969691	0.5097480553732066	-1.8489035700793175	1.975983091380683	1.0	1.0	1.0	1.0	1.0	
PB.161551.51	Patient18	2	2	988	1387	2024.2914979757086	1441.9610670511895	8.0	8.0	0.0	0.0	1473.3934869156656	889.2655802983257	SRSF6	157.0	82.0	0.012738853503184714	0.024390243902439025	1473.3934869156656	2586.26385969691	0.21300920592247846	-2.312453440023641	1.9670251500256302						
PB.161551.51	Patient26	17	8	1690	1469	10059.171597633136	5445.881552076242	1.0	1.0	0.0	0.0	1473.3934869156656	889.2655802983257	SRSF6	668.0	201.0	0.025449101796407185	0.03980099502487562	1473.3934869156656	2586.26385969691	3.3197610825848436	0.0023150035682600366	2.0117572518180724						
PB.161551.51	Patient27	2	0	917	1439	2181.0250817884407	0.0	7.0	23.5	0.0	0.0	1473.3934869156656	889.2655802983257	SRSF6	92.0	45.0	0.021739130434782608	0.0	1473.3934869156656	2586.26385969691	0.2736115235186034	-2.204915323328121	1.969103287040116						
PB.161551.51	Patient3	3	1	1987	2019	1509.813789632612	495.2947003467063	10.0	15.0	0.0	0.0	1473.3934869156656	889.2655802983257	SRSF6	371.0	172.0	0.008086253369272238	0.005813953488372093	1473.3934869156656	2586.26385969691	0.014082206879391903	-2.7352571516304494	1.9588546141268126	1.0	1.0	1.0	1.0	1.0	
PB.161551.51	Patient30	4	0	1658	1808	2412.5452352231605	0.0	6.0	23.5	0.0	0.0	1473.3934869156656	889.2655802983257	SRSF6	496.0	127.0	0.008064516129032258	0.0	1473.3934869156656	2586.26385969691	0.3631306777868969	-2.059429142114315	1.9719147573128621						
PB.161551.51	Patient7	3	0	1726	1705	1738.1228273464658	0.0	9.0	23.5	0.0	0.0	1473.3934869156656	889.2655802983257	SRSF6	262.0	375.0	0.011450381679389313	0.0	1473.3934869156656	2586.26385969691	0.10235975708287724	-2.5322231804038706	1.9627781755929166	1.0	1.0	1.0	1.0	1.0	
PB.161551.51	Patient8	6	1	1359	1179	4415.0110375275935	848.1764206955047	3.0	11.0	0.0	0.0	1473.3934869156656	889.2655802983257	SRSF6	217.0	262.0	0.027649769585253458	0.003816793893129771	1473.3934869156656	2586.26385969691	1.1374004008070013	-1.1878392304329894	1.9887579317385924	1.0	1.0	1.0	1.0	1.0	
PB.161551.53	Patient10	29	20	1394	2180	20803.44332855093	9174.311926605506	2.0	2.0	0.0	0.0	2860.4608273231834	1015.3048038106307	SRSF6	248.0	345.0	0.11693548387096774	0.057971014492753624	2860.4608273231834	11226.109922321115	1.5983259228159996	-1.5211169934296944	2.907441581840397	1.0	1.0	1.0	1.0	1.0	
PB.161551.53	Patient30	99	30	1658	1808	59710.49457177322	16592.920353982303	1.0	1.0	0.0	0.0	2860.4608273231834	1015.3048038106307	SRSF6	496.0	127.0	0.19959677419354838	0.23622047244094488	2860.4608273231834	11226.109922321115	5.064090244779618	1.5211169934296942	3.5240579453541807	1.0	1.0	1.0	1.0	1.0	
PB.161551.53	Patient5	9	10	1596	1993	5639.097744360902	5017.5614651279475	3.0	3.0	0.0	0.0	2860.4608273231834	1015.3048038106307	SRSF6	354.0	682.0	0.025423728813559324	0.01466275659824047	2860.4608273231834	11226.109922321115	0.2475155629389389	-3.4042166094213684	2.5257648132675476	1.0	1.0	1.0	1.0	1.0	
PB.161551.569	Patient15	2	3	1376	2573	1453.4883720930231	1165.954139137194	6.0	5.0	0.0	0.0	1084.2824272136497	368.18156622775007	SRSF6	324.0	294.0	0.006172839506172839	0.01020408163265306	1084.2824272136497	2566.0559593926637	0.14388070670397904	-3.169567340663002	1.9245882771961362						
PB.161551.569	Patient16	2	1	1395	1271	1433.6917562724013	786.7820613690008	7.0	6.0	0.0	0.0	1084.2824272136497	368.18156622775007	SRSF6	93.0	54.0	0.021505376344086023	0.018518518518518517	1084.2824272136497	2566.0559593926637	0.1361659038571591	-3.189338296562549	1.9209665488742689						
PB.161551.569	Patient22	4	6	1221	2106	3276.0032760032764	2849.002849002849	3.0	1.0	0.0	0.0	1084.2824272136497	368.18156622775007	SRSF6	58.0	43.0	0.06896551724137931	0.13953488372093023	1084.2824272136497	2566.0559593926637	0.8541204414374366	-1.9977019883859444	2.139255588039415						
PB.161551.569	Patient25	4	1	1372	1946	2915.451895043732	513.874614594039	4.0	9.0	0.0	0.0	1084.2824272136497	368.18156622775007	SRSF6	341.0	346.0	0.011730205278592375	0.002890173410404624	1084.2824272136497	2566.0559593926637	0.7136124452498241	-2.1658648254802446	2.1084507997993107					2.0	
PB.161551.569	Patient26	9	2	1690	1469	5325.443786982249	1361.4703880190605	2.0	4.0	0.0	0.0	1084.2824272136497	368.18156622775007	SRSF6	668.0	201.0	0.01347305389221557	0.009950248756218905	1084.2824272136497	2566.0559593926637	1.6527937920622748	-1.2969064679503748	2.267630310895247					2.0	
PB.161551.569	Patient27	12	2	917	1439	13086.150490730643	1389.854065323141	1.0	3.0	0.0	0.0	1084.2824272136497	368.18156622775007	SRSF6	92.0	45.0	0.13043478260869565	0.044444444444444446	1084.2824272136497	2566.0559593926637	4.677165367179914	1.296906467950375	2.7427760660781177					2.0	
PB.161551.569	Patient29	3	3	1044	1857	2873.5632183908046	1615.5088852988692	5.0	2.0	0.0	0.0	1084.2824272136497	368.18156622775007	SRSF6	61.0	35.0	0.04918032786885246	0.08571428571428572	1084.2824272136497	2566.0559593926637	0.6972882974853921	-2.186736344172351	2.104627465674666						
PB.161551.572	Patient19	7	2	1229	1548	5695.6875508543535	1291.9896640826873	2.0	8.0	0.0	831.9467554076539	982.1561990253622	802.0300453852691	SRSF6	74.0	31.0	0.0945945945945946	0.06451612903225806	982.1561990253622	2155.8491930910122	2.186391964212871	-0.9369434648811026	2.0074459539200267						
PB.161551.572	Patient25	2	2	1372	1946	1457.725947521866	1027.749229188078	5.0	13.0	0.0	831.9467554076539	982.1561990253622	802.0300453852691	SRSF6	341.0	346.0	0.005865102639296188	0.005780346820809248	982.1561990253622	2155.8491930910122	0.22059509079790576	-2.902357877045049	1.9705813539438237						
PB.161551.572	Patient27	10	2	917	1439	10905.125408942204	1389.854065323141	1.0	5.0	0.0	831.9467554076539	982.1561990253622	802.0300453852691	SRSF6	92.0	45.0	0.10869565217391304	0.044444444444444446	982.1561990253622	2155.8491930910122	4.602812312529845	0.9369434648811027	2.0425938044897496						
PB.161551.572	Patient28	3	1	1473	1202	2036.6598778004072	831.9467554076539	4.0	16.0	0.0	831.9467554076539	982.1561990253622	802.0300453852691	SRSF6	299.0	165.0	0.010033444816053512	0.006060606060606061	982.1561990253622	2155.8491930910122	0.48913610569537075	-2.4201534852580915	1.9796258953392551						
PB.161551.572	Patient31	2	2	966	1858	2070.393374741201	1076.426264800861	3.0	12.0	0.0	831.9467554076539	982.1561990253622	802.0300453852691	SRSF6	153.0	125.0	0.013071895424836602	0.016	982.1561990253622	2155.8491930910122	0.5047835345827446	-2.3964651857214943	1.9800702086001778						
PB.161551.572	Patient4	2	0	1554	1450	1287.001287001287	0.0	6.0	25.0	0.0	831.9467554076539	982.1561990253622	802.0300453852691	SRSF6	197.0	100.0	0.01015228426395939	0.0	982.1561990253622	2155.8491930910122	0.1414037164347494	-3.0819327099960963	1.9672131307632248						
PB.161551.572	Patient9	2	2	1722	1493	1161.4401858304298	1339.5847287340923	7.0	7.0	0.0	831.9467554076539	982.1561990253622	802.0300453852691	SRSF6	3.0	7.0	0.6666666666666666	0.2857142857142857	982.1561990253622	2155.8491930910122	0.08316165498942618	-3.229910261772152	1.9644375668832001	1.0	1.0	1.0	1.0	1.0	
PB.161551.582	Patient15	4	3	1376	2573	2906.9767441860463	1165.954139137194	6.0	9.0	0.0	0.0	1579.6408362637187	696.1926290120907	SRSF6	324.0	294.0	0.012345679012345678	0.01020408163265306	1579.6408362637187	3031.5094801741793	0.4378465304505872	-2.392440044842943	1.9747431206804436						
PB.161551.582	Patient16	9	5	1395	1271	6451.612903225807	3933.910306845004	2.0	1.0	0.0	0.0	1579.6408362637187	696.1926290120907	SRSF6	93.0	54.0	0.0967741935483871	0.09259259259259259	1579.6408362637187	3031.5094801741793	1.607110945495761	-1.242572296764585	1.9960800918639636						
PB.161551.582	Patient17	3	1	975	1227	3076.923076923077	814.9959250203749	5.0	10.0	0.0	0.0	1579.6408362637187	696.1926290120907	SRSF6	56.0	25.0	0.05357142857142857	0.04	1579.6408362637187	3031.5094801741793	0.49390650118413293	-2.3104986000964574	1.9762636279285282						
PB.161551.582	Patient18	5	0	988	1387	5060.728744939272	0.0	3.0	22.0	0.0	0.0	1579.6408362637187	696.1926290120907	SRSF6	157.0	82.0	0.03184713375796178	0.0	1579.6408362637187	3031.5094801741793	1.14830183822336	-1.5928255802121896	1.989580784245027						
PB.161551.582	Patient21	4	4	1417	1328	2822.8652081863092	3012.0481927710844	7.0	2.0	0.0	0.0	1579.6408362637187	696.1926290120907	SRSF6	334.0	122.0	0.011976047904191617	0.03278688524590164	1579.6408362637187	3031.5094801741793	0.41010076994750466	-2.4347845505956216	1.9739573751018453						
PB.161551.582	Patient26	6	3	1690	1469	3550.2958579881656	2042.2055820285907	4.0	4.0	0.0	0.0	1579.6408362637187	696.1926290120907	SRSF6	668.0	201.0	0.008982035928143712	0.014925373134328358	1579.6408362637187	3031.5094801741793	0.6500573508387051	-2.1041102204564717	1.9800933752332517						
PB.161551.582	Patient27	14	4	917	1439	15267.175572519083	2779.708130646282	1.0	3.0	0.0	0.0	1579.6408362637187	696.1926290120907	SRSF6	92.0	45.0	0.15217391304347827	0.08888888888888889	1579.6408362637187	3031.5094801741793	4.515088877594052	1.242572296764585	2.042194489513282						
PB.161551.582	Patient30	3	3	1658	1808	1809.4089264173704	1659.2920353982302	9.0	7.0	0.0	0.0	1579.6408362637187	696.1926290120907	SRSF6	496.0	127.0	0.006048387096774193	0.023622047244094488	1579.6408362637187	3031.5094801741793	0.07579329428336475	-3.076140173455993	1.9620563660803907						
PB.161551.582	Patient6	3	2	1602	1714	1872.6591760299625	1166.8611435239206	8.0	8.0	0.0	0.0	1579.6408362637187	696.1926290120907	SRSF6	77.0	89.0	0.03896103896103896	0.02247191011235955	1579.6408362637187	3031.5094801741793	0.09665756999361522	-3.026597230052196	1.9629756860261154						
PB.161551.598	Patient20	4	2	1888	1738	2118.64406779661	1150.7479861910242	3.0	3.0	0.0	0.0	696.8469069485643	329.5465345074112	SRSF6	54.0	81.0	0.07407407407407407	0.024691358024691357	696.8469069485643	2312.802605315432	0.6147507606487385	-2.500736216290969	2.4839437209598785	1.0	1.0	1.0	1.0	1.0	
PB.161551.598	Patient22	1	1	1221	2106	819.0008190008191	474.8338081671415	5.0	9.0	0.0	0.0	696.8469069485643	329.5465345074112	SRSF6	58.0	43.0	0.017241379310344827	0.023255813953488372	696.8469069485643	2312.802605315432	0.05281640195817524	-3.8708609872166417	2.1759406368888023						
PB.161551.598	Patient27	11	1	917	1439	11995.637949836422	694.9270326615705	1.0	6.0	0.0	0.0	696.8469069485643	329.5465345074112	SRSF6	92.0	45.0	0.11956521739130435	0.022222222222222223	696.8469069485643	2312.802605315432	4.885324418487011	1.3244506567368048	3.343843037461371	1.0	1.0	1.0	1.0	1.0	
PB.161551.598	Patient29	5	5	1044	1857	4789.272030651341	2692.5148088314486	2.0	1.0	0.0	0.0	696.8469069485643	329.5465345074112	SRSF6	61.0	35.0	0.08196721311475409	0.14285714285714285	696.8469069485643	2312.802605315432	1.7694658049490697	-1.3244506567368048	2.74837188675837	1.0	1.0	1.0	1.0	1.0	
PB.161551.598	Patient5	3	2	1596	1993	1879.6992481203006	1003.5122930255895	4.0	5.0	0.0	0.0	696.8469069485643	329.5465345074112	SRSF6	354.0	682.0	0.00847457627118644	0.002932551319648094	696.8469069485643	2312.802605315432	0.511436790348311	-2.67328908416001	2.4451539577231576						
PB.161551.604	Patient11	2	3	1367	2226	1463.057790782736	1347.7088948787064	11.0	11.0	0.0	645.9948320413437	1393.892593594069	1060.6167864373883	SRSF6	299.0	1145.0	0.006688963210702341	0.0026200873362445414	1393.892593594069	2989.4704868588165	0.02313627028355187	-3.467533634469346	1.82106020625633						
PB.161551.604	Patient15	4	6	1376	2573	2906.9767441860463	2331.908278274388	3.0	5.0	0.0	645.9948320413437	1393.892593594069	1060.6167864373883	SRSF6	324.0	294.0	0.012345679012345678	0.02040816326530612	1393.892593594069	2989.4704868588165	0.506137845228186	-2.4774904050335085	1.9925103799460169	1.0	1.0	1.0	1.0	1.0	
PB.161551.604	Patient18	16	2	988	1387	16194.331983805669	1441.9610670511895	1.0	9.0	0.0	645.9948320413437	1393.892593594069	1060.6167864373883	SRSF6	157.0	82.0	0.10191082802547771	0.024390243902439025	1393.892593594069	2989.4704868588165	4.950856499594732	1.9927083867028905	2.766634515623775	1.0	1.0	1.0	1.0	1.0	
PB.161551.604	Patient19	5	1	1229	1548	4068.3482506102523	645.9948320413437	2.0	16.0	0.0	645.9948320413437	1393.892593594069	1060.6167864373883	SRSF6	74.0	31.0	0.06756756756756757	0.03225806451612903	1393.892593594069	2989.4704868588165	0.8946252083011413	-1.9927083867028905	2.0764622305048897						
PB.161551.604	Patient20	4	7	1888	1738	2118.64406779661	4027.6179516685847	8.0	2.0	0.0	645.9948320413437	1393.892593594069	1060.6167864373883	SRSF6	54.0	81.0	0.07407407407407407	0.08641975308641975	1393.892593594069	2989.4704868588165	0.2424347312972048	-2.9336841100403444	1.9135092943023795						
PB.161551.604	Patient21	4	3	1417	1328	2822.8652081863092	2259.0361445783133	4.0	6.0	0.0	645.9948320413437	1393.892593594069	1060.6167864373883	SRSF6	334.0	122.0	0.011976047904191617	0.02459016393442623	1393.892593594069	2989.4704868588165	0.4780019140091033	-2.5198349107861873	1.985177394223527						
PB.161551.604	Patient24	2	1	1059	1661	1888.5741265344666	602.0469596628537	10.0	17.0	0.0	645.9948320413437	1393.892593594069	1060.6167864373883	SRSF6	27.0	41.0	0.07407407407407407	0.024390243902439025	1393.892593594069	2989.4704868588165	0.1654746334225175	-3.0994450212248736	1.8848037426975845						
PB.161551.604	Patient25	3	2	1372	1946	2186.5889212827988	1027.749229188078	7.0	13.0	0.0	645.9948320413437	1393.892593594069	1060.6167864373883	SRSF6	341.0	346.0	0.008797653958944282	0.005780346820809248	1393.892593594069	2989.4704868588165	0.2651627875817081	-2.888164475829866	1.9213921310913598						
PB.161551.604	Patient26	4	4	1690	1469	2366.8639053254437	2722.940776038121	6.0	4.0	0.0	645.9948320413437	1393.892593594069	1060.6167864373883	SRSF6	668.0	201.0	0.005988023952095809	0.01990049751243781	1393.892593594069	2989.4704868588165	0.32546610378272156	-2.7739199733272217	1.941176357895609						
PB.161551.604	Patient28	3	2	1473	1202	2036.6598778004072	1663.8935108153078	9.0	7.0	0.0	645.9948320413437	1393.892593594069	1060.6167864373883	SRSF6	299.0	165.0	0.010033444816053512	0.012121212121212121	1393.892593594069	2989.4704868588165	0.2150104130587104	-2.990592876979562	1.9036541509246963						
PB.161551.604	Patient30	4	10	1658	1808	2412.5452352231605	5530.973451327433	5.0	1.0	0.0	645.9948320413437	1393.892593594069	1060.6167864373883	SRSF6	496.0	127.0	0.008064516129032258	0.07874015748031496	1393.892593594069	2989.4704868588165	0.34074684667632893	-2.7463522703856302	1.9459503791878459						
PB.161551.61	Patient15	6	0	1376	2573	4360.46511627907	0.0	5.0	20.5	0.0	0.0	4137.538206592386	5096.228719210569	SRSF6	324.0	294.0	0.018518518518518517	0.0	4137.538206592386	10521.760395008847	0.021187225456344022	-3.4757456405858793	1.987595142074874						
PB.161551.61	Patient21	6	1	1417	1328	4234.297812279464	753.0120481927711	6.0	8.0	0.0	0.0	4137.538206592386	5096.228719210569	SRSF6	334.0	122.0	0.017964071856287425	0.00819672131147541	4137.538206592386	10521.760395008847	0.00919614228556063	-3.5180950726796993	1.9806332422980348						
PB.161551.61	Patient25	22	2	1372	1946	16034.985422740525	1027.749229188078	4.0	7.0	0.0	0.0	4137.538206592386	5096.228719210569	SRSF6	341.0	346.0	0.06451612903225806	0.005780346820809248	4137.538206592386	10521.760395008847	1.1307468303300148	-1.5973173853670224	2.296393362127635	1.0	1.0	1.0	1.0	1.0	
PB.161551.61	Patient26	82	1	1690	1469	48520.7100591716	680.7351940095302	1.0	9.0	0.0	0.0	4137.538206592386	5096.228719210569	SRSF6	668.0	201.0	0.12275449101796407	0.004975124378109453	4137.538206592386	10521.760395008847	4.2182268162686	0.9067416511367045	2.7080401584484726	1.0	1.0	1.0	1.0	1.0	
PB.161551.61	Patient30	38	3	1658	1808	22919.179734620022	1659.2920353982302	3.0	6.0	0.0	0.0	4137.538206592386	5096.228719210569	SRSF6	496.0	127.0	0.07661290322580645	0.023622047244094488	4137.538206592386	10521.760395008847	1.7850284384861097	-1.0820120390978476	2.381105340490127					2.0	
PB.161551.61	Patient31	25	0	966	1858	25879.91718426501	0.0	2.0	20.5	0.0	0.0	4137.538206592386	5096.228719210569	SRSF6	153.0	125.0	0.16339869281045752	0.0	4137.538206592386	10521.760395008847	2.066420272028476	-0.9067416511367046	2.4099183567338867	1.0	1.0	1.0	1.0	1.0	
PB.161551.620	Patient10	10	15	1394	2180	7173.601147776184	6880.733944954129	3.0	3.0	2181.0250817884407	553.0973451327434	2725.4634912048077	2540.9791757663725	SRSF6	248.0	345.0	0.04032258064516129	0.043478260869565216	2725.4634912048077	2745.242737987397	1.6203075943049072	-5.696596248996263	0.3480962746923671						
PB.161551.620	Patient11	14	40	1367	2226	10241.40453547915	17969.451931716085	1.0	1.0	2181.0250817884407	553.0973451327434	2725.4634912048077	2540.9791757663725	SRSF6	299.0	1145.0	0.046822742474916385	0.034934497816593885	2725.4634912048077	2745.242737987397	2.737805637465945	1.8743245054221602	0.4844013227559843						
PB.161551.620	Patient12	8	10	1791	2004	4466.7783361250695	4990.0199600798405	8.0	7.0	2181.0250817884407	553.0973451327434	2725.4634912048077	2540.9791757663725	SRSF6	223.0	348.0	0.03587443946188341	0.028735632183908046	2725.4634912048077	2745.242737987397	0.634302686908066	-13.276113102660123	0.21163646451211768						
PB.161551.620	Patient13	7	27	2218	2495	3155.9963931469792	10821.643286573146	12.0	2.0	2181.0250817884407	553.0973451327434	2725.4634912048077	2540.9791757663725	SRSF6	387.0	696.0	0.01808785529715762	0.03879310344827586	2725.4634912048077	2745.242737987397	0.15682871899983805	-18.833185930122212	0.1115882532825673						
PB.161551.620	Patient18	9	3	988	1387	9109.311740890687	2162.9416005767844	2.0	12.0	2181.0250817884407	553.0973451327434	2725.4634912048077	2540.9791757663725	SRSF6	157.0	82.0	0.05732484076433121	0.036585365853658534	2725.4634912048077	2745.242737987397	2.3254221425847503	-1.8743245054221602	0.4169115417675137						
PB.161551.620	Patient21	4	0	1417	1328	2822.8652081863092	0.0	13.0	25.0	2181.0250817884407	553.0973451327434	2725.4634912048077	2540.9791757663725	SRSF6	334.0	122.0	0.011976047904191617	0.0	2725.4634912048077	2745.242737987397	0.035480183822618555	-20.617658311398255	0.07946103895978142						
PB.161551.620	Patient22	5	1	1221	2106	4095.0040950040952	474.8338081671415	10.0	17.0	2181.0250817884407	553.0973451327434	2725.4634912048077	2540.9791757663725	SRSF6	58.0	43.0	0.08620689655172414	0.023255813953488372	2725.4634912048077	2745.242737987397	0.49887778040470493	-14.66637073395932	0.1866065983436658						
