Isoform	Sample	cyclo_count	noncyclo_count	total_cyclo	total_noncyclo	Cyclo_TPM	Noncyclo_TPM	Cyclo_TPM_Rank	Noncyclo_TPM_Rank	Cyclo_TPM_Median	Noncyclo_TPM_Median	Cyclo_TPM_Mean	Noncyclo_TPM_Mean	associated_gene	gene_cyclo_count	gene_noncyclo_count	isoform_cyclo_proportion	isoform_noncyclo_proportion	Avg_Cyclo_TPM	SD_Cyclo_TPM	Cyclo_TPM_Z_Score	test_statistic	z_score_of_test_stat	rank_top_99_9_percentile	rank_top_99_5_percentile	rank_top_99_percentile	rank_top_98_percentile	rank_top_95_percentile	Phenotypes
PB.161551.19	Patient15	32	51	1376	2573	23255.81395348837	19821.220365332298	6.0	7.0	7078.507078507078	5507.474429583005	16450.57042214269	9691.84586219	SRSF6	324.0	294.0	0.09876543209876543	0.17346938775510204	16450.57042214269	26702.865768777338	0.25485068120676385	-27.502799717270538	0.3881421333474078						
PB.161551.19	Patient25	38	45	1372	1946	27696.793002915452	23124.357656731758	5.0	6.0	7078.507078507078	5507.474429583005	16450.57042214269	9691.84586219	SRSF6	341.0	346.0	0.11143695014662756	0.13005780346820808	16450.57042214269	26702.865768777338	0.4211616340416372	-24.34420672672977	0.435239661158777						
PB.161551.19	Patient26	180	45	1690	1469	106508.87573964498	30633.08373042886	1.0	2.0	7078.507078507078	5507.474429583005	16450.57042214269	9691.84586219	SRSF6	668.0	201.0	0.2694610778443114	0.22388059701492538	16450.57042214269	26702.865768777338	3.372608247269254	3.0484513833105167	0.8436893984400821						
PB.161551.19	Patient31	72	53	966	1858	74534.16149068323	28525.29601722282	3.0	3.0	7078.507078507078	5507.474429583005	16450.57042214269	9691.84586219	SRSF6	153.0	125.0	0.47058823529411764	0.424	16450.57042214269	26702.865768777338	2.175181928842091	-6.451977738780736	0.702029258581091						
PB.161551.19	Patient5	29	22	1596	1993	18170.426065162905	11038.635223281484	8.0	10.0	7078.507078507078	5507.474429583005	16450.57042214269	9691.84586219	SRSF6	354.0	682.0	0.08192090395480225	0.03225806451612903	16450.57042214269	26702.865768777338	0.06440715606754006	-31.96263075153942	0.3216419489933215						
PB.161551.19	Patient7	34	41	1726	1705	19698.725376593276	24046.92082111437	7.0	5.0	7078.507078507078	5507.474429583005	16450.57042214269	9691.84586219	SRSF6	262.0	375.0	0.1297709923664122	0.10933333333333334	16450.57042214269	26702.865768777338	0.12164068765415183	-30.50304053103144	0.3434057821967276						
PB.161551.22	Patient1	5	0	1902	1717	2628.8117770767612	0.0	5.0	19.5	813.6696501220504	0.0	1372.4935552085096	1686.99992983565	SRSF6	191.0	95.0	0.02617801047120419	0.0	1372.4935552085096	1861.2985558993712	0.6749686759742873	-13.711569528758107	0.33224316034339546						
PB.161551.22	Patient10	2	5	1394	2180	1434.7202295552368	2293.5779816513764	10.0	7.0	813.6696501220504	0.0	1372.4935552085096	1686.99992983565	SRSF6	248.0	345.0	0.008064516129032258	0.014492753623188406	1372.4935552085096	1861.2985558993712	0.033431860863750294	-22.091792488812292	0.17458868672500688						
PB.161551.22	Patient14	3	0	1161	1708	2583.9793281653747	0.0	6.0	19.5	813.6696501220504	0.0	1372.4935552085096	1686.99992983565	SRSF6	121.0	44.0	0.024793388429752067	0.0	1372.4935552085096	1861.2985558993712	0.6508820248729418	-13.949648007130623	0.32776426552560844						
PB.161551.22	Patient15	2	0	1376	2573	1453.4883720930231	0.0	9.0	19.5	813.6696501220504	0.0	1372.4935552085096	1686.99992983565	SRSF6	324.0	294.0	0.006172839506172839	0.0	1372.4935552085096	1861.2985558993712	0.043515220396964836	-21.911966647689933	0.17797169317486702						
PB.161551.22	Patient2	3	0	1277	1085	2349.2560689115116	0.0	7.0	19.5	813.6696501220504	0.0	1372.4935552085096	1686.99992983565	SRSF6	88.0	62.0	0.03409090909090909	0.0	1372.4935552085096	1861.2985558993712	0.524774765771542	-15.267692069788408	0.3029683210865822						
PB.161551.22	Patient21	5	0	1417	1328	3528.5815102328866	0.0	4.0	19.5	813.6696501220504	0.0	1372.4935552085096	1686.99992983565	SRSF6	334.0	122.0	0.014970059880239521	0.0	1372.4935552085096	1861.2985558993712	1.1583783526778513	-9.637152197749769	0.4088938798628681						
PB.161551.22	Patient23	1	0	665	1159	1503.7593984962407	0.0	8.0	19.5	813.6696501220504	0.0	1372.4935552085096	1686.99992983565	SRSF6	27.0	18.0	0.037037037037037035	0.0	1372.4935552085096	1861.2985558993712	0.070523797953684	-21.44149647223918	0.18682249919964608						
PB.161551.22	Patient26	10	0	1690	1469	5917.159763313609	0.0	2.0	19.5	813.6696501220504	0.0	1372.4935552085096	1686.99992983565	SRSF6	668.0	201.0	0.014970059880239521	0.0	1372.4935552085096	1861.2985558993712	2.4416642852382897	-2.4809062861841307	0.543522061911181						
PB.161551.22	Patient3	11	0	1987	2019	5535.983895319578	0.0	3.0	19.5	813.6696501220504	0.0	1372.4935552085096	1686.99992983565	SRSF6	371.0	172.0	0.029649595687331536	0.0	1372.4935552085096	1861.2985558993712	2.2368739968743423	-3.4027114127385656	0.5261804347613549						
PB.161551.22	Patient4	11	0	1554	1450	7078.507078507078	0.0	1.0	19.5	813.6696501220504	0.0	1372.4935552085096	1686.99992983565	SRSF6	197.0	100.0	0.05583756345177665	0.0	1372.4935552085096	1861.2985558993712	3.0656089562920488	2.4809062861841307	0.6368670663363094						
PB.161551.263	Patient28	69	81	1473	1202	46843.17718940937	67387.68718801996	1.0	1.0	0.0	0.0	1541.5311049250517	2173.7963609038698	SRSF6	299.0	165.0	0.23076923076923078	0.4909090909090909	1541.5311049250517	8409.33819172722	5.387064362454862	5.630973408167303	5.1096927606888105	1.0	1.0	1.0	1.0	1.0	
PB.161551.31	Patient10	12	0	1394	2180	8608.32137733142	0.0	5.0	26.5	3036.4372469635628	1843.3179723502303	3514.1734442160996	2625.086178446902	SRSF6	248.0	345.0	0.04838709677419355	0.0	3514.1734442160996	3804.477938055598	1.3389873764700684	-9.957100695127165	0.28799275168310634						
PB.161551.31	Patient11	12	19	1367	2226	8778.346744696415	8535.489667565138	4.0	2.0	3036.4372469635628	1843.3179723502303	3514.1734442160996	2625.086178446902	SRSF6	299.0	1145.0	0.04013377926421405	0.016593886462882096	3514.1734442160996	3804.477938055598	1.3836782302832178	-9.631794733823666	0.2932251741116496						
