associated_gene	Sample	cyclo_count	noncyclo_count	Cyclo_TPM	Noncyclo_TPM	total_cyclo	total_noncyclo	Cyclo_TPM_Rank	Noncyclo_TPM_Rank	Cyclo_TPM_Median	Noncyclo_TPM_Median	Cyclo_TPM_Mean	Noncyclo_TPM_Mean	Avg_Noncyclo_TPM	SD_Noncyclo_TPM	Noncyclo_TPM_Z_Score	test_statistic	z_score_of_test_stat	rank_top_99_9_percentile	rank_top_99_5_percentile	rank_top_99_percentile	rank_top_98_percentile	rank_top_95_percentile	Phenotypes
HARS1	Patient1	573	643	301261.8296529968	374490.39021549217	1902	1717	19.0	11.0	310319.7674418605	347138.5542168675	317227.10950330645	326306.0749468037	326306.0749468037	101959.16673329643	0.47258443563714525	-8.118346400832827	0.32016276612070393	1.0	1.0	1.0	1.0	1.0	Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive
HARS1	Patient15	427	988	310319.7674418605	383987.56315584923	1376	2573	16.0	8.0	310319.7674418605	347138.5542168675	317227.10950330645	326306.0749468037	326306.0749468037	101959.16673329643	0.5657312633784866	-7.4560279386113795	0.3819877604714794						Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive
HARS1	Patient16	653	647	468100.358422939	509047.9937057435	1395	1271	2.0	1.0	310319.7674418605	347138.5542168675	317227.10950330645	326306.0749468037	326306.0749468037	101959.16673329643	1.7923049453410498	1.299032850573749	1.1992405092723843						Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive
HARS1	Patient17	401	543	411282.0512820513	442542.7872860636	975	1227	4.0	5.0	310319.7674418605	347138.5542168675	317227.10950330645	326306.0749468037	326306.0749468037	101959.16673329643	1.140031995782297	-3.7026018794798152	0.7323562888128714	1.0	1.0	1.0	1.0	1.0	Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive
HARS1	Patient18	325	594	328947.36842105264	428262.4369142033	988	1387	13.0	6.0	310319.7674418605	347138.5542168675	317227.10950330645	326306.0749468037	326306.0749468037	101959.16673329643	0.9999724912826704	-4.570062360739394	0.6513820409057326	1.0	1.0	1.0	1.0	1.0	Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive
HARS1	Patient19	419	582	340927.5834011391	375968.992248062	1229	1548	12.0	10.0	310319.7674418605	347138.5542168675	317227.10950330645	326306.0749468037	326306.0749468037	101959.16673329643	0.4870863394869239	-8.014134471774128	0.32989056670733974						Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive
HARS1	Patient20	715	781	378707.6271186441	449367.08860759495	1888	1738	6.0	4.0	310319.7674418605	347138.5542168675	317227.10950330645	326306.0749468037	326306.0749468037	101959.16673329643	1.206963705212429	-3.2978968082879194	0.7701340198702963	1.0	1.0	1.0	1.0	1.0	Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive
HARS1	Patient21	446	461	314749.47071277344	347138.5542168675	1417	1328	15.0	16.0	310319.7674418605	347138.5542168675	317227.10950330645	326306.0749468037	326306.0749468037	101959.16673329643	0.20432178819739824	-10.12804370814593	0.1207409557084217						Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive
HARS1	Patient22	394	738	322686.3226863227	350427.35042735044	1221	2106	14.0	15.0	310319.7674418605	347138.5542168675	317227.10950330645	326306.0749468037	326306.0749468037	101959.16673329643	0.23657780122549354	-9.874708557321759	0.15621281364823655						Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive
HARS1	Patient23	495	545	744360.9022556391	470232.9594477998	665	1159	1.0	3.0	310319.7674418605	347138.5542168675	317227.10950330645	326306.0749468037	326306.0749468037	101959.16673329643	1.4116129928511314	-2.097554660404605	0.8821815479778112	1.0	1.0	1.0	1.0	1.0	Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive
