Isoform	Sample	cyclo_count	noncyclo_count	total_cyclo	total_noncyclo	Cyclo_TPM	Noncyclo_TPM	Cyclo_TPM_Rank	Noncyclo_TPM_Rank	Cyclo_TPM_Median	Noncyclo_TPM_Median	Cyclo_TPM_Mean	Noncyclo_TPM_Mean	associated_gene	gene_cyclo_count	gene_noncyclo_count	isoform_cyclo_proportion	isoform_noncyclo_proportion	CycloFraction	NoncycloFraction	NormalizedCycloFraction	NormalizedNoncycloFraction	NormalizedFractionDifference	test_statistic	z_score_of_test_stat	rank_top_99_9_percentile	rank_top_99_5_percentile	rank_top_99_percentile	rank_top_98_percentile	rank_top_95_percentile	Phenotypes
PB.161551.38	Patient4	69	5	1554	1450	44401.5444015444	3448.2758620689656	7.0	12.0	12307.692307692309	1843.3179723502303	24056.45237058164	27881.244818305102	SRSF6	197.0	100.0	0.350253807106599	0.05	0.0444015444015444	0.0034482758620689655	0.927935447968837	0.07206455203116305	0.855870895937674	56.91017063265493	0.04356723276388849						
PB.161551.51	Patient10	14	0	1394	2180	10043.041606886656	0.0	2.0	23.5	0.0	0.0	1473.3934869156656	889.2655802983257	SRSF6	248.0	345.0	0.056451612903225805	0.0	0.010043041606886656	0.0	1.0	0.0	1.0	176.73373569923797	3.327470845251361						
PB.161551.51	Patient11	5	3	1367	2226	3657.6444769568398	1347.7088948787064	4.0	9.0	0.0	0.0	1473.3934869156656	889.2655802983257	SRSF6	299.0	1145.0	0.016722408026755852	0.0026200873362445414	0.0036576444769568397	0.0013477088948787063	0.7307465038408509	0.2692534961591491	0.4614930076817018	17.042789132653436	0.32087469738758856						
PB.161551.51	Patient12	5	4	1791	2004	2791.736460078169	1996.0079840319358	5.0	5.0	0.0	0.0	1473.3934869156656	889.2655802983257	SRSF6	223.0	348.0	0.02242152466367713	0.011494252873563218	0.0027917364600781687	0.001996007984031936	0.583100558659218	0.4168994413407821	0.16620111731843584	5.538983167250491	0.10428572071112238						
PB.161551.51	Patient18	2	2	988	1387	2024.2914979757086	1441.9610670511895	8.0	8.0	0.0	0.0	1473.3934869156656	889.2655802983257	SRSF6	157.0	82.0	0.012738853503184714	0.024390243902439025	0.0020242914979757085	0.0014419610670511895	0.584	0.416	0.16799999999999998	5.372549760484932	0.10115218026680842						
PB.161551.51	Patient2	1	0	1277	1085	783.0853563038371	0.0	14.0	23.5	0.0	0.0	1473.3934869156656	889.2655802983257	SRSF6	88.0	62.0	0.011363636363636364	0.0	0.0007830853563038371	0.0	1.0	0.0	1.0	92.46334543091521	1.7408622352631151						
PB.161551.51	Patient21	2	1	1417	1328	1411.4326040931546	753.0120481927711	11.0	12.0	0.0	0.0	1473.3934869156656	889.2655802983257	SRSF6	334.0	122.0	0.005988023952095809	0.00819672131147541	0.0014114326040931546	0.0007530120481927711	0.6520991897863982	0.3479008102136018	0.30419837957279644	9.476282035103731	0.1784155813174658						
PB.161551.51	Patient24	1	0	1059	1661	944.2870632672333	0.0	13.0	23.5	0.0	0.0	1473.3934869156656	889.2655802983257	SRSF6	27.0	41.0	0.037037037037037035	0.0	0.0009442870632672333	0.0	1.0	0.0	1.0	97.72056706556404	1.8398430645151393						
PB.161551.51	Patient26	17	8	1690	1469	10059.171597633136	5445.881552076242	1.0	1.0	0.0	0.0	1473.3934869156656	889.2655802983257	SRSF6	668.0	201.0	0.025449101796407185	0.03980099502487562	0.010059171597633136	0.005445881552076242	0.6487673083417764	0.3512326916582236	0.29753461668355285	11.769439864484987	0.22159022361559114						
PB.161551.51	Patient27	2	0	917	1439	2181.0250817884407	0.0	7.0	23.5	0.0	0.0	1473.3934869156656	889.2655802983257	SRSF6	92.0	45.0	0.021739130434782608	0.0	0.0021810250817884407	0.0	1.0	0.0	1.0	123.0276384820221	2.3163143051856965					1.0	
PB.161551.51	Patient3	3	1	1987	2019	1509.813789632612	495.2947003467063	10.0	15.0	0.0	0.0	1473.3934869156656	889.2655802983257	SRSF6	371.0	172.0	0.008086253369272238	0.005813953488372093	0.001509813789632612	0.0004952947003467063	0.7529835902536052	0.24701640974639483	0.5059671805072103	16.96327697998808	0.31937767493858993						
PB.161551.51	Patient30	4	0	1658	1808	2412.5452352231605	0.0	6.0	23.5	0.0	0.0	1473.3934869156656	889.2655802983257	SRSF6	496.0	127.0	0.008064516129032258	0.0	0.0024125452352231603	0.0	1.0	0.0	1.0	126.27549449100898	2.377463616248015						
PB.161551.51	Patient5	2	0	1596	1993	1253.1328320802004	0.0	12.0	23.5	0.0	0.0	1473.3934869156656	889.2655802983257	SRSF6	354.0	682.0	0.005649717514124294	0.0	0.0012531328320802004	0.0	1.0	0.0	1.0	105.9468654508889	1.9947244624169482						
PB.161551.51	Patient7	3	0	1726	1705	1738.1228273464658	0.0	9.0	23.5	0.0	0.0	1473.3934869156656	889.2655802983257	SRSF6	262.0	375.0	0.011450381679389313	0.0	0.0017381228273464658	0.0	1.0	0.0	1.0	115.87572534446315	2.1816609954548585						
PB.161551.51	Patient8	6	1	1359	1179	4415.0110375275935	848.1764206955047	3.0	11.0	0.0	0.0	1473.3934869156656	889.2655802983257	SRSF6	217.0	262.0	0.027649769585253458	0.003816793893129771	0.004415011037527594	0.0008481764206955047	0.8388473852721452	0.16115261472785486	0.6776947705442904	28.802213394988456	0.5422763513222424						
PB.161551.53	Patient10	29	20	1394	2180	20803.44332855093	9174.311926605506	2.0	2.0	0.0	0.0	2860.4608273231834	1015.3048038106307	SRSF6	248.0	345.0	0.11693548387096774	0.057971014492753624	0.02080344332855093	0.009174311926605505	0.6939626783754116	0.3060373216245884	0.3879253567508232	16.941956929601947	0.6529640580341319						
PB.161551.53	Patient13	1	0	2218	2495	450.8566275924256	0.0	5.0	18.0	0.0	0.0	2860.4608273231834	1015.3048038106307	SRSF6	387.0	696.0	0.002583979328165375	0.0	0.0004508566275924256	0.0	1.0	0.0	1.0	77.81561197144534	2.9991103142580195	1.0	1.0	1.0	1.0	1.0	
PB.161551.53	Patient30	99	30	1658	1808	59710.49457177322	16592.920353982303	1.0	1.0	0.0	0.0	2860.4608273231834	1015.3048038106307	SRSF6	496.0	127.0	0.19959677419354838	0.23622047244094488	0.05971049457177322	0.016592920353982302	0.7825402654635119	0.21745973453648812	0.5650805309270237	29.30964651319285	1.1296301723776134						
PB.161551.53	Patient31	2	0	966	1858	2070.393374741201	0.0	4.0	18.0	0.0	0.0	2860.4608273231834	1015.3048038106307	SRSF6	153.0	125.0	0.013071895424836602	0.0	0.002070393374741201	0.0	1.0	0.0	1.0	121.36842796245614	4.677689925012136	1.0	1.0	1.0	1.0	1.0	
PB.161551.53	Patient5	9	10	1596	1993	5639.097744360902	5017.5614651279475	3.0	3.0	0.0	0.0	2860.4608273231834	1015.3048038106307	SRSF6	354.0	682.0	0.025423728813559324	0.01466275659824047	0.005639097744360902	0.005017561465127948	0.5291618727321002	0.47083812726789986	0.05832374546420038	2.0991371504758862	0.08090335241910822						
PB.161551.569	Patient15	2	3	1376	2573	1453.4883720930231	1165.954139137194	6.0	5.0	0.0	0.0	1084.2824272136497	368.18156622775007	SRSF6	324.0	294.0	0.006172839506172839	0.01020408163265306	0.0014534883720930232	0.001165954139137194	0.5548846236791029	0.4451153763208971	0.10976924735820576	3.3388366655083592	0.1322734821189016						
PB.161551.569	Patient16	2	1	1395	1271	1433.6917562724013	786.7820613690008	7.0	6.0	0.0	0.0	1084.2824272136497	368.18156622775007	SRSF6	93.0	54.0	0.021505376344086023	0.018518518518518517	0.0014336917562724014	0.0007867820613690008	0.6456692913385826	0.3543307086614173	0.29133858267716534	9.070374848736677	0.35933775310432353						
PB.161551.569	Patient17	1	0	975	1227	1025.6410256410256	0.0	8.0	21.0	0.0	0.0	1084.2824272136497	368.18156622775007	SRSF6	56.0	25.0	0.017857142857142856	0.0	0.0010256410256410256	0.0	1.0	0.0	1.0	100.08838682616285	3.9651653469381167	1.0	1.0	1.0	1.0	2.0	
PB.161551.569	Patient19	1	1	1229	1548	813.6696501220504	645.9948320413437	9.0	7.0	0.0	0.0	1084.2824272136497	368.18156622775007	SRSF6	74.0	31.0	0.013513513513513514	0.03225806451612903	0.0008136696501220504	0.0006459948320413437	0.5574360821029888	0.44256391789701116	0.11487216420597762	3.2155097349144413	0.12738768380561097						
PB.161551.569	Patient2	1	0	1277	1085	783.0853563038371	0.0	10.0	21.0	0.0	0.0	1084.2824272136497	368.18156622775007	SRSF6	88.0	62.0	0.011363636363636364	0.0	0.0007830853563038371	0.0	1.0	0.0	1.0	92.46334543091521	3.6630868454440617						
PB.161551.569	Patient22	4	6	1221	2106	3276.0032760032764	2849.002849002849	3.0	1.0	0.0	0.0	1084.2824272136497	368.18156622775007	SRSF6	58.0	43.0	0.06896551724137931	0.13953488372093023	0.003276003276003276	0.002849002849002849	0.5348571428571428	0.4651428571428571	0.06971428571428573	2.352230982019769	0.09318748232098546						
PB.161551.569	Patient25	4	1	1372	1946	2915.451895043732	513.874614594039	4.0	9.0	0.0	0.0	1084.2824272136497	368.18156622775007	SRSF6	341.0	346.0	0.011730205278592375	0.002890173410404624	0.0029154518950437317	0.0005138746145940391	0.8501529051987767	0.14984709480122324	0.7003058103975535	28.798347206564667	1.1408936842082593						
PB.161551.569	Patient26	9	2	1690	1469	5325.443786982249	1361.4703880190605	2.0	4.0	0.0	0.0	1084.2824272136497	368.18156622775007	SRSF6	668.0	201.0	0.01347305389221557	0.009950248756218905	0.0053254437869822485	0.0013614703880190605	0.7963978073610024	0.20360219263899765	0.5927956147220048	24.349294304917986	0.9646371678259558						
PB.161551.569	Patient27	12	2	917	1439	13086.150490730643	1389.854065323141	1.0	3.0	0.0	0.0	1084.2824272136497	368.18156622775007	SRSF6	92.0	45.0	0.13043478260869565	0.044444444444444446	0.013086150490730643	0.001389854065323141	0.9039891110878443	0.0960108889121558	0.8079782221756885	44.2295763776743	1.7522270977062404						
PB.161551.569	Patient29	3	3	1044	1857	2873.5632183908046	1615.5088852988692	5.0	2.0	0.0	0.0	1084.2824272136497	368.18156622775007	SRSF6	61.0	35.0	0.04918032786885246	0.08571428571428572	0.0028735632183908046	0.0016155088852988692	0.6401240951396071	0.359875904860393	0.2802481902792141	9.54169235514139	0.3780097679410412						
PB.161551.569	Patient5	1	1	1596	1993	626.5664160401002	501.75614651279477	11.0	10.0	0.0	0.0	1084.2824272136497	368.18156622775007	SRSF6	354.0	682.0	0.002824858757062147	0.001466275659824047	0.0006265664160401002	0.0005017561465127947	0.5553078852047924	0.44469211479520754	0.11061577040958481	2.9738520240107027	0.11781401785413398						
PB.161551.572	Patient19	7	2	1229	1548	5695.6875508543535	1291.9896640826873	2.0	8.0	0.0	831.9467554076539	982.1561990253622	802.0300453852691	SRSF6	74.0	31.0	0.0945945945945946	0.06451612903225806	0.005695687550854353	0.0012919896640826874	0.8151045584474198	0.18489544155258011	0.6302091168948397	26.69165482389617	1.1724821220131871						
PB.161551.572	Patient25	2	2	1372	1946	1457.725947521866	1027.749229188078	5.0	13.0	0.0	831.9467554076539	982.1561990253622	802.0300453852691	SRSF6	341.0	346.0	0.005865102639296188	0.005780346820809248	0.0014577259475218659	0.0010277492291880781	0.5864978902953586	0.41350210970464135	0.17299578059071724	5.2958686863063145	0.23263118739511882						
PB.161551.572	Patient27	10	2	917	1439	10905.125408942204	1389.854065323141	1.0	5.0	0.0	831.9467554076539	982.1561990253622	802.0300453852691	SRSF6	92.0	45.0	0.10869565217391304	0.044444444444444446	0.010905125408942203	0.001389854065323141	0.886957593688363	0.11304240631163709	0.7739151873767259	39.851256909381426	1.75054287844952						
PB.161551.572	Patient28	3	1	1473	1202	2036.6598778004072	831.9467554076539	4.0	16.0	0.0	831.9467554076539	982.1561990253622	802.0300453852691	SRSF6	299.0	165.0	0.010033444816053512	0.006060606060606061	0.002036659877800407	0.0008319467554076539	0.7099822799763732	0.2900177200236267	0.4199645599527465	14.188276734266172	0.6232472629688554						
PB.161551.572	Patient31	2	2	966	1858	2070.393374741201	1076.426264800861	3.0	12.0	0.0	831.9467554076539	982.1561990253622	802.0300453852691	SRSF6	153.0	125.0	0.013071895424836602	0.016	0.002070393374741201	0.001076426264800861	0.6579320113314447	0.3420679886685552	0.31586402266288954	10.389245304637813	0.4563675224059861						
PB.161551.572	Patient4	2	0	1554	1450	1287.001287001287	0.0	6.0	25.0	0.0	831.9467554076539	982.1561990253622	802.0300453852691	SRSF6	197.0	100.0	0.01015228426395939	0.0	0.001287001287001287	0.0	1.0	0.0	1.0	106.73944053842546	4.688734609026589	1.0	1.0	1.0	1.0	2.0	
PB.161551.582	Patient1	3	1	1902	1717	1577.2870662460568	582.4111822947001	10.0	12.0	0.0	0.0	1579.6408362637187	696.1926290120907	SRSF6	191.0	95.0	0.015706806282722512	0.010526315789473684	0.0015772870662460567	0.0005824111822947001	0.7303275202041685	0.2696724797958316	0.4606550404083369	15.25518894521391	0.4610517680817646						
PB.161551.582	Patient12	1	0	1791	2004	558.3472920156337	0.0	14.0	22.0	0.0	0.0	1579.6408362637187	696.1926290120907	SRSF6	223.0	348.0	0.004484304932735426	0.0	0.0005583472920156337	0.0	1.0	0.0	1.0	83.33661226382472	2.518650707517808	1.0	1.0	1.0	1.0	1.0	
PB.161551.582	Patient13	1	0	2218	2495	450.8566275924256	0.0	15.0	22.0	0.0	0.0	1579.6408362637187	696.1926290120907	SRSF6	387.0	696.0	0.002583979328165375	0.0	0.0004508566275924256	0.0	1.0	0.0	1.0	77.81561197144534	2.3517916174388183						
PB.161551.582	Patient15	4	3	1376	2573	2906.9767441860463	1165.954139137194	6.0	9.0	0.0	0.0	1579.6408362637187	696.1926290120907	SRSF6	324.0	294.0	0.012345679012345678	0.01020408163265306	0.0029069767441860465	0.001165954139137194	0.7137309292649098	0.28626907073509017	0.4274618585298196	15.156874050788101	0.4580804344544606						
PB.161551.582	Patient16	9	5	1395	1271	6451.612903225807	3933.910306845004	2.0	1.0	0.0	0.0	1579.6408362637187	696.1926290120907	SRSF6	93.0	54.0	0.0967741935483871	0.09259259259259259	0.0064516129032258064	0.003933910306845004	0.6212121212121212	0.3787878787878788	0.24242424242424243	9.03064579369222	0.2729297699985692						
PB.161551.582	Patient17	3	1	975	1227	3076.923076923077	814.9959250203749	5.0	10.0	0.0	0.0	1579.6408362637187	696.1926290120907	SRSF6	56.0	25.0	0.05357142857142857	0.04	0.003076923076923077	0.0008149959250203749	0.7905927835051547	0.20940721649484537	0.5811855670103093	22.195169101607394	0.6707961464076347						
PB.161551.582	Patient18	5	0	988	1387	5060.728744939272	0.0	3.0	22.0	0.0	0.0	1579.6408362637187	696.1926290120907	SRSF6	157.0	82.0	0.03184713375796178	0.0	0.005060728744939271	0.0	1.0	0.0	1.0	151.4267324948669	4.576512490427488	1.0	1.0	1.0	1.0	1.0	
PB.161551.582	Patient26	6	3	1690	1469	3550.2958579881656	2042.2055820285907	4.0	4.0	0.0	0.0	1579.6408362637187	696.1926290120907	SRSF6	668.0	201.0	0.008982035928143712	0.014925373134328358	0.0035502958579881655	0.0020422055820285907	0.6348314606741573	0.3651685393258427	0.2696629213483146	9.406274398562049	0.2842822503276743						
PB.161551.582	Patient27	14	4	917	1439	15267.175572519083	2779.708130646282	1.0	3.0	0.0	0.0	1579.6408362637187	696.1926290120907	SRSF6	92.0	45.0	0.15217391304347827	0.08888888888888889	0.015267175572519083	0.002779708130646282	0.8459729570840682	0.1540270429159318	0.6919459141681363	34.14825596854807	1.0320497404358433						
PB.161551.582	Patient30	3	3	1658	1808	1809.4089264173704	1659.2920353982302	9.0	7.0	0.0	0.0	1579.6408362637187	696.1926290120907	SRSF6	496.0	127.0	0.006048387096774193	0.023622047244094488	0.0018094089264173703	0.00165929203539823	0.5216387766878247	0.47836122331217545	0.0432775533756492	1.3515479298324247	0.04084731857037976						
PB.161551.582	Patient4	2	1	1554	1450	1287.001287001287	689.655172413793	12.0	11.0	0.0	0.0	1579.6408362637187	696.1926290120907	SRSF6	197.0	100.0	0.01015228426395939	0.01	0.001287001287001287	0.000689655172413793	0.6511001347103728	0.3488998652896273	0.30220026942074546	9.289499634046031	0.28075301107401474						
PB.161551.582	Patient6	3	2	1602	1714	1872.6591760299625	1166.8611435239206	8.0	8.0	0.0	0.0	1579.6408362637187	696.1926290120907	SRSF6	77.0	89.0	0.03896103896103896	0.02247191011235955	0.0018726591760299626	0.0011668611435239206	0.6161035226455788	0.3838964773544213	0.2322070452911575	7.414874458230415	0.22409692802552914						
PB.161551.598	Patient20	4	2	1888	1738	2118.64406779661	1150.7479861910242	3.0	3.0	0.0	0.0	696.8469069485643	329.5465345074112	SRSF6	54.0	81.0	0.07407407407407407	0.024691358024691357	0.00211864406779661	0.0011507479861910242	0.6480238627889635	0.35197613721103654	0.29604772557792697	9.72421867869504	0.8704332628316934						
PB.161551.598	Patient22	1	1	1221	2106	819.0008190008191	474.8338081671415	5.0	9.0	0.0	0.0	696.8469069485643	329.5465345074112	SRSF6	58.0	43.0	0.017241379310344827	0.023255813953488372	0.000819000819000819	0.0004748338081671415	0.6330027051397655	0.36699729486023447	0.26600541027953106	7.6013955804560585	0.6804153398634486						
PB.161551.598	Patient27	11	1	917	1439	11995.637949836422	694.9270326615705	1.0	6.0	0.0	0.0	696.8469069485643	329.5465345074112	SRSF6	92.0	45.0	0.11956521739130435	0.022222222222222223	0.011995637949836423	0.0006949270326615705	0.945240654484653	0.05475934551534695	0.890481308969306	55.65920731443527	4.9821612440158605	1.0	1.0	1.0	1.0	2.0	
PB.161551.598	Patient29	5	5	1044	1857	4789.272030651341	2692.5148088314486	2.0	1.0	0.0	0.0	696.8469069485643	329.5465345074112	SRSF6	61.0	35.0	0.08196721311475409	0.14285714285714285	0.004789272030651341	0.0026925148088314485	0.640124095139607	0.35987590486039295	0.28024819027921405	10.1552909639685	0.909019360921915						
PB.161551.598	Patient5	3	2	1596	1993	1879.6992481203006	1003.5122930255895	4.0	5.0	0.0	0.0	696.8469069485643	329.5465345074112	SRSF6	354.0	682.0	0.00847457627118644	0.002932551319648094	0.0018796992481203006	0.0010035122930255895	0.6519463526333006	0.34805364736669936	0.3038927052666012	9.841968364115647	0.8809732605697759						
PB.161551.604	Patient1	2	0	1902	1717	1051.5247108307044	0.0	12.0	25.0	0.0	645.9948320413437	1393.892593594069	1060.6167864373883	SRSF6	191.0	95.0	0.010471204188481676	0.0	0.0010515247108307045	0.0	1.0	0.0	1.0	100.80809378503749	4.56717276509249	1.0	1.0	1.0	1.0	2.0	
PB.161551.604	Patient11	2	3	1367	2226	1463.057790782736	1347.7088948787064	11.0	11.0	0.0	645.9948320413437	1393.892593594069	1060.6167864373883	SRSF6	299.0	1145.0	0.006688963210702341	0.0026200873362445414	0.001463057790782736	0.0013477088948787063	0.5205191160996142	0.47948088390038585	0.041038232199228364	1.2451139978837351	0.056410656397255156						
PB.161551.604	Patient15	4	6	1376	2573	2906.9767441860463	2331.908278274388	3.0	5.0	0.0	645.9948320413437	1393.892593594069	1060.6167864373883	SRSF6	324.0	294.0	0.012345679012345678	0.02040816326530612	0.0029069767441860465	0.002331908278274388	0.5548846236791029	0.4451153763208971	0.10976924735820576	3.657692093267929	0.16571399263921924						
PB.161551.604	Patient18	16	2	988	1387	16194.331983805669	1441.9610670511895	1.0	9.0	0.0	645.9948320413437	1393.892593594069	1060.6167864373883	SRSF6	157.0	82.0	0.10191082802547771	0.024390243902439025	0.016194331983805668	0.0014419610670511895	0.9182389937106918	0.08176100628930817	0.8364779874213837	48.780652490632505	2.2100374995060728						
PB.161551.604	Patient19	5	1	1229	1548	4068.3482506102523	645.9948320413437	2.0	16.0	0.0	645.9948320413437	1393.892593594069	1060.6167864373883	SRSF6	74.0	31.0	0.06756756756756757	0.03225806451612903	0.0040683482506102524	0.0006459948320413437	0.8629724606979597	0.13702753930204037	0.7259449213959194	31.811614716994985	1.4412447938841948						
PB.161551.604	Patient21	4	3	1417	1328	2822.8652081863092	2259.0361445783133	4.0	6.0	0.0	645.9948320413437	1393.892593594069	1060.6167864373883	SRSF6	334.0	122.0	0.011976047904191617	0.02459016393442623	0.0028228652081863093	0.002259036144578313	0.5554742235700094	0.4445257764299905	0.11094844714001889	3.6836633347352814	0.16689063572661128						
PB.161551.604	Patient24	2	1	1059	1661	1888.5741265344666	602.0469596628537	10.0	17.0	0.0	645.9948320413437	1393.892593594069	1060.6167864373883	SRSF6	27.0	41.0	0.07407407407407407	0.024390243902439025	0.0018885741265344666	0.0006020469596628537	0.758274366582972	0.24172563341702807	0.516548733165944	17.934775043558137	0.8125460273226288						
PB.161551.604	Patient25	3	2	1372	1946	2186.5889212827988	1027.749229188078	7.0	13.0	0.0	645.9948320413437	1393.892593594069	1060.6167864373883	SRSF6	341.0	346.0	0.008797653958944282	0.005780346820809248	0.002186588921282799	0.0010277492291880781	0.6802610114192497	0.31973898858075045	0.3605220228384992	12.077210947775258	0.5471654789602121						
PB.161551.604	Patient28	3	2	1473	1202	2036.6598778004072	1663.8935108153078	9.0	7.0	0.0	645.9948320413437	1393.892593594069	1060.6167864373883	SRSF6	299.0	165.0	0.010033444816053512	0.012121212121212121	0.002036659877800407	0.0016638935108153079	0.5503663003663004	0.4496336996336997	0.10073260073260071	3.2043947018584764	0.14517707518745798						
PB.161551.61	Patient1	2	0	1902	1717	1051.5247108307044	0.0	8.0	20.5	0.0	0.0	4137.538206592386	5096.228719210569	SRSF6	191.0	95.0	0.010471204188481676	0.0	0.0010515247108307045	0.0	1.0	0.0	1.0	100.80809378503749	1.7046192675946423						
PB.161551.61	Patient15	6	0	1376	2573	4360.46511627907	0.0	5.0	20.5	0.0	0.0	4137.538206592386	5096.228719210569	SRSF6	324.0	294.0	0.018518518518518517	0.0	0.00436046511627907	0.0	1.0	0.0	1.0	146.18653798825895	2.4719482331361067					1.0	
PB.161551.61	Patient17	1	0	975	1227	1025.6410256410256	0.0	9.0	20.5	0.0	0.0	4137.538206592386	5096.228719210569	SRSF6	56.0	25.0	0.017857142857142856	0.0	0.0010256410256410256	0.0	1.0	0.0	1.0	100.08838682616285	1.692449348463588						
PB.161551.61	Patient18	1	0	988	1387	1012.1457489878543	0.0	10.0	20.5	0.0	0.0	4137.538206592386	5096.228719210569	SRSF6	157.0	82.0	0.006369426751592357	0.0	0.0010121457489878543	0.0	1.0	0.0	1.0	99.70696754850943	1.6859997210050381						
PB.161551.61	Patient21	6	1	1417	1328	4234.297812279464	753.0120481927711	6.0	8.0	0.0	0.0	4137.538206592386	5096.228719210569	SRSF6	334.0	122.0	0.017964071856287425	0.00819672131147541	0.004234297812279464	0.0007530120481927711	0.8490143846563666	0.15098561534363347	0.6980287693127332	29.998622587707487	0.5072631387450753						
PB.161551.61	Patient25	22	2	1372	1946	16034.985422740525	1027.749229188078	4.0	7.0	0.0	0.0	4137.538206592386	5096.228719210569	SRSF6	341.0	346.0	0.06451612903225806	0.005780346820809248	0.016034985422740525	0.0010277492291880781	0.9397664413030116	0.06023355869698832	0.8795328826060232	55.350520819321765	0.935952270471545						
PB.161551.61	Patient26	82	1	1690	1469	48520.7100591716	680.7351940095302	1.0	9.0	0.0	0.0	4137.538206592386	5096.228719210569	SRSF6	668.0	201.0	0.12275449101796407	0.004975124378109453	0.0485207100591716	0.0006807351940095302	0.9861643252447849	0.013835674755214983	0.97232865048957	95.78417271945987	1.6196670348352398						
PB.161551.61	Patient30	38	3	1658	1808	22919.179734620022	1659.2920353982302	3.0	6.0	0.0	0.0	4137.538206592386	5096.228719210569	SRSF6	496.0	127.0	0.07661290322580645	0.023622047244094488	0.022919179734620022	0.00165929203539823	0.9324900241591791	0.06750997584082087	0.8649800483183583	54.85398384973771	0.9275560549133883						
PB.161551.61	Patient31	25	0	966	1858	25879.91718426501	0.0	2.0	20.5	0.0	0.0	4137.538206592386	5096.228719210569	SRSF6	153.0	125.0	0.16339869281045752	0.0	0.025879917184265012	0.0	1.0	0.0	1.0	214.90472230472687	3.6339416467776364						
PB.161551.620	Patient10	10	15	1394	2180	7173.601147776184	6880.733944954129	3.0	3.0	2181.0250817884407	553.0973451327434	2725.4634912048077	2540.9791757663725	SRSF6	248.0	345.0	0.04032258064516129	0.043478260869565216	0.007173601147776184	0.006880733944954129	0.5104191055958792	0.48958089440412084	0.020838211191758382	0.7701535461644128	-0.03838680444544328						
PB.161551.620	Patient14	3	0	1161	1708	2583.9793281653747	0.0	15.0	25.0	2181.0250817884407	553.0973451327434	2725.4634912048077	2540.9791757663725	SRSF6	121.0	44.0	0.024793388429752067	0.0	0.002583979328165375	0.0	1.0	0.0	1.0	128.50979374856092	2.304477476246592						
PB.161551.620	Patient15	3	1	1376	2573	2180.232558139535	388.65137971239795	17.0	18.0	2181.0250817884407	553.0973451327434	2725.4634912048077	2540.9791757663725	SRSF6	324.0	294.0	0.009259259259259259	0.003401360544217687	0.002180232558139535	0.000388651379712398	0.8487080813633865	0.1512919186366135	0.697416162726773	27.561354153116913	0.4887981069453264						
PB.161551.620	Patient18	9	3	988	1387	9109.311740890687	2162.9416005767844	2.0	12.0	2181.0250817884407	553.0973451327434	2725.4634912048077	2540.9791757663725	SRSF6	157.0	82.0	0.05732484076433121	0.036585365853658534	0.009109311740890687	0.0021629416005767843	0.8081180811808119	0.1918819188191882	0.6162361623616237	27.278121309948062	0.48370382285226715						
PB.161551.620	Patient21	4	0	1417	1328	2822.8652081863092	0.0	13.0	25.0	2181.0250817884407	553.0973451327434	2725.4634912048077	2540.9791757663725	SRSF6	334.0	122.0	0.011976047904191617	0.0	0.0028228652081863093	0.0	1.0	0.0	1.0	131.4166678148543	2.356761110272808						
PB.161551.620	Patient22	5	1	1221	2106	4095.0040950040952	474.8338081671415	10.0	17.0	2181.0250817884407	553.0973451327434	2725.4634912048077	2540.9791757663725	SRSF6	58.0	43.0	0.08620689655172414	0.023255813953488372	0.004095004095004095	0.0004748338081671415	0.8960939494511105	0.10390605054888946	0.7921878989022211	37.26934790937178	0.6634080766603312						
PB.161551.620	Patient23	3	2	665	1159	4511.278195488722	1725.625539257981	7.0	13.0	2181.0250817884407	553.0973451327434	2725.4634912048077	2540.9791757663725	SRSF6	27.0	18.0	0.1111111111111111	0.1111111111111111	0.004511278195488722	0.001725625539257981	0.7233201581027668	0.2766798418972332	0.4466403162055336	16.82478006768857	0.29568788016014036						
PB.161551.620	Patient25	1	0	1372	1946	728.862973760933	0.0	20.0	25.0	2181.0250817884407	553.0973451327434	2725.4634912048077	2540.9791757663725	SRSF6	341.0	346.0	0.002932551319648094	0.0	0.0007288629737609329	0.0	1.0	0.0	1.0	90.48707464180796	1.620593040553104						
PB.161551.620	Patient26	8	5	1690	1469	4733.7278106508875	3403.6759700476514	6.0	9.0	2181.0250817884407	553.0973451327434	2725.4634912048077	2540.9791757663725	SRSF6	668.0	201.0	0.011976047904191617	0.024875621890547265	0.004733727810650888	0.0034036759700476512	0.5817245817245817	0.41827541827541825	0.1634491634491635	5.808778800870866	0.09755181869634123						
PB.161551.620	Patient27	2	0	917	1439	2181.0250817884407	0.0	16.0	25.0	2181.0250817884407	553.0973451327434	2725.4634912048077	2540.9791757663725	SRSF6	92.0	45.0	0.021739130434782608	0.0	0.0021810250817884407	0.0	1.0	0.0	1.0	123.0276384820221	2.2058743055918364						
PB.161551.620	Patient29	5	0	1044	1857	4789.272030651341	0.0	5.0	25.0	2181.0250817884407	553.0973451327434	2725.4634912048077	2540.9791757663725	SRSF6	61.0	35.0	0.08196721311475409	0.0	0.004789272030651341	0.0	1.0	0.0	1.0	149.4761137495401	2.681582014251402						
PB.161551.620	Patient3	1	0	1987	2019	503.27126321087064	0.0	24.0	25.0	2181.0250817884407	553.0973451327434	2725.4634912048077	2540.9791757663725	SRSF6	371.0	172.0	0.0026954177897574125	0.0	0.0005032712632108706	0.0	1.0	0.0	1.0	80.63115352051496	1.4433224188663478						
